symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
HCLTECH,Technology,Information Technology Services,1853.42,3.12,749.44,1860.16,147.31,0.36,63.24,1756.39,1528.45,2525381.7,4802079.0,1.9,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",3.04,9.16,33.84,-4.55,-6.14,-3.64,7.59,15.3,37.48,88.0,"Positive 1M return, Positive 3M return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",18.57,Breakout Watch,87.01,1499.29,1795.22,19.74,100.0,80.0% of closes stayed inside the range | Range width 19.7% | Currently 100.0% through the range | Above upper band on elevated volume,23.0,15.74,31.48,14.29,8.34,5.73,8.43,2.61,2.6,9441.0,5756.0,22448.0,21400.0,21.2315,17.0459,4.9998,4.39,0.006,369445.39,34.0,IT / Technology,22.0,7.0,20.0,17.0,11.0,77.0,1.0,"Strong ROE, Cash covers debt",,10.0,87.0,"Strong ROE for an asset-light business, Strong operating margin",40.55,0.0,,78.53,High Conviction,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Strong ROE, Cash covers debt, Positive 1M return, Positive 3M return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 19.7% | Currently 100.0% through the range | Above upper band on elevated volume"
NMDC,Basic Materials,Steel,58.32,-2.67,24.26,87.7,140.43,33.5,26.69,68.27,71.63,36242663.5,16248992.0,0.45,Bearish,4.0,Oversold RSI,-21.46,-19.07,-22.65,-4.55,-6.14,-3.64,-16.91,-12.93,-19.01,0.0,,69.3,Accumulation Zone,71.76,64.08,73.69,15.0,0.0,80.0% of closes stayed inside the range | Range width 15.0% | Currently 0.0% through the range,,,34.55,28.65,-69.17,-66.24,,,,,,,,10.094,8.3816,2.2131,4.1,0.643,75521.71,45.64,Metals / Mining,12.0,0.0,0.0,0.0,15.0,27.0,0.5,,"Revenue contraction, Earnings contraction",0.0,27.0,,25.21,23.0,"Below 200 DMA, Low volume participation, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 15.0% | Currently 0.0% through the range"
LINDEINDIA,Basic Materials,Specialty Chemicals,6413.97,-0.3,2911.17,9885.09,120.32,35.11,47.51,6753.02,7672.46,64489.55,40439.0,0.63,Bearish,12.0,RSI recovering,-4.0,-21.0,-26.53,-4.55,-6.14,-3.64,0.55,-14.86,-22.89,0.0,,69.3,Accumulation Zone,71.35,6431.33,8289.57,28.89,0.0,80.0% of closes stayed inside the range | Range width 28.9% | Currently 0.0% through the range,,,22.6,19.2,-78.12,-73.2,,,,,,,,105.6673,78.7623,13.5476,6.0,,57801.38,58.55,Chemicals,11.0,0.0,0.0,0.0,5.0,16.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,16.0,,25.21,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"RSI recovering, 80.0% of closes stayed inside the range | Range width 28.9% | Currently 0.0% through the range"
HDFCLIFE,Financial Services,Insurance - Life,604.82,-0.58,451.88,756.41,33.84,20.04,35.16,651.24,646.28,2709263.8,1966939.0,0.73,Bearish,8.0,Weak but watchable RSI,-2.86,-15.91,-4.04,-4.55,-6.14,-3.64,1.69,-9.77,-0.4,0.0,,71.11,Accumulation Zone,72.1,619.03,732.41,18.32,0.0,80.0% of closes stayed inside the range | Range width 18.3% | Currently 0.0% through the range,,,,,,,,,,,,,,58.4967,44.8408,5.9286,39.0,0.502,116632.92,10.2,Financial Services,0.0,0.0,0.0,0.0,9.0,9.0,0.21,,,-4.0,5.0,Expensive relative to book value for this sector,23.6,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 18.3% | Currently 0.0% through the range"
HDFCAMC,Financial Services,Asset Management,1846.6,-2.67,732.04,2336.1,152.25,20.95,25.55,2063.05,1978.23,680804.3,947064.0,1.39,Bearish,14.0,"Oversold RSI, Volume expansion",-15.36,-13.59,-8.05,-4.55,-6.14,-3.64,-10.81,-7.45,-4.41,0.0,,71.11,Breakdown Risk,35.0,1971.61,2166.66,9.89,0.0,80.0% of closes stayed inside the range | Range width 9.9% | Currently 0.0% through the range | Below lower band on elevated volume,,,,,,,,,,,,,,36.6284,28.3148,11.5587,2.15,0.554,106767.91,88.85,Financial Services,0.0,0.0,0.0,0.0,7.0,7.0,0.21,,,-4.0,3.0,Expensive relative to book value for this sector,23.6,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, Volume expansion, 80.0% of closes stayed inside the range | Range width 9.9% | Currently 0.0% through the range | Below lower band on elevated volume"
GRASIM,Basic Materials,Building Materials,2348.22,-1.92,1496.78,2847.47,56.88,17.53,31.09,2555.62,2546.02,545174.0,413994.0,0.76,Bearish,8.0,Weak but watchable RSI,-11.13,-13.26,-15.29,-4.55,-6.14,-3.64,-6.58,-7.12,-11.65,0.0,,69.3,Accumulation Zone,73.27,2485.98,2747.54,10.52,0.0,80.0% of closes stayed inside the range | Range width 10.5% | Currently 0.0% through the range,,,7.63,2.32,-72.7,-85.42,,,,,,,,45.2565,22.5144,2.1683,30.0,0.355,224352.46,55.8,Cement / Realty,0.0,0.0,0.0,0.0,11.0,11.0,0.5,,"Revenue contraction, Earnings contraction",0.0,11.0,,25.21,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 10.5% | Currently 0.0% through the range"
GODREJPROP,Real Estate,Real Estate - Development,2375.02,-4.38,1000.17,3386.33,137.46,29.86,23.33,2786.74,2860.89,606610.8,559640.0,0.92,Bearish,4.0,Oversold RSI,-17.15,-20.83,-27.55,-4.55,-6.14,-3.64,-12.6,-14.69,-23.91,0.0,,75.0,Accumulation Zone,71.55,2690.59,3132.02,16.41,0.0,80.0% of closes stayed inside the range | Range width 16.4% | Currently 0.0% through the range,7.26,2.03,-5.96,24.83,34.85,26.93,106.87,1.43,0.43,1319.81,10679.29,-692.57,-1387.82,38.3153,18.06,3.1684,49.0,0.478,60697.14,42.86,Cement / Realty,6.0,20.0,4.0,0.0,9.0,39.0,1.0,,"Negative operating cash flow, Negative free cash flow",0.0,39.0,,25.38,25.0,"Below 200 DMA, Extreme RSI weakness, Negative operating cash flow, Negative free cash flow",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 16.4% | Currently 0.0% through the range"
GODREJIND,Industrials,Conglomerates,994.35,-3.31,395.0,1314.0,151.73,24.33,33.76,1068.33,969.58,158013.15,79017.0,0.5,Bearish,23.0,"Above 200 DMA, Weak but watchable RSI",-7.54,-8.99,9.6,-4.55,-6.14,-3.64,-2.99,-2.85,13.24,10.0,Positive 6M return,24.12,Lower Range Watch,68.19,898.6,1207.05,34.33,31.04,80.0% of closes stayed inside the range | Range width 34.3% | Currently 31.0% through the range,0.75,0.1,5.66,0.36,-0.98,-93.85,362.39,1.15,0.43,1878.81,28995.91,-4284.12,-5481.61,33.4833,,3.7223,,0.635,41607.84,40.36,Capital Goods / Infra,0.0,0.0,2.0,0.0,6.0,8.0,0.93,,"Revenue contraction, Earnings contraction, Very high debt, Negative operating cash flow, Negative free cash flow",0.0,8.0,,22.57,24.0,"Very high debt, Earnings contraction, Negative operating cash flow, Negative free cash flow",0.0,Avoid,"Above 200 DMA, Weak but watchable RSI, Positive 6M return, 80.0% of closes stayed inside the range | Range width 34.3% | Currently 31.0% through the range"
POONAWALLA,Financial Services,Credit Services,308.25,-1.66,240.66,517.51,28.09,40.44,33.97,346.37,401.34,2075785.95,1790508.0,0.86,Bearish,8.0,Weak but watchable RSI,-13.96,-19.03,-23.89,-4.55,-6.14,-3.64,-9.41,-12.89,-20.25,0.0,,71.11,Accumulation Zone,71.13,320.37,399.77,24.78,0.0,80.0% of closes stayed inside the range | Range width 24.8% | Currently 0.0% through the range,,,,,,,,,,,,,,50.6911,19.7165,3.7798,,0.318,42391.77,99.87,Financial Services,0.0,0.0,0.0,0.0,7.0,7.0,0.14,,,0.0,7.0,,23.6,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 24.8% | Currently 0.0% through the range"
POLYCAB,Industrials,Electrical Equipment & Parts,6471.85,-3.12,2262.97,7526.97,185.99,14.02,32.68,6935.08,6520.76,213687.0,177818.0,0.83,Bearish,8.0,Weak but watchable RSI,-12.66,-12.19,-1.21,-4.55,-6.14,-3.64,-8.11,-6.05,2.43,0.0,,64.12,Accumulation Zone,70.83,6360.15,7336.53,15.35,11.44,80.0% of closes stayed inside the range | Range width 15.4% | Currently 11.4% through the range,,,,,,,,,,,,-451.86,-708.37,48.941,36.4857,11.5631,52.0,0.636,139924.9,24.48,Capital Goods / Infra,0.0,0.0,0.0,0.0,7.0,7.0,0.36,,"Negative operating cash flow, Negative free cash flow",0.0,7.0,,22.57,21.0,"Below 200 DMA, Negative operating cash flow, Negative free cash flow, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 15.4% | Currently 11.4% through the range"
GAIL,Utilities,Utilities - Regulated Gas,166.84,-1.88,72.05,228.83,131.55,27.09,32.03,182.68,195.96,13895110.55,11987426.0,0.86,Bearish,8.0,Weak but watchable RSI,-12.49,-21.72,-21.72,-4.55,-6.14,-3.64,-7.94,-15.58,-18.08,0.0,,61.76,Accumulation Zone,71.36,177.53,218.83,23.27,0.0,80.0% of closes stayed inside the range | Range width 23.3% | Currently 0.0% through the range,,,,,,,,,,,,,,11.6689,9.7283,1.3128,3.14,0.515,117003.53,18.75,Energy / Utilities,0.0,0.0,0.0,0.0,15.0,15.0,0.21,,,0.0,15.0,,17.14,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 23.3% | Currently 0.0% through the range"
GMRAIRPORT,Industrials,Airports & Air Services,74.53,-2.04,33.35,103.75,123.48,28.16,27.56,80.29,87.59,9611905.4,11314699.0,1.18,Bearish,9.0,"Oversold RSI, Normal volume support",-11.86,-15.71,-24.5,-4.55,-6.14,-3.64,-7.31,-9.57,-20.86,0.0,,64.12,Accumulation Zone,71.63,78.2,96.06,22.84,0.0,80.0% of closes stayed inside the range | Range width 22.8% | Currently 0.0% through the range,,,,,,,,,,,,,,804.2308,72.0701,-43.9655,,0.573,110394.09,57.86,Capital Goods / Infra,0.0,0.0,0.0,0.0,5.0,5.0,0.14,,Very high PE,0.0,5.0,,22.57,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 22.8% | Currently 0.0% through the range"
FACT,Basic Materials,Agricultural Inputs,934.78,-2.84,103.66,1185.35,801.79,21.14,45.34,931.51,881.8,743305.0,283927.0,0.38,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",-6.63,1.92,-10.8,-4.55,-6.14,-3.64,-2.08,8.06,-7.16,10.0,Positive 3M return,34.21,Neutral Range,72.15,842.38,1011.75,20.11,54.56,80.0% of closes stayed inside the range | Range width 20.1% | Currently 54.6% through the range,,,2.05,0.84,-67.7,-93.76,,,,,,,,,,38.5634,5.0,,53030.78,47.47,General,0.0,0.0,0.0,0.0,2.0,2.0,0.43,,"Revenue contraction, Earnings contraction",0.0,2.0,,25.21,19.0,"Low volume participation, Revenue contraction, Earnings contraction, Limited fundamental data coverage",0.0,Avoid,"Above 50 DMA, Above 200 DMA, RSI recovering, Positive 3M return, 80.0% of closes stayed inside the range | Range width 20.1% | Currently 54.6% through the range"
PIDILITIND,Basic Materials,Specialty Chemicals,1440.79,-1.92,1107.06,1695.86,30.15,15.04,39.96,1513.05,1528.48,790218.2,391346.0,0.5,Bearish,8.0,Weak but watchable RSI,-9.05,-6.72,-7.76,-4.55,-6.14,-3.64,-4.5,-0.58,-4.12,0.0,,69.3,Accumulation Zone,73.25,1465.16,1621.6,10.68,0.0,80.0% of closes stayed inside the range | Range width 10.7% | Currently 0.0% through the range,,,,,,,,,,,,,,64.9428,53.7455,15.9869,68.0,0.397,173177.03,54.79,Chemicals,0.0,0.0,0.0,0.0,5.0,5.0,0.21,,,0.0,5.0,,25.21,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 10.7% | Currently 0.0% through the range"
BANKBARODA,Financial Services,Banks - Regional,211.06,-2.44,103.5,273.02,103.93,22.69,30.44,232.35,236.35,10476327.35,8065484.0,0.77,Bearish,8.0,Weak but watchable RSI,-13.04,-7.02,-12.19,-4.55,-6.14,-3.64,-8.49,-0.88,-8.55,0.0,,71.11,Accumulation Zone,74.42,220.85,241.51,9.35,0.0,80.8% of closes stayed inside the range | Range width 9.4% | Currently 0.0% through the range,,,,,,,,,,,,,,7.149,5.892,0.77,3.45,0.43,129801.19,0.0,Banking,0.0,0.0,0.0,0.0,15.0,15.0,0.21,,,0.0,15.0,,23.6,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.8% of closes stayed inside the range | Range width 9.4% | Currently 0.0% through the range"
BALKRISIND,Consumer Cyclical,Auto Parts,2701.81,-1.67,1750.0,3327.52,54.39,18.8,41.26,2773.25,2835.4,179862.15,150365.0,0.84,Bearish,8.0,Weak but watchable RSI,-2.87,-9.49,-13.0,-4.55,-6.14,-3.64,1.68,-3.35,-9.36,0.0,,75.0,Accumulation Zone,72.88,2735.59,3093.75,13.09,0.0,80.0% of closes stayed inside the range | Range width 13.1% | Currently 0.0% through the range,,,,,,,,,,,,,,34.3358,24.8272,4.406,75.0,0.321,48269.36,50.17,Automobile,0.0,0.0,0.0,0.0,11.0,11.0,0.21,,,0.0,11.0,,27.95,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 13.1% | Currently 0.0% through the range"
SBIN,Financial Services,Banks - Regional,715.72,-2.26,463.91,878.22,54.28,18.5,25.1,793.86,782.71,10678523.25,11779296.0,1.1,Bearish,9.0,"Oversold RSI, Normal volume support",-12.94,-7.06,-13.24,-4.55,-6.14,-3.64,-8.39,-0.92,-9.6,0.0,,71.11,Accumulation Zone,73.55,753.64,829.12,10.01,0.0,80.0% of closes stayed inside the range | Range width 10.0% | Currently 0.0% through the range,,,,,,,,,,,,,,11.5734,10.297,1.6754,1.63,0.385,998752.81,0.0,Banking,0.0,0.0,0.0,0.0,14.0,14.0,0.21,,,0.0,14.0,,23.6,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 10.0% | Currently 0.0% through the range"
ASTRAL,Industrials,Building Products & Equipment,1557.73,0.87,1287.05,2438.47,21.03,36.12,26.09,1735.8,1972.9,423148.6,517164.0,1.22,Bearish,19.0,"Oversold RSI, Near 52W low zone, Normal volume support, Positive day move",-14.67,-17.48,-32.96,-4.55,-6.14,-3.64,-10.12,-11.34,-29.32,0.0,,64.12,Accumulation Zone,73.64,1684.09,2078.99,23.45,0.0,80.0% of closes stayed inside the range | Range width 23.4% | Currently 0.0% through the range,,,11.2,8.17,-75.18,-79.11,,,,,,,,73.3834,43.7432,9.6923,28.0,0.166,39330.39,39.36,Capital Goods / Infra,6.0,0.0,0.0,0.0,5.0,11.0,0.5,,"Revenue contraction, Earnings contraction",0.0,11.0,,22.57,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Near 52W low zone, Normal volume support, Positive day move, 80.0% of closes stayed inside the range | Range width 23.4% | Currently 0.0% through the range"
STARHEALTH,Financial Services,Insurance - Life,462.6,-2.45,452.7,780.0,2.19,40.69,39.69,477.75,545.88,726442.05,427443.0,0.59,Bearish,16.0,"Weak but watchable RSI, Near 52W low with stable RSI",-0.19,-15.52,-20.11,-4.55,-6.14,-3.64,4.36,-9.38,-16.47,0.0,,71.11,Accumulation Zone,72.7,466.56,615.95,32.02,0.0,80.8% of closes stayed inside the range | Range width 32.0% | Currently 0.0% through the range,,,,,,,,,,,,,,51.433,20.1468,3.3841,,0.197,34318.63,21.95,Financial Services,0.0,0.0,0.0,0.0,7.0,7.0,0.14,,,0.0,7.0,,23.6,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Near 52W low with stable RSI, 80.8% of closes stayed inside the range | Range width 32.0% | Currently 0.0% through the range"
DELHIVERY,Industrials,Integrated Freight & Logistics,333.85,-0.74,291.0,608.7,14.73,45.15,36.55,350.85,399.82,1991489.9,1235334.0,0.62,Bearish,13.0,"Weak but watchable RSI, Near 52W low zone",-12.68,-18.8,-11.45,-4.55,-6.14,-3.64,-8.13,-12.66,-7.81,0.0,,64.12,Accumulation Zone,72.06,339.75,426.76,25.61,0.0,80.0% of closes stayed inside the range | Range width 25.6% | Currently 0.0% through the range,,,,,,,,,,,,,,385.4508,42.6924,3.6232,,0.174,35229.57,84.92,Capital Goods / Infra,0.0,0.0,0.0,0.0,5.0,5.0,0.14,,Very high PE,0.0,5.0,,22.57,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Near 52W low zone, 80.0% of closes stayed inside the range | Range width 25.6% | Currently 0.0% through the range"
SHRIRAMFIN,Financial Services,Credit Services,521.02,-5.33,213.18,710.44,144.4,26.66,29.41,588.04,563.54,5186504.45,5999299.0,1.16,Bearish,9.0,"Oversold RSI, Normal volume support",-18.11,-19.83,-1.69,-4.55,-6.14,-3.64,-13.56,-13.69,1.95,0.0,,71.11,Accumulation Zone,72.24,558.66,663.4,18.75,0.0,80.0% of closes stayed inside the range | Range width 18.7% | Currently 0.0% through the range,15.05,2.97,,38.6,12.71,22.55,310.06,,,6260.23,151766.1,-31118.27,-31363.87,19.735,15.5658,3.1889,1.22,0.606,262875.3,96.81,Financial Services,10.0,13.0,0.0,0.0,12.0,35.0,0.79,,"Very high debt, Negative operating cash flow, Negative free cash flow",12.0,47.0,"High leverage is structural for this sector, Strong ROE for a leveraged-balance-sheet business",23.6,30.0,"Below 200 DMA, Sharp daily fall, Very high debt, Negative operating cash flow, Negative free cash flow",0.0,Avoid,"Oversold RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 18.7% | Currently 0.0% through the range"
SIEMENS,Industrials,Specialty Industrial Machinery,3553.48,-2.17,1540.11,4732.24,130.73,24.91,25.22,4124.97,4007.35,798069.9,644503.0,0.81,Bearish,4.0,Oversold RSI,-22.88,-21.23,-21.49,-4.55,-6.14,-3.64,-18.33,-15.09,-17.85,0.0,,64.12,Accumulation Zone,71.41,3846.38,4513.25,17.34,0.0,80.0% of closes stayed inside the range | Range width 17.3% | Currently 0.0% through the range,,,,,,,,,,,,,,84.7533,59.3557,10.3412,45.0,0.57,143124.83,28.2,Capital Goods / Infra,0.0,0.0,0.0,0.0,5.0,5.0,0.21,,Very high PE,0.0,5.0,,22.57,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 17.3% | Currently 0.0% through the range"
TATASTEEL,Basic Materials,Steel,122.01,-1.92,86.34,173.26,41.31,29.58,23.36,137.13,149.89,28226953.95,34855510.0,1.23,Bearish,9.0,"Oversold RSI, Normal volume support",-15.49,-20.68,-24.56,-4.55,-6.14,-3.64,-10.94,-14.54,-20.92,0.0,,69.3,Accumulation Zone,72.62,133.23,154.87,16.25,0.0,80.0% of closes stayed inside the range | Range width 16.2% | Currently 0.0% through the range,-4.82,-1.62,5.45,-1.95,-5.93,-150.65,94.62,0.72,0.22,7080.84,87082.12,20300.67,2094.07,21.0395,10.4022,2.2751,2.12,0.867,232271.75,56.35,Metals / Mining,0.0,0.0,4.0,17.0,13.0,34.0,1.0,,"Negative net margin, Revenue contraction, Earnings contraction",0.0,34.0,,25.21,31.0,"Below 200 DMA, Extreme RSI weakness, Negative net margin, Earnings contraction",0.0,Avoid,"Oversold RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 16.2% | Currently 0.0% through the range"
TATAPOWER,Utilities,Utilities - Independent Power Producers,352.08,-2.94,177.68,488.93,98.15,27.99,19.9,408.43,424.03,8934237.3,9579404.0,1.07,Bearish,9.0,"Oversold RSI, Normal volume support",-17.81,-22.73,-19.08,-4.55,-6.14,-3.64,-13.26,-16.59,-15.44,0.0,,61.76,Accumulation Zone,72.73,394.61,455.74,15.49,0.0,80.0% of closes stayed inside the range | Range width 15.5% | Currently 0.0% through the range,11.42,2.65,11.26,6.12,11.59,10.78,182.37,0.67,0.57,3324.34,59006.76,12504.37,-736.66,31.5945,22.6373,3.0714,66.0,0.342,121247.16,35.71,Energy / Utilities,8.0,10.0,0.0,9.0,11.0,38.0,1.0,,Negative free cash flow,0.0,38.0,,17.14,20.0,"Below 200 DMA, Extreme RSI weakness, Negative free cash flow",0.0,Avoid,"Oversold RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 15.5% | Currently 0.0% through the range"
TATAINVEST,Financial Services,Asset Management,634.36,-2.36,143.54,962.86,341.93,34.12,34.52,668.38,657.93,1629979.5,432520.0,0.27,Bearish,8.0,Weak but watchable RSI,-7.16,-9.18,0.05,-4.55,-6.14,-3.64,-2.61,-3.04,3.69,10.0,Positive 6M return,37.22,Accumulation Zone,69.06,613.38,698.29,13.84,24.71,80.0% of closes stayed inside the range | Range width 13.8% | Currently 24.7% through the range,,,,,,,,,,,,,,79.7014,,1.1785,49.0,0.314,34437.69,99.99,Financial Services,0.0,0.0,0.0,0.0,6.0,6.0,0.21,,,0.0,6.0,,23.6,15.0,"Below 200 DMA, Low volume participation, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Positive 6M return, 80.0% of closes stayed inside the range | Range width 13.8% | Currently 24.7% through the range"
CUMMINSIND,Industrials,Specialty Industrial Machinery,2914.79,-3.51,1088.43,4032.79,167.8,27.72,26.36,3316.4,3454.48,718595.85,632659.0,0.88,Bearish,4.0,Oversold RSI,-16.95,-17.01,-24.55,-4.55,-6.14,-3.64,-12.4,-10.87,-20.91,0.0,,64.12,Accumulation Zone,71.63,3207.72,3715.6,15.83,0.0,80.0% of closes stayed inside the range | Range width 15.8% | Currently 0.0% through the range,,,,,,,,,,,,,,62.7339,45.4491,17.5475,1.23,0.546,148717.8,35.46,Capital Goods / Infra,0.0,0.0,0.0,0.0,4.0,4.0,0.21,,,0.0,4.0,,22.57,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 15.8% | Currently 0.0% through the range"
CONCOR,Industrials,Railroads,584.8,-1.05,530.94,1141.62,10.15,48.77,18.07,762.27,903.3,986494.9,2063566.0,2.09,Bearish,24.0,"Oversold RSI, Near 52W low zone, Strong volume expansion",-27.21,-32.63,-42.92,-4.55,-6.14,-3.64,-22.66,-26.49,-39.28,0.0,,64.12,Breakdown Risk,35.0,756.43,962.46,27.24,0.0,80.8% of closes stayed inside the range | Range width 27.2% | Currently 0.0% through the range | Below lower band on elevated volume,,,,,,,,,,,,,,31.2607,21.9481,3.0133,1.25,0.228,38998.65,39.47,Capital Goods / Infra,0.0,0.0,0.0,0.0,10.0,10.0,0.21,,,0.0,10.0,,22.57,20.0,"Below 200 DMA, Extreme RSI weakness, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, Near 52W low zone, Strong volume expansion, 80.8% of closes stayed inside the range | Range width 27.2% | Currently 0.0% through the range | Below lower band on elevated volume"
TATACOMM,Communication Services,Telecom Services,1678.36,0.71,1021.76,2123.7,64.26,20.97,44.96,1718.84,1806.7,291102.2,370084.0,1.27,Bearish,18.0,"Weak but watchable RSI, Normal volume support, Positive day move",-7.14,-12.47,-8.03,-4.55,-6.14,-3.64,-2.59,-6.33,-4.39,0.0,,73.33,Accumulation Zone,74.48,1684.57,1961.73,16.45,0.0,80.0% of closes stayed inside the range | Range width 16.5% | Currently 0.0% through the range,,,,,,,,,,,,,,52.3267,22.1678,14.3548,100.0,0.816,49484.61,27.46,Telecom,0.0,0.0,0.0,0.0,7.0,7.0,0.21,,,0.0,7.0,,22.04,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Normal volume support, Positive day move, 80.0% of closes stayed inside the range | Range width 16.5% | Currently 0.0% through the range"
ABCAPITAL,Financial Services,Financial Conglomerates,167.63,-3.39,106.65,246.9,57.18,32.11,27.01,191.42,212.96,2350598.25,3750653.0,1.6,Bearish,14.0,"Oversold RSI, Volume expansion",-15.12,-24.09,-25.94,-4.55,-6.14,-3.64,-10.57,-17.95,-22.3,0.0,,71.11,Breakdown Risk,35.0,184.44,226.98,23.06,0.0,80.0% of closes stayed inside the range | Range width 23.1% | Currently 0.0% through the range | Below lower band on elevated volume,12.44,1.44,29.9,8.21,42.16,-30.46,410.66,,,1554.3,110128.34,-24100.5,-24502.91,26.3092,16.2013,3.1273,,0.687,112442.53,28.11,Financial Services,13.0,10.0,0.0,0.0,9.0,32.0,0.79,,"Earnings contraction, Very high debt, Negative operating cash flow, Negative free cash flow",6.0,38.0,High leverage is structural for this sector,23.6,32.0,"Below 200 DMA, Very high debt, Earnings contraction, Negative operating cash flow, Negative free cash flow",0.0,Avoid,"Oversold RSI, Volume expansion, 80.0% of closes stayed inside the range | Range width 23.1% | Currently 0.0% through the range | Below lower band on elevated volume"
3MINDIA,Industrials,Conglomerates,28775.75,-2.94,20146.33,39386.18,42.83,26.94,35.84,31083.37,32531.18,4621.0,5342.0,1.16,Bearish,13.0,"Weak but watchable RSI, Normal volume support",-5.65,-12.65,-24.69,-4.55,-6.14,-3.64,-1.1,-6.51,-21.05,0.0,,64.12,Accumulation Zone,72.58,29938.21,36554.3,22.1,0.0,80.0% of closes stayed inside the range | Range width 22.1% | Currently 0.0% through the range,,,12.85,10.44,-73.97,-80.5,,,,,,,,77.736,47.6971,22.8946,44.0,0.273,40481.03,41.86,Capital Goods / Infra,6.0,0.0,0.0,0.0,5.0,11.0,0.5,,"Revenue contraction, Earnings contraction",0.0,11.0,,22.57,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 22.1% | Currently 0.0% through the range"
