symbol,company_name,sector_yf,industry_yf,sector_bucket,market_cap_cr,market_cap_cr_known,trailing_pe,trailing_pe_known,forward_pe,forward_pe_known,price_to_book,price_to_book_known,debt_to_equity,debt_to_equity_known,roe,roe_known,roa,roa_known,operating_margin,operating_margin_known,net_profit_margin,net_profit_margin_known,gross_margin,gross_margin_known,revenue_growth,revenue_growth_known,earnings_growth,earnings_growth_known,current_ratio,current_ratio_known,quick_ratio,quick_ratio_known,total_cash_cr,total_cash_cr_known,total_debt_cr,total_debt_cr_known,free_cashflow_cr,free_cashflow_cr_known,operating_cashflow_cr,operating_cashflow_cr_known,dividend_yield,dividend_yield_known,beta,beta_known,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons
KAPSTON,Kapston Services Limited,Industrials,Specialty Business Services,Capital Goods / Infra,1778.15,True,58.4885,True,,False,15.283,True,158.273,True,,False,,False,6.06,True,3.54,True,7.33,True,16.2,True,38.6,True,,False,,False,15.17,True,184.15,True,,False,,False,,False,0.12,True,0.0,18.0,0.0,0.0,2.0,20.0,0.5,,,5.0,25.0,Strong order-book-driven revenue growth
KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials,Specialty Chemicals,Chemicals,803.08,True,11.1769,True,,False,2.1573,True,0.601,True,,False,,False,13.46,True,12.46,True,30.63,True,-8.8,True,-3.3,True,,False,,False,32.66,True,2.24,True,,False,,False,1.47,True,0.325,True,8.0,0.0,12.0,0.0,11.0,31.0,0.57,Cash covers debt,"Revenue contraction, Earnings contraction",2.0,33.0,General low-debt support
SOUTHBANK,The South Indian Bank Limited,Financial Services,Banks - Regional,Banking,12067.12,True,7.9983,True,6.5627,True,1.0227,True,,False,13.6,True,1.11,True,38.45,True,29.43,True,0.0,True,8.6,True,17.1,True,,False,,False,4779.95,True,3606.94,True,,False,,False,98.0,True,0.164,True,16.0,13.0,3.0,0.0,15.0,47.0,0.64,Cash covers debt,,0.0,47.0,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,Chemicals,Chemicals,897.89,True,9.5596,True,27.7949,True,0.9246,True,1.18,True,,False,,False,13.3,True,13.21,True,50.77,True,17.0,True,11.3,True,,False,,False,438.8,True,11.61,True,,False,,False,57.0,True,0.435,True,8.0,13.0,12.0,0.0,12.0,45.0,0.57,Cash covers debt,,2.0,47.0,General low-debt support
KSHINTL,KSH International Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,7093.68,True,54.6425,True,29.6586,True,8.771,True,39.74,True,,False,,False,5.67,True,3.49,True,10.01,True,108.4,True,55.9,True,,False,,False,84.48,True,321.14,True,,False,,False,,False,,False,0.0,20.0,7.0,0.0,5.0,32.0,0.5,,,5.0,37.0,Strong order-book-driven revenue growth
YUKEN,Yuken India Limited,Industrials,Specialty Industrial Machinery,Capital Goods / Infra,1547.49,True,98.9748,True,,False,4.1474,True,30.736,True,,False,,False,6.83,True,3.18,True,52.78,True,28.5,True,23.1,True,,False,,False,22.77,True,114.67,True,,False,,False,13.0,True,0.475,True,0.0,18.0,7.0,0.0,4.0,29.0,0.57,,Very high PE,5.0,34.0,Strong order-book-driven revenue growth
ANUHPHR,Anuh Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,936.89,True,26.1117,True,,False,2.6599,True,0.017,True,,False,,False,7.15,True,5.67,True,22.43,True,3.9,True,37.3,True,,False,,False,52.92,True,0.06,True,,False,,False,1.6,True,0.492,True,0.0,12.0,12.0,0.0,9.0,33.0,0.57,Cash covers debt,,2.0,35.0,General low-debt support
MPSLTD,MPS Limited,Communication Services,Publishing,Telecom,4527.88,True,24.0384,True,20.5493,True,7.5903,True,10.167,True,,False,,False,30.35,True,23.36,True,60.09,True,20.4,True,43.0,True,,False,,False,119.2,True,60.63,True,,False,,False,2.89,True,0.453,True,12.0,18.0,12.0,0.0,9.0,51.0,0.57,Cash covers debt,,2.0,53.0,General low-debt support
EMMVEE,Emmvee Photovoltaic Power Limited,Technology,Solar,IT / Technology,22708.92,True,17.8261,True,11.3855,True,6.1431,True,9.745,True,,False,,False,29.84,True,22.84,True,44.52,True,51.3,True,73.7,True,,False,,False,383.71,True,360.06,True,,False,,False,30.0,True,,False,12.0,20.0,12.0,0.0,11.0,55.0,0.57,Cash covers debt,,5.0,60.0,Strong operating margin
DCMNVL,DCM Nouvelle Limited,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,336.57,True,11.4704,True,,False,1.024,True,98.359,True,,False,,False,14.45,True,2.76,True,28.76,True,13.8,True,16.62,True,,False,,False,1.29,True,327.86,True,,False,,False,,False,1.033,True,3.0,13.0,4.0,0.0,10.0,30.0,0.5,,,0.0,30.0,
MWL,Mangalam Worldwide Limited,Basic Materials,Steel,Metals / Mining,1262.87,True,24.2971,True,,False,4.2141,True,160.456,True,,False,,False,8.21,True,4.16,True,23.43,True,14.7,True,17.6,True,,False,,False,6.44,True,490.16,True,,False,,False,7.0,True,0.57,True,0.0,13.0,0.0,0.0,8.0,21.0,0.57,,,0.0,21.0,
VENKEYS,Venky's (India) Limited,Consumer Defensive,Farm Products,General,2319.9,True,13.3691,True,30.4399,True,1.4535,True,10.432,True,,False,,False,5.34,True,4.36,True,25.25,True,29.2,True,215.7,True,,False,,False,304.27,True,166.51,True,,False,,False,61.0,True,0.51,True,0.0,20.0,12.0,0.0,12.0,44.0,0.57,Cash covers debt,,2.0,46.0,General low-debt support
RPEL,Raghav Productivity Enhancers Limited,Basic Materials,Chemicals,Chemicals,7588.14,True,120.5252,True,,False,31.0263,True,2.213,True,,False,,False,27.52,True,21.96,True,70.49,True,48.7,True,67.7,True,,False,,False,48.78,True,5.41,True,,False,,False,6.0,True,0.792,True,12.0,20.0,12.0,0.0,2.0,46.0,0.57,Cash covers debt,Very high PE,2.0,48.0,General low-debt support
KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,Lodging,Consumer Discretionary,675.98,True,15.8029,True,,False,2.8246,True,70.111,True,,False,,False,18.73,True,11.26,True,62.14,True,9.5,True,124.6,True,,False,,False,48.39,True,233.19,True,,False,,False,,False,0.442,True,8.0,15.0,4.0,0.0,10.0,37.0,0.5,,,2.0,39.0,General low-debt support
BODALCHEM,Bodal Chemicals Limited,Basic Materials,Specialty Chemicals,Chemicals,2408.43,True,35.0881,True,26.9338,True,2.077,True,70.251,True,,False,,False,7.45,True,3.03,True,42.71,True,56.1,True,217.1,True,,False,,False,21.29,True,813.19,True,,False,,False,,False,0.373,True,0.0,20.0,4.0,0.0,9.0,33.0,0.5,,,2.0,35.0,General low-debt support
RSL,Rajputana Stainless Limited,Basic Materials,Steel,Metals / Mining,1514.33,True,25.7767,True,,False,3.4763,True,18.946,True,,False,,False,8.7,True,5.44,True,19.43,True,32.4,True,49.4,True,,False,,False,133.97,True,68.83,True,,False,,False,28.0,True,,False,0.0,20.0,12.0,0.0,8.0,40.0,0.57,Cash covers debt,,2.0,42.0,General low-debt support
CLEAN,Clean Science and Technology Limited,Basic Materials,Specialty Chemicals,Chemicals,9054.34,True,38.9173,True,26.75,True,5.7197,True,0.135,True,,False,,False,28.08,True,23.72,True,61.48,True,10.5,True,4.7,True,,False,,False,375.37,True,2.14,True,,False,,False,70.0,True,0.27,True,12.0,7.0,12.0,0.0,9.0,40.0,0.57,Cash covers debt,,2.0,42.0,General low-debt support
FINEORG,Fine Organic Industries Limited,Basic Materials,Specialty Chemicals,Chemicals,15940.12,True,36.3643,True,33.2928,True,5.9824,True,3.464,True,,False,,False,23.36,True,17.73,True,40.52,True,18.0,True,18.0,True,,False,,False,1450.54,True,92.31,True,,False,,False,21.0,True,0.228,True,10.0,16.0,12.0,0.0,9.0,47.0,0.57,Cash covers debt,,2.0,49.0,General low-debt support
UEL,Ujaas Energy Limited,Technology,Solar,IT / Technology,2717.71,True,2037.2999,True,,False,30.6499,True,27.068,True,,False,,False,-96.03,True,23.07,True,62.68,True,14.5,True,286.3,True,,False,,False,17.44,True,24.0,True,,False,,False,,False,0.589,True,6.0,15.0,7.0,0.0,0.0,28.0,0.5,,Very high PE,0.0,28.0,
GHCLTEXTIL,GHCL Textiles Limited,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,1190.14,True,12.3644,True,,False,0.7921,True,8.933,True,,False,,False,13.16,True,6.59,True,26.86,True,52.7,True,192.2,True,,False,,False,13.63,True,134.22,True,,False,,False,48.0,True,0.689,True,6.0,20.0,9.0,0.0,12.0,47.0,0.57,,,2.0,49.0,General low-debt support
PAISALO,Paisalo Digital Limited,Financial Services,Credit Services,Financial Services,8182.55,True,32.3141,True,23.5553,True,4.5073,True,243.153,True,,False,,False,63.74,True,45.76,True,100.0,True,20.7,True,28.8,True,,False,,False,150.01,True,4359.67,True,,False,,False,11.0,True,0.355,True,12.0,18.0,0.0,0.0,11.0,41.0,0.57,,Very high debt,6.0,47.0,High leverage is structural for this sector
VOLTAMP,Voltamp Transformers Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,11006.41,True,34.7217,True,27.341,True,6.1424,True,0.03,True,,False,,False,14.11,True,13.92,True,25.35,True,28.4,True,14.7,True,,False,,False,101.4,True,0.54,True,,False,,False,92.0,True,0.009,True,8.0,15.0,12.0,0.0,9.0,44.0,0.57,Cash covers debt,,5.0,49.0,Strong order-book-driven revenue growth
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Specialty Chemicals,Chemicals,10059.59,True,138.8461,True,19.7782,True,2.8789,True,64.172,True,,False,,False,6.17,True,0.73,True,47.99,True,5.4,True,105.0,True,,False,,False,1364.3,True,2473.2,True,,False,,False,40.0,True,0.502,True,0.0,12.0,4.0,0.0,9.0,25.0,0.57,,Very high PE,2.0,27.0,General low-debt support
NRAIL,N R Agarwal Industries Limited,Basic Materials,Paper & Paper Products,General,1064.03,True,17.1241,True,,False,1.3049,True,100.63,True,,False,,False,8.72,True,2.66,True,21.52,True,43.1,True,111.4,True,,False,,False,16.13,True,820.53,True,,False,,False,32.0,True,-0.078,True,0.0,20.0,2.0,0.0,12.0,34.0,0.57,,,0.0,34.0,
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,IT / Technology,84614.73,True,44.2484,True,30.6166,True,10.0643,True,6.94,True,25.2,True,14.81,True,15.96,True,12.24,True,31.68,True,29.1,True,12.1,True,2.711,True,2.074,True,1952.19,True,584.13,True,842.49,True,1464.72,True,66.0,True,0.079,True,21.0,15.0,20.0,17.0,7.0,80.0,1.0,"Strong ROE, Cash covers debt",,5.0,85.0,Strong ROE for an asset-light business
JUNIPER,Juniper Hotels Limited,Consumer Cyclical,Lodging,Consumer Discretionary,4991.4,True,30.1114,True,15.6874,True,1.7401,True,41.603,True,,False,,False,24.1,True,15.41,True,70.54,True,13.0,True,272.5,True,,False,,False,92.16,True,1193.36,True,,False,,False,,False,0.34,True,10.0,15.0,7.0,0.0,11.0,43.0,0.5,,,2.0,45.0,General low-debt support
RML,Rane (Madras) Limited,Consumer Cyclical,Auto Parts,Automobile,3660.54,True,30.8669,True,,False,4.8771,True,100.193,True,,False,,False,4.56,True,2.96,True,38.41,True,18.3,True,62.5,True,,False,,False,46.18,True,752.01,True,,False,,False,1.21,True,0.475,True,0.0,18.0,2.0,0.0,7.0,27.0,0.57,,,0.0,27.0,
PODDARMENT,Poddar Pigments Limited,Basic Materials,Specialty Chemicals,Chemicals,301.48,True,19.8014,True,,False,0.86,True,1.743,True,,False,,False,2.77,True,4.08,True,31.91,True,-1.2,True,11.4,True,,False,,False,25.66,True,6.11,True,,False,,False,1.41,True,0.227,True,0.0,5.0,12.0,0.0,11.0,28.0,0.57,Cash covers debt,Revenue contraction,2.0,30.0,General low-debt support
JSL,Jindal Stainless Limited,Basic Materials,Steel,Metals / Mining,61874.51,True,19.0839,True,14.4678,True,13.7469,True,37.523,True,,False,,False,9.1,True,7.38,True,21.99,True,10.5,True,7.6,True,,False,,False,2935.15,True,7460.33,True,,False,,False,53.0,True,0.539,True,3.0,7.0,7.0,0.0,11.0,28.0,0.57,,,2.0,30.0,General low-debt support
OAL,Oriental Aromatics Limited,Basic Materials,Specialty Chemicals,Chemicals,1730.3,True,323.3648,True,,False,2.6038,True,60.585,True,,False,,False,4.65,True,0.5,True,20.35,True,15.2,True,400.0,True,,False,,False,13.13,True,402.61,True,,False,,False,10.0,True,0.731,True,0.0,18.0,4.0,0.0,6.0,28.0,0.57,,Very high PE,2.0,30.0,General low-debt support
ARIS,Arisinfra Solutions Limited,Industrials,Engineering & Construction,Capital Goods / Infra,1090.56,True,15.9677,True,,False,1.4748,True,9.356,True,,False,,False,9.85,True,5.78,True,16.93,True,37.1,True,279.6,True,,False,,False,120.39,True,70.27,True,,False,,False,,False,,False,0.0,20.0,12.0,0.0,10.0,42.0,0.5,Cash covers debt,,5.0,47.0,Strong order-book-driven revenue growth
SAHYADRI,Sahyadri Industries Limited,Industrials,Building Products & Equipment,Capital Goods / Infra,399.92,True,8.9371,True,,False,0.9848,True,4.085,True,,False,,False,12.9,True,6.19,True,42.7,True,20.5,True,146.1,True,,False,,False,46.07,True,16.59,True,,False,,False,1.09,True,0.51,True,6.0,18.0,12.0,0.0,11.0,47.0,0.57,Cash covers debt,,5.0,52.0,Strong order-book-driven revenue growth
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,Consumer Discretionary,106000.03,True,48.5586,True,39.1879,True,7.9911,True,18.987,True,,False,,False,24.4,True,20.87,True,63.01,True,15.1,True,20.7,True,,False,,False,4331.05,True,2836.55,True,,False,,False,44.0,True,-0.162,True,11.0,16.0,12.0,0.0,7.0,46.0,0.57,Cash covers debt,,2.0,48.0,General low-debt support
ICIL,Indo Count Industries Limited,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,8859.96,True,58.8618,True,18.8358,True,3.7617,True,56.992,True,,False,,False,8.12,True,3.44,True,54.43,True,25.9,True,67.0,True,,False,,False,303.64,True,1342.33,True,,False,,False,34.0,True,0.358,True,0.0,20.0,4.0,0.0,9.0,33.0,0.57,,,2.0,35.0,General low-debt support
AYE,Aye Finance Limited,Financial Services,Credit Services,Financial Services,4583.35,True,19.1267,True,9.8265,True,1.6194,True,199.987,True,,False,,False,34.99,True,22.21,True,100.0,True,36.7,True,91.1,True,,False,,False,1089.04,True,5065.1,True,,False,,False,,False,,False,12.0,20.0,0.0,0.0,13.0,45.0,0.5,,,0.0,45.0,
PRICOLLTD,Pricol Limited,Consumer Cyclical,Auto Parts,Automobile,9354.4,True,34.9658,True,23.3958,True,7.4544,True,30.215,True,,False,,False,8.37,True,6.3,True,29.56,True,23.5,True,34.5,True,,False,,False,125.62,True,379.16,True,,False,,False,52.0,True,-0.133,True,3.0,18.0,7.0,0.0,9.0,37.0,0.57,,,2.0,39.0,General low-debt support
AGI,AGI Greenpac Limited,Consumer Cyclical,Packaging & Containers,Consumer Discretionary,4820.28,True,13.3164,True,7.7287,True,2.0027,True,10.126,True,,False,,False,16.58,True,13.11,True,51.46,True,14.2,True,11.9,True,,False,,False,169.79,True,243.76,True,,False,,False,94.0,True,-0.174,True,8.0,10.0,9.0,0.0,15.0,42.0,0.57,,,2.0,44.0,General low-debt support
KPIL,Kalpataru Projects International Limited,Industrials,Engineering & Construction,Capital Goods / Infra,24685.17,True,21.7401,True,15.7484,True,3.1743,True,45.814,True,,False,,False,6.64,True,4.15,True,27.78,True,3.8,True,45.2,True,,False,,False,1988.15,True,3542.62,True,,False,,False,76.0,True,0.46,True,0.0,12.0,7.0,0.0,11.0,30.0,0.57,,,0.0,30.0,
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals,Chemicals,4953.55,True,39.1736,True,23.4526,True,2.4879,True,27.344,True,,False,,False,9.56,True,4.03,True,25.51,True,39.7,True,221.1,True,,False,,False,94.33,True,543.02,True,,False,,False,17.0,True,0.284,True,0.0,20.0,7.0,0.0,11.0,38.0,0.57,,,2.0,40.0,General low-debt support
PNB,Punjab National Bank,Financial Services,Banks - Regional,Banking,134777.73,True,6.1015,True,6.8375,True,0.8619,True,,False,14.97,True,1.13,True,47.98,True,38.15,True,0.0,True,-6.4,True,175.0,True,,False,,False,163205.41,True,104482.81,True,,False,,False,2.56,True,0.5,True,16.0,10.0,3.0,0.0,12.0,41.0,0.64,Cash covers debt,Revenue contraction,0.0,41.0,
GPPL,Gujarat Pipavav Port Limited,Industrials,Marine Shipping,Capital Goods / Infra,7754.94,True,13.8711,True,13.8551,True,3.292,True,1.544,True,,False,,False,55.03,True,45.06,True,75.92,True,32.5,True,41.7,True,,False,,False,675.92,True,36.87,True,,False,,False,6.24,True,0.461,True,12.0,20.0,12.0,0.0,13.0,57.0,0.57,Cash covers debt,,5.0,62.0,Strong order-book-driven revenue growth
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Luxury Goods,Consumer Discretionary,4027.53,True,18.8315,True,203.2155,True,4.8038,True,105.734,True,,False,,False,7.58,True,6.25,True,17.59,True,34.8,True,61.8,True,,False,,False,101.83,True,886.21,True,,False,,False,41.0,True,0.444,True,3.0,20.0,2.0,0.0,10.0,35.0,0.57,,,0.0,35.0,
CARBORUNIV,Carborundum Universal Limited,Industrials,Conglomerates,Capital Goods / Infra,21420.43,True,102.0327,True,37.24,True,5.4923,True,10.292,True,,False,,False,6.75,True,3.85,True,56.52,True,19.4,True,23.5,True,,False,,False,699.98,True,412.53,True,,False,,False,36.0,True,0.346,True,0.0,16.0,12.0,0.0,7.0,35.0,0.57,Cash covers debt,Very high PE,5.0,40.0,Strong order-book-driven revenue growth
RISHABH,Rishabh Instruments Limited,Technology,Scientific & Technical Instruments,IT / Technology,2959.16,True,36.6236,True,22.2945,True,3.9564,True,10.752,True,,False,,False,12.03,True,10.33,True,60.91,True,4.2,True,-4.5,True,,False,,False,201.83,True,80.54,True,,False,,False,26.0,True,1.049,True,6.0,2.0,12.0,0.0,9.0,29.0,0.57,Cash covers debt,Earnings contraction,0.0,29.0,
BIL,Bhartiya International Ltd.,Consumer Cyclical,Footwear & Accessories,Consumer Discretionary,1395.82,True,54.3525,True,62.1774,True,2.8275,True,111.216,True,,False,,False,9.02,True,1.77,True,40.69,True,33.2,True,213.0,True,,False,,False,102.73,True,541.97,True,,False,,False,,False,0.178,True,0.0,20.0,2.0,0.0,6.0,28.0,0.5,,,0.0,28.0,
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,3481.14,True,16.42,True,11.8112,True,2.3678,True,76.458,True,,False,,False,13.48,True,6.43,True,29.31,True,10.3,True,83.7,True,,False,,False,8.64,True,1124.5,True,,False,,False,48.0,True,0.372,True,6.0,15.0,4.0,0.0,15.0,40.0,0.57,,,0.0,40.0,
CORONA,CORONA Remedies Limited,Healthcare,Drug Manufacturers - General,Pharma / Healthcare,,False,67.5606,True,41.9887,True,18.0304,True,22.072,True,,False,,False,18.91,True,13.46,True,80.82,True,21.9,True,30.2,True,,False,,False,28.83,True,164.85,True,,False,,False,45.0,True,,False,10.0,18.0,7.0,0.0,5.0,40.0,0.57,,,2.0,42.0,General low-debt support
PCBL,PCBL Chemical Limited,Basic Materials,Specialty Chemicals,Chemicals,13247.89,True,51.0152,True,21.5833,True,3.3068,True,124.132,True,,False,,False,11.82,True,3.03,True,30.0,True,17.0,True,58.9,True,,False,,False,281.34,True,4989.06,True,,False,,False,1.34,True,0.581,True,3.0,18.0,2.0,0.0,8.0,31.0,0.57,,,0.0,31.0,
EXPLEOSOL,Expleo Solutions Limited,Technology,Information Technology Services,IT / Technology,1368.76,True,9.9408,True,7.5458,True,1.7632,True,1.011,True,,False,,False,13.2,True,12.08,True,35.38,True,12.3,True,67.3,True,,False,,False,354.8,True,7.85,True,,False,,False,12.47,True,0.444,True,8.0,15.0,12.0,0.0,15.0,50.0,0.57,Cash covers debt,,0.0,50.0,
UFLEX,Uflex Limited,Consumer Cyclical,Packaging & Containers,Consumer Discretionary,4761.99,True,6.9783,True,11.68,True,0.5869,True,124.991,True,,False,,False,12.99,True,4.14,True,41.01,True,35.5,True,6.3,True,,False,,False,1029.69,True,10152.31,True,,False,,False,45.0,True,0.671,True,3.0,12.0,2.0,0.0,12.0,29.0,0.57,,,0.0,29.0,
SINCLAIR,Sinclairs Hotels Limited,Consumer Cyclical,Lodging,Consumer Discretionary,419.97,True,39.0143,True,,False,3.6336,True,28.381,True,,False,,False,31.75,True,16.92,True,64.06,True,28.4,True,27.3,True,,False,,False,64.39,True,34.39,True,,False,,False,98.0,True,-0.288,True,11.0,20.0,10.0,0.0,6.0,47.0,0.57,Cash covers debt,,2.0,49.0,General low-debt support
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,Automobile,74145.46,True,61.7308,True,40.5701,True,11.8692,True,37.74,True,,False,,False,7.11,True,5.8,True,34.04,True,23.8,True,1.2,True,,False,,False,360.74,True,2740.12,True,,False,,False,21.0,True,0.297,True,0.0,8.0,7.0,0.0,5.0,20.0,0.57,,,2.0,22.0,General low-debt support
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,Cement / Realty,114381.08,True,27.7772,True,23.325,True,4.9105,True,42.238,True,,False,,False,37.09,True,22.69,True,43.66,True,43.1,True,103.3,True,,False,,False,5992.8,True,9896.0,True,,False,,False,37.0,True,0.611,True,12.0,20.0,7.0,0.0,11.0,50.0,0.57,,,2.0,52.0,General low-debt support
PVRINOX,PVR INOX Limited,Communication Services,Entertainment,Telecom,13008.55,True,46.5133,True,22.6067,True,1.765,True,91.874,True,,False,,False,13.19,True,6.52,True,66.96,True,10.4,True,,False,,False,,False,591.6,True,6779.1,True,,False,,False,,False,0.327,True,6.0,5.0,4.0,0.0,9.0,24.0,0.43,,,0.0,24.0,
SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Luxury Goods,Consumer Discretionary,12137.47,True,35.966,True,21.1983,True,10.1304,True,72.072,True,,False,,False,7.56,True,4.67,True,8.76,True,77.9,True,124.2,True,,False,,False,798.06,True,869.11,True,,False,,False,,False,0.122,True,0.0,20.0,4.0,0.0,5.0,29.0,0.5,,,2.0,31.0,General low-debt support
MANAKSIA,Manaksia Limited,Industrials,Metal Fabrication,Metals / Mining,421.12,True,6.7007,True,,False,0.5822,True,4.069,True,,False,,False,6.77,True,7.54,True,20.96,True,28.5,True,69.9,True,,False,,False,415.07,True,30.37,True,,False,,False,,False,0.736,True,3.0,20.0,12.0,0.0,10.0,45.0,0.5,Cash covers debt,,2.0,47.0,General low-debt support
MARINE,Marine Electricals (India) Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,5306.69,True,81.9006,True,,False,10.6907,True,17.661,True,,False,,False,9.1,True,6.61,True,28.82,True,55.2,True,48.2,True,,False,,False,148.09,True,88.6,True,,False,,False,8.0,True,1.118,True,3.0,20.0,12.0,0.0,2.0,37.0,0.57,Cash covers debt,Very high PE,5.0,42.0,Strong order-book-driven revenue growth
VRLLOG,VRL Logistics Limited,Industrials,Trucking,Capital Goods / Infra,5136.15,True,19.2272,True,15.617,True,4.4958,True,101.023,True,,False,,False,14.14,True,7.94,True,23.21,True,18.1,True,60.8,True,,False,,False,16.42,True,1154.13,True,,False,,False,3.41,True,0.042,True,6.0,18.0,2.0,0.0,13.0,39.0,0.57,,,5.0,44.0,Strong order-book-driven revenue growth
NILKAMAL,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,2826.02,True,22.5724,True,16.1601,True,1.7856,True,26.499,True,,False,,False,4.41,True,3.36,True,43.4,True,-7.2,True,59.5,True,,False,,False,105.34,True,418.39,True,,False,,False,1.06,True,0.319,True,0.0,10.0,7.0,0.0,12.0,29.0,0.57,,Revenue contraction,2.0,31.0,General low-debt support
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,Banking,410340.82,True,20.2008,True,17.5603,True,2.264,True,,False,,False,,False,34.76,True,28.47,True,0.0,True,21.0,True,22.5,True,,False,,False,72932.22,True,111529.13,True,,False,,False,16.0,True,0.285,True,12.0,16.0,0.0,0.0,13.0,41.0,0.5,,,0.0,41.0,
OIL,Oil India Limited,Energy,Oil & Gas Integrated,Energy / Utilities,77377.73,True,9.2585,True,7.2215,True,1.3339,True,58.741,True,,False,,False,40.75,True,21.68,True,56.89,True,57.7,True,91.4,True,,False,,False,6045.41,True,37477.98,True,,False,,False,2.73,True,0.256,True,12.0,20.0,4.0,0.0,15.0,51.0,0.57,,,2.0,53.0,General low-debt support
AEROFLEX,Aeroflex Industries Limited,Industrials,Metal Fabrication,Metals / Mining,6760.78,True,99.0116,True,51.6061,True,15.1154,True,1.988,True,,False,,False,17.64,True,13.35,True,43.49,True,72.4,True,158.2,True,,False,,False,69.65,True,8.89,True,,False,,False,8.0,True,0.845,True,8.0,20.0,12.0,0.0,5.0,45.0,0.57,Cash covers debt,Very high PE,2.0,47.0,General low-debt support
LOKESHMACH,Lokesh Machines Limited,Industrials,Specialty Industrial Machinery,Capital Goods / Infra,751.55,True,156.0181,True,,False,3.012,True,74.215,True,,False,,False,10.36,True,2.05,True,38.94,True,15.4,True,113.0,True,,False,,False,0.22,True,169.43,True,,False,,False,,False,0.298,True,3.0,18.0,4.0,0.0,2.0,27.0,0.5,,Very high PE,5.0,32.0,Strong order-book-driven revenue growth
RACLGEAR,RACL Geartech Limited,Consumer Cyclical,Auto Parts,Automobile,2079.43,True,41.326,True,,False,5.817,True,66.889,True,,False,,False,17.18,True,9.51,True,72.09,True,31.5,True,7.7,True,,False,,False,13.95,True,235.69,True,,False,,False,17.0,True,0.369,True,6.0,12.0,4.0,0.0,6.0,28.0,0.57,,,2.0,30.0,General low-debt support
PARADEEP,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,General,16161.45,True,15.0795,True,13.5913,True,2.38,True,101.822,True,,False,,False,10.04,True,4.58,True,25.26,True,63.1,True,20.8,True,,False,,False,409.22,True,6906.28,True,,False,,False,96.0,True,-0.086,True,3.0,18.0,2.0,0.0,15.0,38.0,0.57,,,0.0,38.0,
PRABHA,Prabha Energy Limited,Energy,Oil & Gas E&P,Energy / Utilities,3636.98,True,2588.9998,True,,False,5.1215,True,37.627,True,,False,,False,18.09,True,16.45,True,30.83,True,49.3,True,,False,,False,,False,6.25,True,163.48,True,,False,,False,,False,,False,10.0,10.0,7.0,0.0,2.0,29.0,0.43,,Very high PE,2.0,31.0,General low-debt support
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Auto Parts,Automobile,25807.97,True,42.1917,True,29.4886,True,6.0369,True,14.532,True,,False,,False,12.1,True,9.26,True,57.84,True,20.4,True,13.5,True,,False,,False,124.05,True,624.57,True,,False,,False,69.0,True,0.21,True,6.0,13.0,9.0,0.0,7.0,35.0,0.57,,,2.0,37.0,General low-debt support
VAISHALI,Vaishali Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,114.68,True,inf,True,,False,1.6591,True,27.331,True,,False,,False,5.89,True,4.11,True,12.4,True,-3.6,True,18.5,True,,False,,False,1.43,True,18.89,True,,False,,False,,False,0.368,True,0.0,8.0,7.0,0.0,4.0,19.0,0.5,,"Revenue contraction, Very high PE",2.0,21.0,General low-debt support
TSFINV,TSF Investments Limited,Financial Services,Asset Management,Financial Services,10055.82,True,20.787,True,,False,1.6775,True,3.85,True,,False,,False,22.0,True,44.55,True,37.52,True,70.9,True,-22.3,True,,False,,False,1496.6,True,234.61,True,,False,,False,2.79,True,0.471,True,11.0,10.0,12.0,0.0,10.0,43.0,0.57,Cash covers debt,Earnings contraction,0.0,43.0,
