symbol,company_name,sector_yf,industry_yf,sector_bucket,market_cap_cr,market_cap_cr_known,trailing_pe,trailing_pe_known,forward_pe,forward_pe_known,price_to_book,price_to_book_known,debt_to_equity,debt_to_equity_known,roe,roe_known,roa,roa_known,operating_margin,operating_margin_known,net_profit_margin,net_profit_margin_known,gross_margin,gross_margin_known,revenue_growth,revenue_growth_known,earnings_growth,earnings_growth_known,current_ratio,current_ratio_known,quick_ratio,quick_ratio_known,total_cash_cr,total_cash_cr_known,total_debt_cr,total_debt_cr_known,free_cashflow_cr,free_cashflow_cr_known,operating_cashflow_cr,operating_cashflow_cr_known,dividend_yield,dividend_yield_known,beta,beta_known,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,IT / Technology,103594.09,True,30.395,True,26.2402,True,14.9526,True,0.567,True,49.9,True,30.94,True,59.57,True,38.15,True,58.6,True,68.7,True,120.2,True,4.413,True,3.946,True,4773.4,True,39.3,True,3088.42,True,3601.2,True,5.59,True,0.506,True,25.0,20.0,20.0,17.0,9.0,91.0,1.0,"Strong ROE, Cash covers debt",,10.0,100.0,"Strong ROE for an asset-light business, Strong operating margin"
CRISIL,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,Financial Services,33475.26,True,37.8775,True,30.4113,True,10.2326,True,10.23,True,29.05,True,14.87,True,24.68,True,21.43,True,47.0,True,27.6,True,26.2,True,1.868,True,1.402,True,916.31,True,334.66,True,507.05,True,865.11,True,87.0,True,0.181,True,24.0,20.0,18.0,17.0,7.0,86.0,1.0,"Strong ROE, Cash covers debt",,2.0,88.0,"Strong ROE for a leveraged-balance-sheet business, Expensive relative to book value for this sector"
CASTROLIND,Castrol India Limited,Energy,Oil & Gas Refining & Marketing,Energy / Utilities,19499.56,True,18.3899,True,16.68,True,10.2304,True,2.784,True,57.0,True,24.88,True,24.78,True,17.07,True,49.34,True,25.0,True,42.1,True,1.511,True,0.852,True,862.88,True,53.15,True,704.97,True,985.46,True,6.34,True,0.311,True,23.0,20.0,16.0,17.0,11.0,87.0,1.0,"Strong ROE, Cash covers debt",,4.0,91.0,"General quality ROE, General low-debt support"
ALIVUS,Alivus Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,17566.14,True,29.1524,True,22.7788,True,5.2794,True,1.704,True,,False,,False,29.84,True,23.28,True,59.42,True,6.4,True,31.7,True,,False,,False,782.51,True,56.77,True,,False,,False,35.0,True,0.078,True,12.0,12.0,12.0,0.0,11.0,47.0,0.57,Cash covers debt,,2.0,49.0,General low-debt support
IPCALAB,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,50984.4,True,38.908,True,28.5827,True,6.3226,True,8.492,True,,False,,False,20.04,True,12.93,True,67.73,True,20.8,True,72.4,True,,False,,False,1195.58,True,808.76,True,,False,,False,30.0,True,0.055,True,10.0,18.0,12.0,0.0,7.0,47.0,0.57,Cash covers debt,,2.0,49.0,General low-debt support
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,248876.79,True,84.7419,True,62.3031,True,14.8486,True,0.042,True,,False,,False,36.66,True,26.05,True,61.24,True,27.8,True,65.7,True,,False,,False,3233.0,True,7.0,True,,False,,False,32.0,True,0.245,True,12.0,20.0,12.0,0.0,5.0,49.0,0.57,Cash covers debt,Very high PE,2.0,51.0,General low-debt support
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,5963.01,True,35.4537,True,19.5337,True,3.3154,True,7.529,True,,False,,False,10.86,True,6.66,True,35.39,True,37.1,True,89.7,True,,False,,False,200.3,True,135.42,True,,False,,False,49.0,True,0.528,True,6.0,20.0,12.0,0.0,9.0,47.0,0.57,Cash covers debt,,2.0,49.0,General low-debt support
MACPOWER,Macpower CNC Machines Limited,Industrials,Specialty Industrial Machinery,Capital Goods / Infra,2105.38,True,54.0586,True,,False,12.0154,True,0.389,True,,False,,False,13.94,True,10.59,True,38.58,True,56.1,True,110.5,True,,False,,False,6.62,True,0.68,True,,False,,False,7.0,True,-0.42,True,6.0,20.0,12.0,0.0,4.0,42.0,0.57,Cash covers debt,,5.0,47.0,Strong order-book-driven revenue growth
SHAREINDIA,Share India Securities Limited,Financial Services,Capital Markets,Financial Services,4992.5,True,13.7772,True,,False,1.9185,True,27.925,True,,False,,False,40.55,True,25.61,True,65.51,True,32.9,True,47.0,True,,False,,False,3441.49,True,741.37,True,,False,,False,88.0,True,-0.132,True,12.0,20.0,10.0,0.0,12.0,54.0,0.57,Cash covers debt,,0.0,54.0,
ANTELOPUS,Antelopus Selan Energy Limited,Energy,Oil & Gas E&P,Energy / Utilities,3884.91,True,29.4156,True,,False,5.927,True,0.542,True,14.7,True,9.3,True,47.98,True,32.13,True,82.16,True,65.3,True,158.9,True,2.755,True,2.04,True,68.79,True,3.55,True,-116.81,True,120.6,True,,False,,False,20.0,20.0,20.0,9.0,6.0,75.0,0.93,Cash covers debt,Negative free cash flow,2.0,77.0,General low-debt support
RPGLIFE,RPG Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,4634.89,True,38.7607,True,29.7495,True,7.6566,True,3.304,True,,False,,False,19.11,True,16.29,True,63.81,True,15.8,True,17.0,True,,False,,False,274.37,True,20.0,True,,False,,False,86.0,True,-0.217,True,10.0,16.0,12.0,0.0,7.0,45.0,0.57,Cash covers debt,,2.0,47.0,General low-debt support
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals,Chemicals,44073.67,True,55.5556,True,42.7064,True,11.076,True,32.091,True,,False,,False,30.18,True,21.73,True,56.75,True,44.1,True,100.9,True,,False,,False,1303.05,True,1275.48,True,,False,,False,18.0,True,0.259,True,12.0,20.0,10.0,0.0,7.0,49.0,0.57,Cash covers debt,,2.0,51.0,General low-debt support
FCL,Fineotex Chemical Limited,Basic Materials,Specialty Chemicals,Chemicals,6639.98,True,219.3077,True,27.1524,True,5.3747,True,0.872,True,,False,,False,14.54,True,12.09,True,33.83,True,174.8,True,88.1,True,,False,,False,73.23,True,8.2,True,,False,,False,23.0,True,0.673,True,8.0,20.0,12.0,0.0,7.0,47.0,0.57,Cash covers debt,Very high PE,2.0,49.0,General low-debt support
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,99770.53,True,27.1022,True,18.6283,True,2.6579,True,21.31,True,,False,,False,15.24,True,10.63,True,58.85,True,16.3,True,25.8,True,,False,,False,10584.92,True,8072.84,True,,False,,False,24.0,True,0.033,True,6.0,18.0,10.0,0.0,13.0,47.0,0.57,Cash covers debt,,2.0,49.0,General low-debt support
MOTISONS,Motisons Jewellers Limited,Consumer Cyclical,Luxury Goods,Consumer Discretionary,2081.64,True,26.9118,True,,False,3.8054,True,7.795,True,,False,,False,14.82,True,13.09,True,22.36,True,23.3,True,37.5,True,,False,,False,15.73,True,38.9,True,,False,,False,,False,0.534,True,8.0,18.0,9.0,0.0,6.0,41.0,0.5,,,2.0,43.0,General low-debt support
GRAPHITE,Graphite India Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,16232.78,True,76.3649,True,16.0076,True,2.7706,True,6.295,True,,False,,False,14.37,True,7.04,True,51.77,True,26.6,True,28.4,True,,False,,False,2913.33,True,368.67,True,,False,,False,84.0,True,0.972,True,6.0,20.0,12.0,0.0,9.0,47.0,0.57,Cash covers debt,,5.0,52.0,Strong order-book-driven revenue growth
WELCORP,Welspun Corp Limited,Basic Materials,Steel,Metals / Mining,70147.89,True,30.3942,True,24.5027,True,7.6643,True,25.042,True,,False,,False,13.91,True,13.35,True,38.4,True,14.9,True,198.3,True,,False,,False,3763.73,True,2355.45,True,,False,,False,19.0,True,0.532,True,8.0,15.0,10.0,0.0,9.0,42.0,0.57,Cash covers debt,,2.0,44.0,General low-debt support
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,20892.58,True,31.4449,True,24.8293,True,5.949,True,0.127,True,,False,,False,31.43,True,29.09,True,59.97,True,19.6,True,15.9,True,,False,,False,1006.75,True,4.61,True,,False,,False,29.0,True,0.368,True,12.0,16.0,12.0,0.0,11.0,51.0,0.57,Cash covers debt,,2.0,53.0,General low-debt support
GLAND,Gland Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,48874.56,True,43.29,True,30.7181,True,4.7113,True,2.738,True,,False,,False,21.0,True,16.78,True,59.16,True,19.6,True,46.9,True,,False,,False,3359.11,True,283.59,True,,False,,False,68.0,True,0.587,True,10.0,18.0,12.0,0.0,9.0,49.0,0.57,Cash covers debt,,2.0,51.0,General low-debt support
APARINDS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,78962.85,True,64.1036,True,50.1463,True,14.0455,True,17.716,True,,False,,False,10.8,True,4.84,True,21.59,True,29.1,True,77.4,True,,False,,False,776.19,True,955.51,True,,False,,False,32.0,True,0.178,True,3.0,20.0,9.0,0.0,5.0,37.0,0.57,,,5.0,42.0,Strong order-book-driven revenue growth
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,Auto Parts,Automobile,5093.28,True,34.4816,True,26.407,True,5.291,True,15.653,True,,False,,False,12.26,True,10.58,True,59.27,True,19.2,True,14.8,True,,False,,False,66.65,True,153.88,True,,False,,False,2.33,True,0.57,True,6.0,13.0,9.0,0.0,11.0,39.0,0.57,,,2.0,41.0,General low-debt support
FINCABLES,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,21582.8,True,26.9519,True,19.4113,True,3.5474,True,0.314,True,,False,,False,11.06,True,11.53,True,18.69,True,44.3,True,53.2,True,,False,,False,2069.4,True,19.14,True,,False,,False,64.0,True,0.619,True,6.0,20.0,12.0,0.0,11.0,49.0,0.57,Cash covers debt,,5.0,54.0,Strong order-book-driven revenue growth
TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,Specialty Chemicals,Chemicals,4140.86,True,80.6469,True,43.3165,True,5.2995,True,15.398,True,,False,,False,13.01,True,9.24,True,56.57,True,42.9,True,140.5,True,,False,,False,8.79,True,120.37,True,,False,,False,11.0,True,0.291,True,6.0,20.0,9.0,0.0,7.0,42.0,0.57,,Very high PE,2.0,44.0,General low-debt support
USHAMART,Usha Martin Limited,Basic Materials,Steel,Metals / Mining,15439.18,True,29.0659,True,22.2212,True,4.6758,True,6.922,True,,False,,False,16.89,True,13.21,True,49.86,True,16.4,True,40.8,True,,False,,False,476.75,True,228.57,True,,False,,False,74.0,True,0.271,True,8.0,18.0,12.0,0.0,11.0,49.0,0.57,Cash covers debt,,2.0,51.0,General low-debt support
QPOWER,Quality Power Electrical Equipments Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,11896.19,True,89.3081,True,37.742,True,21.9474,True,5.195,True,,False,,False,15.95,True,13.29,True,40.33,True,31.7,True,49.5,True,,False,,False,253.07,True,40.18,True,,False,,False,7.0,True,,False,8.0,20.0,12.0,0.0,5.0,45.0,0.57,Cash covers debt,Very high PE,5.0,50.0,Strong order-book-driven revenue growth
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Medical Care Facilities,Pharma / Healthcare,10979.58,True,60.9684,True,36.464,True,6.1686,True,14.614,True,,False,,False,16.16,True,13.2,True,62.23,True,52.3,True,11.9,True,,False,,False,263.36,True,264.09,True,,False,,False,9.0,True,1.004,True,8.0,15.0,9.0,0.0,5.0,37.0,0.57,,,2.0,39.0,General low-debt support
TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical,Auto Parts,Automobile,2942.58,True,26.3225,True,,False,3.9623,True,11.266,True,,False,,False,12.84,True,12.41,True,48.52,True,15.3,True,35.0,True,,False,,False,113.78,True,83.7,True,,False,,False,16.0,True,0.423,True,8.0,18.0,12.0,0.0,8.0,46.0,0.57,Cash covers debt,,2.0,48.0,General low-debt support
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,Chemicals,Chemicals,8653.34,True,8.3402,True,9.3938,True,0.9497,True,0.066,True,,False,,False,14.16,True,12.33,True,30.42,True,39.8,True,275.6,True,,False,,False,1804.0,True,6.0,True,,False,,False,3.57,True,0.208,True,8.0,20.0,12.0,0.0,12.0,52.0,0.57,Cash covers debt,,2.0,54.0,General low-debt support
AEGISVOPAK,Aegis Vopak Terminals Limited,Energy,Oil & Gas Equipment & Services,Energy / Utilities,34896.2,True,113.7004,True,41.6233,True,8.1332,True,84.438,True,,False,,False,53.03,True,32.13,True,98.74,True,42.5,True,30.4,True,,False,,False,302.35,True,3730.93,True,,False,,False,6.0,True,,False,12.0,20.0,4.0,0.0,5.0,41.0,0.57,,Very high PE,0.0,41.0,
APLLTD,Alembic Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,16624.33,True,23.9793,True,17.4475,True,2.9295,True,25.224,True,,False,,False,10.89,True,8.91,True,70.56,True,25.7,True,12.1,True,,False,,False,196.37,True,1429.94,True,,False,,False,1.42,True,0.306,True,6.0,15.0,7.0,0.0,12.0,40.0,0.57,,,2.0,42.0,General low-debt support
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,105577.0,True,96.1614,True,67.5143,True,19.9032,True,46.369,True,,False,,False,25.39,True,15.04,True,59.45,True,29.1,True,125.2,True,,False,,False,113.7,True,2518.48,True,,False,,False,12.0,True,0.361,True,11.0,20.0,7.0,0.0,5.0,43.0,0.57,,Very high PE,2.0,45.0,General low-debt support
EMUDHRA,eMudhra Limited,Technology,Software - Application,IT / Technology,5032.96,True,44.038,True,28.9363,True,5.5238,True,3.153,True,,False,,False,19.73,True,15.44,True,33.76,True,29.5,True,29.3,True,,False,,False,108.56,True,28.78,True,,False,,False,20.0,True,0.171,True,10.0,20.0,12.0,0.0,9.0,51.0,0.57,Cash covers debt,,5.0,56.0,Strong operating margin
SANSERA,Sansera Engineering Limited,Consumer Cyclical,Auto Parts,Automobile,26583.3,True,81.9684,True,46.9801,True,8.5863,True,19.023,True,,False,,False,13.14,True,9.28,True,58.57,True,33.3,True,38.3,True,,False,,False,398.95,True,591.15,True,,False,,False,9.0,True,0.779,True,6.0,20.0,9.0,0.0,5.0,40.0,0.57,,Very high PE,2.0,42.0,General low-debt support
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research,Pharma / Healthcare,16056.31,True,85.466,True,56.7492,True,16.7514,True,44.15,True,,False,,False,31.79,True,21.87,True,88.47,True,22.8,True,37.3,True,,False,,False,289.13,True,422.59,True,,False,,False,13.0,True,0.357,True,12.0,18.0,7.0,0.0,5.0,42.0,0.57,,Very high PE,2.0,44.0,General low-debt support
AKUMS,Akums Drugs and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,11998.61,True,41.1607,True,22.9616,True,3.6213,True,5.756,True,,False,,False,11.45,True,6.48,True,41.09,True,13.9,True,57.3,True,,False,,False,1680.6,True,191.74,True,,False,,False,13.0,True,0.581,True,6.0,15.0,12.0,0.0,9.0,42.0,0.57,Cash covers debt,,2.0,44.0,General low-debt support
SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,Steel,Metals / Mining,30615.92,True,27.1739,True,16.2869,True,2.7197,True,8.133,True,,False,,False,9.28,True,5.74,True,28.14,True,23.5,True,20.7,True,,False,,False,531.66,True,1005.07,True,,False,,False,41.0,True,0.512,True,0.0,16.0,9.0,0.0,13.0,38.0,0.57,,,2.0,40.0,General low-debt support
FOSECOIND,Foseco India Limited,Basic Materials,Chemicals,Chemicals,5057.97,True,51.8118,True,,False,5.0353,True,0.195,True,13.25,True,8.98,True,19.47,True,12.84,True,48.82,True,47.2,True,32.7,True,2.873,True,2.499,True,374.77,True,2.27,True,87.17,True,120.88,True,37.0,True,0.202,True,18.0,20.0,20.0,17.0,6.0,81.0,1.0,Cash covers debt,,2.0,83.0,General low-debt support
EMCURE,Emcure Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,38014.22,True,37.5947,True,25.8194,True,7.6737,True,30.567,True,,False,,False,15.44,True,10.44,True,59.43,True,22.8,True,41.9,True,,False,,False,147.52,True,1521.24,True,,False,,False,18.0,True,-0.068,True,6.0,18.0,7.0,0.0,7.0,38.0,0.57,,,2.0,40.0,General low-debt support
SAKAR,Sakar Healthcare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,2589.65,True,85.4928,True,28.846,True,8.0822,True,21.739,True,,False,,False,20.15,True,13.27,True,52.6,True,38.4,True,119.0,True,,False,,False,0.26,True,70.53,True,,False,,False,,False,0.441,True,10.0,20.0,7.0,0.0,3.0,40.0,0.5,,Very high PE,2.0,42.0,General low-debt support
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,1883.76,True,22.2667,True,,False,4.5024,True,0.355,True,,False,,False,19.65,True,17.18,True,43.56,True,7.4,True,23.8,True,,False,,False,112.86,True,1.47,True,,False,,False,50.0,True,0.801,True,10.0,10.0,12.0,0.0,8.0,40.0,0.57,Cash covers debt,,2.0,42.0,General low-debt support
CONFIPET,Confidence Petroleum India Limited,Energy,Oil & Gas Refining & Marketing,Energy / Utilities,3054.96,True,22.7037,True,,False,2.1619,True,49.394,True,,False,,False,4.21,True,2.24,True,13.91,True,116.6,True,204.9,True,,False,,False,223.38,True,761.3,True,,False,,False,11.0,True,0.585,True,0.0,20.0,7.0,0.0,10.0,37.0,0.57,,,2.0,39.0,General low-debt support
SHILPAMED,Shilpa Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,19970.86,True,67.1335,True,48.9443,True,7.7089,True,25.465,True,,False,,False,21.7,True,17.66,True,69.35,True,44.9,True,115.4,True,,False,,False,45.18,True,659.86,True,,False,,False,6.0,True,0.369,True,10.0,20.0,7.0,0.0,5.0,42.0,0.57,,,2.0,44.0,General low-debt support
DEEPINDS,Deep Industries Limited,Energy,Oil & Gas E&P,Energy / Utilities,4757.44,True,23.0425,True,12.1861,True,2.3835,True,9.61,True,,False,,False,33.08,True,21.28,True,54.28,True,39.8,True,45.2,True,,False,,False,156.21,True,202.98,True,,False,,False,34.0,True,-0.621,True,12.0,20.0,9.0,0.0,13.0,54.0,0.57,,,2.0,56.0,General low-debt support
PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,Luxury Goods,Consumer Discretionary,12404.72,True,14.4545,True,0.6205,True,1.1896,True,14.271,True,,False,,False,26.92,True,22.1,True,24.98,True,21.0,True,43.8,True,,False,,False,136.17,True,1166.56,True,,False,,False,,False,0.326,True,12.0,18.0,9.0,0.0,13.0,52.0,0.5,,,2.0,54.0,General low-debt support
UNIMECH,Unimech Aerospace and Manufacturing Limited,Industrials,Aerospace & Defense,Capital Goods / Infra,8100.03,True,112.3799,True,51.8339,True,10.9802,True,17.186,True,,False,,False,29.08,True,25.26,True,68.59,True,70.9,True,45.5,True,,False,,False,591.8,True,126.73,True,,False,,False,,False,,False,12.0,20.0,12.0,0.0,3.0,47.0,0.5,Cash covers debt,Very high PE,5.0,52.0,Strong order-book-driven revenue growth
GPTHEALTH,GPT Healthcare Limited,Healthcare,Medical Care Facilities,Pharma / Healthcare,1363.83,True,28.8059,True,16.621,True,5.062,True,33.842,True,,False,,False,13.71,True,9.61,True,59.8,True,17.8,True,64.9,True,,False,,False,47.2,True,91.18,True,,False,,False,1.8,True,0.311,True,6.0,18.0,7.0,0.0,10.0,41.0,0.57,,,2.0,43.0,General low-debt support
MANINDS,Man Industries (India) Limited,Basic Materials,Steel,Metals / Mining,6387.44,True,31.3531,True,11.3088,True,2.9647,True,30.097,True,,False,,False,10.79,True,5.27,True,40.09,True,41.9,True,95.2,True,,False,,False,727.98,True,627.98,True,,False,,False,,False,0.53,True,3.0,20.0,10.0,0.0,11.0,44.0,0.5,Cash covers debt,,2.0,46.0,General low-debt support
ACE,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,Capital Goods / Infra,14630.91,True,33.4476,True,26.0977,True,7.2739,True,0.393,True,,False,,False,13.84,True,12.8,True,32.23,True,20.5,True,22.3,True,,False,,False,637.46,True,7.9,True,,False,,False,16.0,True,0.387,True,8.0,16.0,12.0,0.0,9.0,45.0,0.57,Cash covers debt,,5.0,50.0,Strong order-book-driven revenue growth
LENSKART,Lenskart Solutions Limited,Healthcare,Medical Instruments & Supplies,Pharma / Healthcare,122488.87,True,185.1309,True,99.0483,True,14.0527,True,34.983,True,,False,,False,10.46,True,6.8,True,68.97,True,43.3,True,258.1,True,,False,,False,3674.03,True,3096.6,True,,False,,False,,False,,False,6.0,20.0,10.0,0.0,3.0,39.0,0.5,Cash covers debt,Very high PE,2.0,41.0,General low-debt support
ALMONDZ,Almondz Global Securities Limited,Financial Services,Capital Markets,Financial Services,323.91,True,9.6963,True,,False,1.2288,True,16.822,True,,False,,False,18.43,True,16.67,True,56.84,True,42.7,True,70.0,True,,False,,False,7.21,True,49.34,True,,False,,False,,False,0.435,True,10.0,20.0,9.0,0.0,10.0,49.0,0.5,,,0.0,49.0,
CPCAP,CP Capital Limited,Financial Services,Credit Services,Financial Services,264.23,True,5.8592,True,,False,0.4613,True,13.476,True,,False,,False,88.74,True,57.07,True,91.57,True,13.2,True,23.4,True,,False,,False,3.07,True,77.21,True,,False,,False,,False,-0.226,True,12.0,13.0,9.0,0.0,10.0,44.0,0.5,,,0.0,44.0,
AVALON,Avalon Technologies Limited,Technology,Electronic Components,IT / Technology,16972.72,True,126.5686,True,69.3861,True,23.4898,True,29.503,True,,False,,False,10.19,True,7.57,True,33.33,True,49.8,True,145.3,True,,False,,False,143.07,True,212.92,True,,False,,False,,False,0.868,True,6.0,20.0,7.0,0.0,3.0,36.0,0.5,,Very high PE,0.0,36.0,
IRISDOREME,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,1229.16,True,70.1957,True,,False,8.6199,True,24.205,True,,False,,False,13.15,True,8.76,True,40.96,True,26.3,True,50.0,True,,False,,False,1.07,True,34.31,True,,False,,False,,False,0.022,True,6.0,20.0,7.0,0.0,0.0,33.0,0.5,,,2.0,35.0,General low-debt support
CARTRADE,CarTrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships,Automobile,14530.5,True,64.0982,True,37.6646,True,5.7598,True,5.363,True,,False,,False,25.95,True,28.66,True,60.94,True,16.3,True,22.4,True,,False,,False,944.46,True,140.43,True,,False,,False,,False,0.017,True,12.0,16.0,12.0,0.0,5.0,45.0,0.5,Cash covers debt,,2.0,47.0,General low-debt support
KMEW,Knowledge Marine & Engineering Works Limited,Industrials,Marine Shipping,Capital Goods / Infra,7319.13,True,58.1423,True,28.856,True,12.3727,True,38.764,True,,False,,False,58.22,True,39.99,True,57.31,True,138.1,True,392.2,True,,False,,False,76.59,True,222.06,True,,False,,False,,False,-0.086,True,12.0,20.0,7.0,0.0,5.0,44.0,0.5,,,5.0,49.0,Strong order-book-driven revenue growth
SUDEEPPHRM,Sudeep Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,13045.57,True,71.4286,True,59.6899,True,14.7685,True,16.749,True,,False,,False,32.17,True,27.03,True,63.71,True,26.7,True,28.2,True,,False,,False,114.65,True,150.42,True,,False,,False,13.0,True,,False,12.0,20.0,9.0,0.0,5.0,46.0,0.57,,,2.0,48.0,General low-debt support
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,6624.76,True,47.2266,True,,False,5.4541,True,16.667,True,,False,,False,13.01,True,7.2,True,37.1,True,34.1,True,415.0,True,,False,,False,91.7,True,207.86,True,,False,,False,17.0,True,0.898,True,6.0,20.0,9.0,0.0,6.0,41.0,0.57,,,2.0,43.0,General low-debt support
ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,Asset Management,Financial Services,37017.24,True,80.6585,True,66.2428,True,37.0856,True,8.25,True,,False,,False,48.53,True,33.19,True,57.81,True,52.1,True,71.0,True,,False,,False,454.8,True,83.48,True,,False,,False,31.0,True,0.337,True,12.0,20.0,12.0,0.0,5.0,49.0,0.57,Cash covers debt,Very high PE,-4.0,45.0,Expensive relative to book value for this sector
VISAKAIND,Visaka Industries Limited,Industrials,Building Products & Equipment,Capital Goods / Infra,841.24,True,9.7849,True,,False,1.0174,True,36.591,True,,False,,False,12.65,True,4.87,True,47.72,True,16.7,True,1.2,True,,False,,False,24.42,True,302.56,True,,False,,False,2.26,True,0.26,True,3.0,8.0,7.0,0.0,12.0,30.0,0.57,,,5.0,35.0,Strong order-book-driven revenue growth
AUSOMENT,AuSom Enterprise Limited,Financial Services,Capital Markets,Financial Services,207.28,True,8.3553,True,,False,1.2843,True,5.493,True,,False,,False,1.02,True,0.56,True,1.08,True,489.1,True,36.0,True,,False,,False,1.98,True,8.85,True,,False,,False,66.0,True,0.452,True,0.0,20.0,9.0,0.0,12.0,41.0,0.57,,,0.0,41.0,
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management,Financial Services,14498.96,True,59.1686,True,41.752,True,16.4252,True,3.866,True,,False,,False,27.33,True,17.49,True,44.22,True,20.9,True,44.4,True,,False,,False,560.06,True,34.13,True,,False,,False,10.0,True,0.392,True,11.0,18.0,12.0,0.0,7.0,48.0,0.57,Cash covers debt,,-4.0,44.0,Expensive relative to book value for this sector
KROSS,Kross Limited,Consumer Cyclical,Auto Parts,Automobile,1543.0,True,26.6656,True,,False,3.1506,True,10.969,True,,False,,False,10.6,True,8.05,True,45.42,True,32.3,True,24.1,True,,False,,False,25.37,True,53.72,True,,False,,False,,False,0.901,True,6.0,18.0,9.0,0.0,6.0,39.0,0.5,,,2.0,41.0,General low-debt support
MANINFRA,Man Infraconstruction Limited,Industrials,Engineering & Construction,Capital Goods / Infra,4998.25,True,23.4403,True,,False,2.2377,True,2.766,True,,False,,False,31.33,True,33.54,True,51.65,True,19.4,True,21.2,True,,False,,False,683.58,True,63.98,True,,False,,False,1.29,True,0.467,True,12.0,16.0,12.0,0.0,9.0,49.0,0.57,Cash covers debt,,5.0,54.0,Strong order-book-driven revenue growth
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,Diagnostics & Research,Pharma / Healthcare,31729.74,True,58.4741,True,43.5727,True,12.6285,True,7.83,True,,False,,False,25.46,True,18.75,True,60.2,True,19.1,True,27.8,True,,False,,False,1330.75,True,198.99,True,,False,,False,1.05,True,0.188,True,12.0,18.0,12.0,0.0,6.0,48.0,0.57,Cash covers debt,,2.0,50.0,General low-debt support
SAMBHV,Sambhv Steel Tubes Limited,Basic Materials,Steel,Metals / Mining,4348.47,True,25.3993,True,,False,4.1254,True,35.435,True,,False,,False,11.29,True,6.37,True,28.46,True,31.1,True,36.2,True,,False,,False,161.96,True,373.34,True,,False,,False,,False,,False,6.0,20.0,7.0,0.0,6.0,39.0,0.5,,,2.0,41.0,General low-debt support
