symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,company_name,sector_yf,industry_yf,sector_bucket,market_cap_cr,market_cap_cr_known,trailing_pe,trailing_pe_known,forward_pe,forward_pe_known,price_to_book,price_to_book_known,debt_to_equity,debt_to_equity_known,roe,roe_known,roa,roa_known,operating_margin,operating_margin_known,net_profit_margin,net_profit_margin_known,gross_margin,gross_margin_known,revenue_growth,revenue_growth_known,earnings_growth,earnings_growth_known,current_ratio,current_ratio_known,quick_ratio,quick_ratio_known,total_cash_cr,total_cash_cr_known,total_debt_cr,total_debt_cr_known,free_cashflow_cr,free_cashflow_cr_known,operating_cashflow_cr,operating_cashflow_cr_known,dividend_yield,dividend_yield_known,beta,beta_known,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons,scan_time
INDOBORAX,Basic Materials,Chemicals,505.65,-1.8,206.58,542.8,144.78,6.84,61.67,431.2,295.74,625702.4,360346.0,0.58,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",17.73,53.65,126.48,-3.41,2.29,-4.12,21.14,51.36,130.6,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.18,Profit Booking Zone,70.77,226.16,488.17,115.85,100.0,80.0% of closes stayed inside the range | Range width 115.8% | Currently 100.0% through the range,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,Chemicals,1643.01,True,29.1572,True,,False,4.2501,True,0.37,True,13.93,True,7.44,True,26.24,True,23.33,True,46.44,True,25.2,True,42.0,True,20.848,True,14.245,True,211.31,True,1.43,True,17.88,True,87.15,True,1.94,True,0.856,True,18.0,20.0,20.0,17.0,7.0,82.0,1.0,Cash covers debt,,2.0,84.0,General low-debt support,37.56,0.0,,75.03,High Conviction,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 115.8% | Currently 100.0% through the range",2026-09-07 15:12 IST
ANTELOPUS,Energy,Oil & Gas E&P,983.9,2.79,357.0,1075.1,175.6,8.48,67.18,832.77,647.29,2042618.25,2566172.0,1.26,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move",24.21,14.45,70.14,-3.41,2.29,-4.12,27.62,12.16,74.26,95.0,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",25.0,Profit Booking Zone,81.89,593.92,871.98,46.82,100.0,80.0% of closes stayed inside the range | Range width 46.8% | Currently 100.0% through the range,Antelopus Selan Energy Limited,Energy,Oil & Gas E&P,Energy / Utilities,3336.91,True,25.2932,True,,False,5.0909,True,0.542,True,14.7,True,9.3,True,47.98,True,32.13,True,82.16,True,65.3,True,158.9,True,2.755,True,2.04,True,68.79,True,3.55,True,-116.81,True,120.6,True,,False,,False,20.0,20.0,20.0,9.0,6.0,75.0,0.93,Cash covers debt,Negative free cash flow,2.0,77.0,General low-debt support,44.13,4.0,Negative free cash flow,72.07,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move, Cash covers debt, Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 46.8% | Currently 100.0% through the range",2026-09-07 15:12 IST
CRISIL,Financial Services,Financial Data & Stock Exchanges,4787.6,-0.3,3669.91,5038.99,30.46,4.99,64.62,4395.94,4289.05,53330.85,24226.0,0.45,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",3.28,23.11,14.29,-3.41,2.29,-4.12,6.69,20.82,18.41,88.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",13.74,Profit Booking Zone,83.31,3878.42,4513.51,16.38,100.0,80.0% of closes stayed inside the range | Range width 16.4% | Currently 100.0% through the range,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,Financial Services,35029.28,True,39.5835,True,31.8231,True,10.7076,True,10.23,True,29.05,True,14.87,True,24.68,True,21.43,True,47.0,True,27.6,True,26.2,True,1.868,True,1.402,True,916.31,True,334.66,True,507.05,True,865.11,True,83.0,True,0.181,True,24.0,20.0,18.0,17.0,7.0,86.0,1.0,"Strong ROE, Cash covers debt",,2.0,88.0,"Strong ROE for a leveraged-balance-sheet business, Expensive relative to book value for this sector",38.68,3.0,Low volume participation,70.6,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong ROE, Cash covers debt, Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 16.4% | Currently 100.0% through the range",2026-09-07 15:12 IST
AEROENTER,Basic Materials,Steel,153.76,8.43,62.02,154.0,147.92,0.16,68.46,129.42,98.54,877952.6,2586399.0,2.95,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",21.32,49.95,111.24,-3.41,2.29,-4.12,24.73,47.66,115.36,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.18,Breakout Watch,79.28,78.74,140.35,78.23,100.0,80.0% of closes stayed inside the range | Range width 78.2% | Currently 100.0% through the range | Above upper band on elevated volume,Aeroflex Enterprises Limited,Basic Materials,Steel,Metals / Mining,1629.56,True,10.8108,True,,False,1.974,True,4.218,True,,False,,False,45.74,True,16.43,True,54.88,True,147.7,True,8.48,True,,False,,False,146.05,True,40.59,True,,False,,False,28.0,True,1.587,True,11.0,15.0,12.0,0.0,12.0,50.0,0.57,Cash covers debt,,2.0,52.0,General low-debt support,37.56,0.0,,70.08,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 78.2% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-07 15:12 IST
MSTCLTD,Industrials,Conglomerates,777.4,5.88,362.15,787.85,114.66,1.33,67.9,659.68,518.9,475226.9,888593.0,1.87,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",33.52,38.64,82.47,-3.41,2.29,-4.12,36.93,36.35,86.59,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.95,Breakout Watch,79.22,417.05,715.71,71.61,100.0,80.0% of closes stayed inside the range | Range width 71.6% | Currently 100.0% through the range | Above upper band on elevated volume,MSTC Limited,Industrials,Conglomerates,Capital Goods / Infra,5181.44,True,22.1287,True,,False,5.7317,True,16.041,True,,False,,False,58.12,True,60.63,True,100.0,True,21.7,True,37.6,True,,False,,False,1327.58,True,145.0,True,,False,,False,2.14,True,0.546,True,12.0,18.0,12.0,0.0,8.0,50.0,0.57,Cash covers debt,,5.0,55.0,Strong order-book-driven revenue growth,36.74,0.0,,69.76,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 71.6% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-07 15:12 IST
DIVISLAB,Healthcare,Drug Manufacturers - Specialty & Generic,9285.0,2.03,5613.35,9467.0,65.41,1.92,68.91,7968.49,6765.44,433657.3,470524.0,1.09,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move",11.87,40.08,47.29,-3.41,2.29,-4.12,15.28,37.79,51.41,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",9.4,Profit Booking Zone,82.59,6040.69,8588.9,42.18,100.0,80.0% of closes stayed inside the range | Range width 42.2% | Currently 100.0% through the range,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,241576.39,True,82.6446,True,60.4756,True,14.413,True,0.042,True,,False,,False,36.66,True,26.05,True,61.24,True,27.8,True,65.7,True,,False,,False,3233.0,True,7.0,True,,False,,False,33.0,True,0.245,True,12.0,20.0,12.0,0.0,5.0,49.0,0.57,Cash covers debt,Very high PE,2.0,51.0,General low-debt support,45.16,0.0,,68.37,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 42.2% | Currently 100.0% through the range",2026-09-07 15:12 IST
CARTRADE,Consumer Cyclical,Auto & Truck Dealerships,3171.4,5.71,1600.0,3290.5,98.21,3.62,66.71,2851.25,2377.73,420442.25,1183466.0,2.81,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",14.82,32.95,80.06,-3.41,2.29,-4.12,18.23,30.66,84.18,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.74,Breakout Watch,79.82,1696.77,2963.44,74.65,100.0,80.0% of closes stayed inside the range | Range width 74.7% | Currently 100.0% through the range | Above upper band on elevated volume,CarTrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships,Automobile,14563.31,True,64.5591,True,37.8297,True,5.7851,True,5.363,True,,False,,False,25.95,True,28.66,True,60.94,True,16.3,True,22.4,True,,False,,False,944.46,True,140.43,True,,False,,False,,False,0.017,True,12.0,16.0,12.0,0.0,5.0,45.0,0.5,Cash covers debt,,2.0,47.0,General low-debt support,36.51,0.0,,68.18,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 74.7% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-07 15:12 IST
OFSS,Technology,Software - Infrastructure,11717.0,-2.83,6060.86,12540.0,93.32,6.56,48.54,11552.95,8878.77,218959.7,171723.0,0.78,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",-1.46,26.46,76.62,-3.41,2.29,-4.12,1.95,24.17,80.74,70.0,"Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance",19.23,Profit Booking Zone,71.36,6978.52,11800.5,69.1,98.27,80.0% of closes stayed inside the range | Range width 69.1% | Currently 98.3% through the range,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,IT / Technology,105004.83,True,30.8641,True,26.5976,True,15.1562,True,0.567,True,49.9,True,30.94,True,59.57,True,38.15,True,58.6,True,68.7,True,120.2,True,4.413,True,3.946,True,4773.4,True,39.3,True,3088.42,True,3601.2,True,5.52,True,0.506,True,25.0,20.0,20.0,17.0,9.0,91.0,1.0,"Strong ROE, Cash covers debt",,10.0,100.0,"Strong ROE for an asset-light business, Strong operating margin",34.0,0.0,,68.1,Strong,"Above 50 DMA, Above 200 DMA, RSI recovering, Strong ROE, Cash covers debt, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 69.1% | Currently 98.3% through the range",2026-09-07 15:12 IST
TALBROAUTO,Consumer Cyclical,Auto Parts,432.0,5.95,219.9,451.6,96.45,4.34,60.95,411.74,320.8,220664.3,1712675.0,7.76,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",2.36,21.06,74.9,-3.41,2.29,-4.12,5.77,18.77,79.02,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",12.5,Breakout Watch,81.25,253.44,418.51,65.13,100.0,80.0% of closes stayed inside the range | Range width 65.1% | Currently 100.0% through the range | Above upper band on elevated volume,Talbros Automotive Components Limited,Consumer Cyclical,Auto Parts,Automobile,2518.51,True,22.4917,True,,False,3.3912,True,11.266,True,,False,,False,12.84,True,12.41,True,48.52,True,15.3,True,35.0,True,,False,,False,113.78,True,83.7,True,,False,,False,18.0,True,0.423,True,8.0,18.0,12.0,0.0,8.0,46.0,0.57,Cash covers debt,,2.0,48.0,General low-debt support,36.51,0.0,,68.03,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 65.1% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-07 15:12 IST
BALAMINES,Basic Materials,Specialty Chemicals,2565.0,1.58,963.33,2629.8,166.26,2.46,69.38,2232.35,1548.65,248755.45,459895.0,1.85,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",25.36,25.5,150.9,-3.41,2.29,-4.12,28.77,23.21,155.02,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.18,Breakout Watch,73.92,1062.38,2364.25,122.54,100.0,80.0% of closes stayed inside the range | Range width 122.5% | Currently 100.0% through the range | Above upper band on elevated volume,Balaji Amines Limited,Basic Materials,Specialty Chemicals,Chemicals,8152.09,True,40.0127,True,27.4238,True,4.1246,True,6.194,True,,False,,False,22.39,True,13.41,True,44.54,True,27.2,True,97.2,True,,False,,False,269.79,True,133.28,True,,False,,False,44.0,True,0.859,True,10.0,20.0,12.0,0.0,9.0,51.0,0.57,Cash covers debt,,2.0,53.0,General low-debt support,37.56,0.0,,67.93,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 122.5% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-07 15:12 IST
