symbol,sector,company_name
KOLTEPATIL,Unknown,Kolte - Patil Developers Limited
KOPRAN,Unknown,Kopran Limited
KOTAKBANK,Unknown,Kotak Mahindra Bank Limited
KOTHARIPET,Unknown,Kothari Petrochemicals Limited
KOTHARIPRO,Unknown,Kothari Products Limited
KOTIC,Unknown,Kothari Industrial Corporation Limited
KOVAI,Unknown,Kovai Medical Center & Hospital Limited
KPEL,Unknown,K.P. Energy Limited
KPIGREEN,Unknown,KPI Green Energy Limited
KPIL,Unknown,Kalpataru Projects International Limited
KPITTECH,Unknown,KPIT Technologies Limited
KPL,Unknown,Kwality Pharmaceuticals Limited
KPRMILL,Unknown,K.P.R. Mill Limited
KRBL,Unknown,KRBL Limited
KREBSBIO,Unknown,Krebs Biochemicals and Industries Limited
KRISHANA,Unknown,Krishana Phoschem Limited
KRISHIVAL,Unknown,Krishival Foods Limited
KRISHNADEF,Unknown,Krishna Defence And Allied Industries Limited
KRITI,Unknown,Kriti Industries (India) Limited
KRITIKA,Unknown,Kritika Wires Limited
KRITINUT,Unknown,Kriti Nutrients Limited
KRN,Unknown,KRN Heat Exchanger and Refrigeration Limited
KROSS,Unknown,Kross Limited
KRSNAA,Unknown,Krsnaa Diagnostics Limited
KRYSTAL,Unknown,Krystal Integrated Services Limited
KSB,Unknown,Ksb Limited
KSCL,Unknown,Kaveri Seed Company Limited
KSE,Unknown,KSE Limited
KSHINTL,Unknown,KSH International Limited
KSHITIJPOL,Unknown,Kshitij Polyline Limited
KSL,Unknown,Kalyani Steels Limited
KSOLVES,Unknown,Ksolves India Limited
KSR,Unknown,KSR Footwear Limited
KTKBANK,Unknown,The Karnataka Bank Limited
KUANTUM,Unknown,Kuantum Papers Limited
KUSUMGAR,Unknown,Kusumgar Limited
KWIL,Unknown,Kwality Wall's (India) Limited
LADDERUP,Unknown,Ladderup Finance Limited
LAGNAM,Unknown,Lagnam Spintex Limited
LAHOTIOV,Unknown,Lahoti Overseas Limited
LAKSHMIMIL,Unknown,Lakshmi Mills Company Limited
LAL,Unknown,Lorenzini Apparels Limited
LALITHAA,Unknown,Lalithaa Jewellery Mart Limited
LALPATHLAB,Unknown,Dr. Lal Path Labs Ltd.
LAMBODHARA,Unknown,Lambodhara Textiles Limited
LANCER,Unknown,Lancer Container Lines Limited
LANCORHOL,Unknown,Lancor Holdings Limited
LANDMARK,Unknown,Landmark Cars Limited
LANDSMILL,Unknown,Landsmill Green Limited
LAOPALA,Unknown,La Opala RG Limited
LASA,Unknown,Lasa Supergenerics Limited
LASERPOWER,Unknown,Laser Power & Infra Limited
LATENTVIEW,Unknown,Latent View Analytics Limited
LATTEYS,Unknown,Latteys Industries Limited
LAURUSLABS,Unknown,Laurus Labs Limited
LAXMICOT,Unknown,Laxmi Cotspin Limited
LAXMIDENTL,Unknown,Laxmi Dental Limited
LAXMIINDIA,Unknown,Laxmi India Finance Limited
LCCINFOTEC,Unknown,LCC Infotech Limited
LCL,Unknown,Lohia Corp Limited
LEAPIND,Unknown,LEAP India Limited
LEMERITE,Unknown,Le Merite Exports Limited
LEMONTREE,Unknown,Lemon Tree Hotels Limited
LENSKART,Unknown,Lenskart Solutions Limited
LEXUS,Unknown,Lexus Granito (India) Limited
LFIC,Unknown,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD,Unknown,LG Balakrishnan & Bros Limited
LGEINDIA,Unknown,LG Electronics India Limited
LGHL,Unknown,Laxmi Goldorna House Limited
LIBAS,Unknown,Libas Consumer Products Limited
LIBERTSHOE,Unknown,Liberty Shoes Limited
LICHSGFIN,Unknown,LIC Housing Finance Limited
LICI,Unknown,Life Insurance Corporation Of India
LIKHITHA,Unknown,Likhitha Infrastructure Limited
LINC,Unknown,Linc Limited
LINCOLN,Unknown,Lincoln Pharmaceuticals Limited
LINDEINDIA,Unknown,Linde India Limited
LKPSEC,Unknown,LKP Securities Limited
LLOYDSENGG,Unknown,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT,Unknown,Lloyds Enterprises Limited
LLOYDSME,Unknown,Lloyds Metals And Energy Limited
LMW,Unknown,LMW Limited
LODHA,Unknown,Lodha Developers Limited
LOKESHMACH,Unknown,Lokesh Machines Limited
LORDSCHLO,Unknown,Lords Chloro Alkali Limited
LOTUSCHO,Unknown,Lotus Chocolate Company Limited
LOTUSEYE,Unknown,Lotus Eye Hospital and Institute Limited
LOVABLE,Unknown,Lovable Lingerie Limited
LOYALTEX,Unknown,Loyal Textile Mills Limited
LPDC,Unknown,Landmark Property Development Company Limited
LT,Unknown,Larsen & Toubro Limited
LTF,Unknown,L&T Finance Limited
LTFOODS,Unknown,LT Foods Limited
LTM,Unknown,LTM Limited
LTTS,Unknown,L&T Technology Services Limited
LUMAXIND,Unknown,Lumax Industries Limited
LUMAXTECH,Unknown,Lumax Auto Technologies Limited
LUMINO,Unknown,Lumino Industries Limited
LUPIN,Unknown,Lupin Limited
LUXIND,Unknown,Lux Industries Limited
LXCHEM,Unknown,Laxmi Organic Industries Limited
M&M,Unknown,Mahindra & Mahindra Limited
M&MFIN,Unknown,Mahindra & Mahindra Financial Services Limited
MAANALU,Unknown,Maan Aluminium Limited
MACPOWER,Unknown,Macpower CNC Machines Limited
MADHAV,Unknown,Madhav Marbles and Granites Limited
MADHAVIPL,Unknown,Madhav Infra Projects Limited
MADRASFERT,Unknown,Madras Fertilizers Limited
MAFATIND,Unknown,Mafatlal Industries Limited
MAGADSUGAR,Unknown,Magadh Sugar & Energy Limited
MAGNUM,Unknown,Magnum Ventures Limited
MAHABANK,Unknown,Bank of Maharashtra
MAHAPEXLTD,Unknown,Maha Rashtra Apex Corporation Limited
MAHEPC,Unknown,Mahindra EPC Irrigation Limited
MAHLIFE,Unknown,Mahindra Lifespace Developers Limited
MAHLOG,Unknown,Mahindra Logistics Limited
MAHSCOOTER,Unknown,Maharashtra Scooters Limited
MAHSEAMLES,Unknown,Maharashtra Seamless Limited
MAITHANALL,Unknown,Maithan Alloys Limited
MAKERSL,Unknown,Makers Laboratories Limited
MALLCOM,Unknown,Mallcom (India) Limited
MALUPAPER,Unknown,Malu Paper Mills Limited
MAMATA,Unknown,Mamata Machinery Limited
MANAKALUCO,Unknown,Manaksia Aluminium Company Limited
MANAKCOAT,Unknown,Manaksia Coated Metals & Industries Limited
MANAKSIA,Unknown,Manaksia Limited
MANAKSTEEL,Unknown,Manaksia Steels Limited
MANALIPETC,Unknown,Manali Petrochemicals Limited
MANAPPURAM,Unknown,Manappuram Finance Limited
MANBA,Unknown,Manba Finance Limited
MANCREDIT,Unknown,Mangal Credit and Fincorp Limited
MANGALAM,Unknown,Mangalam Drugs And Organics Limited
MANGLMCEM,Unknown,Mangalam Cement Limited
MANINDS,Unknown,Man Industries (India) Limited
MANINFRA,Unknown,Man Infraconstruction Limited
MANIPALHOS,Unknown,Manipal Health Enterprises Limited
MANKIND,Unknown,Mankind Pharma Limited
MANOMAY,Unknown,Manomay Tex India Limited
MANORAMA,Unknown,Manorama Industries Limited
MANORG,Unknown,Mangalam Organics Limited
MANYAVAR,Unknown,Vedant Fashions Limited
MAPMYINDIA,Unknown,C.E. Info Systems Limited
MARALOVER,Unknown,Maral Overseas Limited
MARATHON,Unknown,Marathon Nextgen Realty Limited
MARICO,Unknown,Marico Limited
MARINE,Unknown,Marine Electricals (India) Limited
MARKOLINES,Unknown,Markolines Pavement Technologies Limited
MARKSANS,Unknown,Marksans Pharma Limited
MARSONS,Unknown,Marsons Limited
MARUTI,Unknown,Maruti Suzuki India Limited
MASFIN,Unknown,MAS Financial Services Limited
MASKINVEST,Unknown,Mask Investments Limited
MASTEK,Unknown,Mastek Limited
MASTERTR,Unknown,Master Trust Limited
MATRIMONY,Unknown,Matrimony.Com Limited
MAWANASUG,Unknown,Mawana Sugars Limited
MAXESTATES,Unknown,Max Estates Limited
MAXHEALTH,Unknown,Max Healthcare Institute Limited
MAXIND,Unknown,Max India Limited
MAYURUNIQ,Unknown,Mayur Uniquoters Ltd
MAZDOCK,Unknown,Mazagon Dock Shipbuilders Limited
MBAPL,Unknown,Madhya Bharat Agro Products Limited
MBEL,Unknown,M & B Engineering Limited
MBLINFRA,Unknown,MBL Infrastructure Limited
MCCHRLS-B,Unknown,Mac Charles India Limited
MCL,Unknown,M TEK COPPER LIMITED
MCLEODRUSS,Unknown,Mcleod Russel India Limited
MCLOUD,Unknown,Magellanic Cloud Limited
MCX,Unknown,Multi Commodity Exchange of India Limited
MEDANTA,Unknown,Global Health Limited
MEDIASSIST,Unknown,Medi Assist Healthcare Services Limited
MEDICAMEQ,Unknown,Medicamen Biotech Limited
MEDICAPQ,Unknown,Medi Caps Limited
MEDICO,Unknown,Medico Remedies Limited
MEDPLUS,Unknown,Medplus Health Services Limited
MEESHO,Unknown,Meesho Limited
MEGASTAR,Unknown,Megastar Foods Limited
MEIL,Unknown,Mangal Electrical Industries Limited
MENNPIS,Unknown,Menon Pistons Limited
MERCANTILE,Unknown,Mercantile Ventures Limited
MERCURYEV,Unknown,Mercury Ev-Tech Limited
METROBRAND,Unknown,Metro Brands Limited
METROGLOBL,Unknown,Metroglobal Limited
METROPOLIS,Unknown,Metropolis Healthcare Limited
MFML,Unknown,Mahalaxmi Fabric Mills Limited
MFSL,Unknown,Max Financial Services Limited
MGL,Unknown,Mahanagar Gas Limited
MHRIL,Unknown,Mahindra Holidays & Resorts India Limited
MIDHANI,Unknown,Mishra Dhatu Nigam Limited
MIDWESTLTD,Unknown,Midwest Limited
MIIL,Unknown,Meghna Infracon Infrastructure Limited
MILKYMIST,Unknown,Milky Mist Dairy Food Limited
MINDACORP,Unknown,Minda Corporation Limited
MINDTECK,Unknown,Mindteck (India) Limited
MIRZAINT,Unknown,Mirza International Limited
MITTAL,Unknown,Mittal Life Style Limited
MKEXIM,Unknown,M.K. Exim (India) Limited
MKPL,Unknown,M K Proteins Limited
MLKFOOD,Unknown,Milkfood Limited
MMFL,Unknown,MM Forgings Limited
MMP,Unknown,MMP Industries Limited
MMTC,Unknown,MMTC Limited
MMWL,Unknown,Media Matrix Worldwide Limited
MOBIKWIK,Unknown,One Mobikwik Systems Limited
MODINATUR,Unknown,Modi Naturals Limited
MODIRUBBER,Unknown,Modi Rubber Limited
MODIS,Unknown,Modis Navnirman Limited
MODISONLTD,Unknown,MODISON LIMITED
MODTHREAD,Unknown,Modern Threads (India) Limited
MOHITE,Unknown,Mohite Industries Limited
MOHITIND,Unknown,Mohit Industries Limited
MOIL,Unknown,MOIL Limited
MOKSH,Unknown,Moksh Ornaments Limited
MOL,Unknown,Meghmani Organics Limited
MOLBIO,Unknown,Molbio Diagnostics Limited
MOLDTKPAC,Unknown,Mold-Tek Packaging Limited
MONARCH,Unknown,Monarch Networth Capital Limited
MONEYBOXX,Unknown,Moneyboxx Finance Limited
MONTECARLO,Unknown,Monte Carlo Fashions Limited
MOREPENLAB,Unknown,Morepen Laboratories Limited
MOSCHIP,Unknown,Moschip Technologies Limited
MOTHERSON,Unknown,Samvardhana Motherson International Limited
MOTILALOFS,Unknown,Motilal Oswal Financial Services Limited
MOTISONS,Unknown,Motisons Jewellers Limited
MPHASIS,Unknown,MphasiS Limited
MPSLTD,Unknown,MPS Limited
MRF,Unknown,MRF Limited
MRPL,Unknown,Mangalore Refinery and Petrochemicals Limited
MSL,Unknown,Mangalam Seeds Limited
MSPL,Unknown,MSP Steel & Power Limited
MSTCLTD,Unknown,Mstc Limited
MSUMI,Unknown,Motherson Sumi Wiring India Limited
MTNL,Unknown,Mahanagar Telephone Nigam Limited
MUFIN,Unknown,Mufin Green Finance Limited
MUFTI,Unknown,Credo Brands Marketing Limited
MUKANDLTD,Unknown,Mukand Limited
MUKESHB,Unknown,Mukesh Babu Financial Services Limited
MUKKA,Unknown,Mukka Proteins Limited
MUNJALAU,Unknown,Munjal Auto Industries Limited
MUNJALSHOW,Unknown,Munjal Showa Limited
MURUDCERA,Unknown,Murudeshwar Ceramics Limited
MUTHOOTCAP,Unknown,Muthoot Capital Services Limited
MUTHOOTFIN,Unknown,Muthoot Finance Limited
MUTHOOTMF,Unknown,Muthoot Microfin Limited
MVELECTRO,Unknown,MV Electrosystems Limited
MVGJL,Unknown,Manoj Vaibhav Gems N Jewellers Limited
MWL,Unknown,Mangalam Worldwide Limited
NACLIND,Unknown,NACL Industries Limited
NAGREEKCAP,Unknown,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP,Unknown,Nagreeka Exports Limited
NAHARCAP,Unknown,Nahar Capital and Financial Services Limited
NAHARINDUS,Unknown,Nahar Industrial Enterprises Limited
NAHARPOLY,Unknown,Nahar Poly Films Limited
NAHARSPING,Unknown,Nahar Spinning Mills Limited
NAM-INDIA,Unknown,Nippon Life India Asset Management Limited
NARMADA,Unknown,Narmada Agrobase Limited
NATCOPHARM,Unknown,Natco Pharma Limited
NATHBIOGEN,Unknown,Nath Bio-Genes (India) Limited
NATIONALUM,Unknown,National Aluminium Company Limited
NATIONSTD,Unknown,National Standard (India) Limited
NAUKRI,Unknown,Info Edge (India) Limited
NAVA,Unknown,NAVA LIMITED
NAVINFLUOR,Unknown,Navin Fluorine International Limited
NAVKARCORP,Unknown,Navkar Corporation Limited
NAVNETEDUL,Unknown,Navneet Education Limited
NAZARA,Unknown,Nazara Technologies Limited
NBCC,Unknown,NBCC (India) Limited
NBIFIN,Unknown,N. B. I. Industrial Finance Company Limited
NCC,Unknown,NCC Limited
NCLIND,Unknown,NCL Industries Limited
NDGL,Unknown,Naga Dhunseri Group Limited
NDL,Unknown,Nandan Denim Limited
NDLVENTURE,Unknown,NDL Ventures Limited
NDRAUTO,Unknown,Ndr Auto Components Limited
NDTV,Unknown,New Delhi Television Limited
NEAGI,Unknown,Neelamalai Agro Industries Limited
NECLIFE,Unknown,Nectar Lifesciences Limited
NELCAST,Unknown,Nelcast Limited
NELCO,Unknown,NELCO Limited
NEOGEN,Unknown,Neogen Chemicals Limited
NEPHROPLUS,Unknown,Nephrocare Health Services Limited
NESCO,Unknown,Nesco Limited
NESTLEIND,Unknown,Nestle India Limited
NETWEB,Unknown,Netweb Technologies India Limited
NETWORK18,Unknown,Network18 Media & Investments Limited
NEULANDLAB,Unknown,Neuland Laboratories Limited
NEWGEN,Unknown,Newgen Software Technologies Limited
NEXTMEDIA,Unknown,Next Mediaworks Limited
NFL,Unknown,National Fertilizers Limited
NGIL,Unknown,Nakoda Group of Industries Limited
NGLFINE,Unknown,NGL Fine-Chem Limited
NH,Unknown,Narayana Hrudayalaya Ltd.
NHPC,Unknown,NHPC Limited
NIACL,Unknown,The New India Assurance Company Limited
NIBE,Unknown,NIBE Limited
NIBL,Unknown,NRB Industrial Bearings Limited
NICCOPAR,Unknown,Nicco Parks & Resorts Limited
NIITLTD,Unknown,NIIT Limited
NIITMTS,Unknown,NIIT Learning Systems Limited
NILAINFRA,Unknown,Nila Infrastructures Limited
NILASPACES,Unknown,Nila Spaces Limited
NILE,Unknown,Nile Limited
NILKAMAL,Unknown,Nilkamal Limited
NIMBSPROJ,Unknown,Nimbus Projects Limited
NINSYS,Unknown,NINtec Systems Limited
NIPPOBATRY,Unknown,Indo-National Limited
NIRAJ,Unknown,Niraj Cement Structurals Limited
NIRLON,Unknown,Nirlon Limited
NITCO,Unknown,Nitco Limited
NITINSPIN,Unknown,Nitin Spinners Limited
NITIRAJ,Unknown,Nitiraj Engineers Limited
NITTAGELA,Unknown,Nitta Gelatin India Limited
NIVABUPA,Unknown,Niva Bupa Health Insurance Company Limited
NKIND,Unknown,NK Industries Limited
NLCINDIA,Unknown,NLC India Limited
NMDC,Unknown,NMDC Limited
NOCIL,Unknown,NOCIL Limited
NOIDATOLL,Unknown,Noida Toll Bridge Company Limited
NORBTEAEXP,Unknown,Norben Tea & Exports Limited
NORTHARC,Unknown,Northern Arc Capital Limited
NOVARTIND,Unknown,Novartis India Limited
NPST,Unknown,Network People Services Technologies Limited
NRAIL,Unknown,N R Agarwal Industries Limited
NRBBEARING,Unknown,NRB Bearing Limited
NSIL,Unknown,Nalwa Sons Investments Limited
NSLNISP,Unknown,NMDC Steel Limited
NTCIND,Unknown,NTC Industries Limited
NTPC,Unknown,NTPC Limited
NTPCGREEN,Unknown,NTPC Green Energy Limited
NUCLEUS,Unknown,Nucleus Software Exports Limited
NUVAMA,Unknown,Nuvama Wealth Management Limited
NUVOCO,Unknown,Nuvoco Vistas Corporation Limited
NYKAA,Unknown,FSN E-Commerce Ventures Limited
OAL,Unknown,Oriental Aromatics Limited
OBCL,Unknown,OBCL Limited
OBEROIRLTY,Unknown,Oberoi Realty Limited
ODIGMA,Unknown,Odigma Consultancy Solutions Limited
ODYCORP,Unknown,Odyssey Corporation Limited
OFSS,Unknown,Oracle Financial Services Software Limited
OIL,Unknown,Oil India Limited
OLAELEC,Unknown,Ola Electric Mobility Limited
OLECTRA,Unknown,Olectra Greentech Limited
OMAXAUTO,Unknown,Omax Autos Limited
OMAXE,Unknown,Omaxe Limited
OMINFRAL,Unknown,OM INFRA LIMITED
OMNI,Unknown,Omnitech Engineering Limited
OMPOWER,Unknown,Om Power Transmission Limited
ONEGLOBAL,Unknown,One Global Service Provider Limited
ONEPOINT,Unknown,One Point One Solutions Limited
ONESOURCE,Unknown,Onesource Specialty Pharma Limited
ONGC,Unknown,Oil & Natural Gas Corporation Limited
ONIDA,Unknown,Onida Electronics Limited
ONIXSOLAR,Unknown,Onix Solar Energy Limited
ONWARDTEC,Unknown,Onward Technologies Limited
OPTIEMUS,Unknown,Optiemus Infracom Limited
OPTIFIN,Unknown,Optimus Finance Limited
ORCHASP,Unknown,Orchasp Limited
ORCHPHARMA,Unknown,Orchid Pharma Limited
ORICONENT,Unknown,Oricon Enterprises Limited
ORIENTALTL,Unknown,Oriental Trimex Limited
ORIENTBELL,Unknown,Orient Bell Limited
ORIENTCEM,Unknown,Orient Cement Limited
ORIENTCER,Unknown,ORIENT CERATECH LIMITED
ORIENTELEC,Unknown,Orient Electric Limited
ORIENTHOT,Unknown,Oriental Hotels Limited
ORIENTPPR,Unknown,Orient Paper & Industries Limited
ORIENTTECH,Unknown,Orient Technologies Limited
ORIRAIL,Unknown,Oriental Rail Infrastructure Limited
ORISSAMINE,Unknown,The Orissa Minerals Development Company Limited
ORKLAINDIA,Unknown,Orkla India Limited
ORTINGLOBE,Unknown,ORTIN GLOBAL LIMITED
OSWALAGRO,Unknown,Oswal Agro Mills Limited
OSWALGREEN,Unknown,Oswal Greentech Limited
OSWALPUMPS,Unknown,Oswal Pumps Limited
OSWALSEEDS,Unknown,ShreeOswal Seeds And Chemicals Limited
PACEDIGITK,Unknown,Pace Digitek Limited
PACIFICI,Unknown,Pacific Industries Limited
PAGEIND,Unknown,Page Industries Limited
PAISALO,Unknown,Paisalo Digital Limited
PAKKA,Unknown,PAKKA LIMITED
PALASHSECU,Unknown,Palash Securities Limited
PANACEABIO,Unknown,Panacea Biotec Limited
PANAMAPET,Unknown,Panama Petrochem Limited
PANCHMAHQ,Unknown,Panchmahal Steel Limited
PANORAMA,Unknown,Panorama Studios International Limited
PANSARI,Unknown,Pansari Developers Limited
PARACABLES,Unknown,Paramount Communications Limited
PARADEEP,Unknown,Paradeep Phosphates Limited
PARAGMILK,Unknown,Parag Milk Foods Limited
PARAS,Unknown,Paras Defence and Space Technologies Limited
PARASPETRO,Unknown,Paras Petrofils Limited
PARKHOSPS,Unknown,Park Medi World Limited
PARKHOTELS,Unknown,Apeejay Surrendra Park Hotels Limited
PARNAXLAB,Unknown,Parnax Lab Limited
PASHUPATI,Unknown,Pashupati Cotspin Limited
PATANJALI,Unknown,Patanjali Foods Limited
PATELENG,Unknown,Patel Engineering Limited
PATELRMART,Unknown,Patel Retail Limited
PAUSHAKLTD,Unknown,Paushak Limited
PAVNAIND,Unknown,Pavna Industries Limited
PAYTM,Unknown,One 97 Communications Limited
PBMPOLY,Unknown,PBM Polytex Limited
PCBL,Unknown,PCBL Chemical Limited
PCJEWELLER,Unknown,PC Jeweller Limited
PDMJEPAPER,Unknown,Pudumjee Paper Products Limited
PDSL,Unknown,PDS Limited
PEARLPOLY,Unknown,Pearl Polymers Limited
PENIND,Unknown,Pennar Industries Limited
PERMAGN,Unknown,Permanent Magnets Limited
PERSISTENT,Unknown,Persistent Systems Limited
PETRONET,Unknown,Petronet LNG Limited
PFC,Unknown,Power Finance Corporation Limited
PFIZER,Unknown,Pfizer Limited
PFOCUS,Unknown,Prime Focus Limited
PFS,Unknown,PTC India Financial Services Limited
PGEL,Unknown,PG Electroplast Limited
PGHH,Unknown,Procter & Gamble Hygiene and Health Care Limited
PGHL,Unknown,Procter & Gamble Health Limited
PGIL,Unknown,Pearl Global Industries Limited
PHOENIXLTD,Unknown,The Phoenix Mills Limited
PHOENXINTL,Unknown,Phoenix International Limited
PICCADIL,Unknown,Piccadily Agro Industries Limited
PIDILITIND,Unknown,Pidilite Industries Limited
PIGL,Unknown,Power & Instrumentation (Gujarat) Limited
PIIND,Unknown,PI Industries Limited
PILANIINVS,Unknown,Pilani Investment and Industries Corporation Limited
PILITA,Unknown,PIL ITALICA LIFESTYLE LIMITED
PINELABS,Unknown,Pine Labs Limited
PIONEEREMB,Unknown,Pioneer Embroideries Limited
PIRAMALFIN,Unknown,Piramal Finance Limited
PITTIENG,Unknown,Pitti Engineering Limited
PIXTRANS,Unknown,Pix Transmissions Limited
PKTEA,Unknown,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN,Unknown,Plastiblends India Limited
PLATIND,Unknown,Platinum Industries Limited
PLAZACABLE,Unknown,Plaza Wires Limited
PML,Unknown,Paul Merchants Limited
PNB,Unknown,Punjab National Bank
PNBGILTS,Unknown,PNB Gilts Limited
PNBHOUSING,Unknown,PNB Housing Finance Limited
PNC,Unknown,Pritish Nandy Communications Limited
PNCINFRA,Unknown,PNC Infratech Limited
PNGJL,Unknown,P N Gadgil Jewellers Limited
PNGSREVA,Unknown,PNGS Reva Diamond Jewellery Limited
POCL,Unknown,Pondy Oxides & Chemicals Limited
PODDARMENT,Unknown,Poddar Pigments Limited
POEL,Unknown,POCL Enterprises Limited
POKARNA,Unknown,Pokarna Limited
POLICYBZR,Unknown,PB Fintech Limited
POLYCAB,Unknown,Polycab India Limited
POLYMED,Unknown,Poly Medicure Limited
POLYPLEX,Unknown,Polyplex Corporation Limited
POLYSPIN,Unknown,Polyspin Exports Limited
PONNIERODE,Unknown,Ponni Sugars (Erode) Limited
POONAWALLA,Unknown,Poonawalla Fincorp Limited
POWERGRID,Unknown,Power Grid Corporation of India Limited
POWERICA,Unknown,Powerica Limited
POWERINDIA,Unknown,Hitachi Energy India Limited
POWERMECH,Unknown,Power Mech Projects Limited
PPLPHARMA,Unknown,Piramal Pharma Limited
PRABHA,Unknown,Prabha Energy Limited
PRAENG,Unknown,Prajay Engineers Syndicate Limited
PRAJIND,Unknown,Praj Industries Limited
PRAKASH,Unknown,Prakash Industries Limited
PRAKASHSTL,Unknown,Prakash Steelage Limited
PRAVEG,Unknown,Praveg Limited
PRAXIS,Unknown,Praxis Home Retail Limited
PRECAM,Unknown,Precision Camshafts Limited
PRECOT,Unknown,Precot Limited
PRECWIRE,Unknown,Precision Wires India Limited
PREMCO,Unknown,Premco Global Limited
PREMEXPLN,Unknown,Premier Explosives Limited
PREMIERENE,Unknown,Premier Energies Limited
PREMIERPOL,Unknown,Premier Polyfilm Limited
PRESTIGE,Unknown,Prestige Estates Projects Limited
PRICOLLTD,Unknown,Pricol Limited
PRIMESECU,Unknown,Prime Securities Limited
PRIMO,Unknown,Primo Chemicals Limited
PRINCEPIPE,Unknown,Prince Pipes And Fittings Limited
PRISMX,Unknown,Prismx Global Ventures Limited
PRIVISCL,Unknown,Privi Speciality Chemicals Limited
PROSTARM,Unknown,Prostarm Info Systems Limited
PROTEAN,Unknown,Protean eGov Technologies Limited
PROZONER,Unknown,Prozone Realty Limited
PRSMJOHNSN,Unknown,Prism Johnson Limited
PRUDENT,Unknown,Prudent Corporate Advisory Services Limited
PSB,Unknown,Punjab & Sind Bank
PSPPROJECT,Unknown,PSP Projects Limited
PTC,Unknown,PTC India Limited
PTCIL,Unknown,PTC Industries Limited
PTL,Unknown,PTL Enterprises Limited
PUNJABCHEM,Unknown,Punjab Chemicals & Crop Protection Limited
PURVA,Unknown,Puravankara Limited
PVP,Unknown,PVP Ventures Limited
PVRINOX,Unknown,PVR INOX Limited
PVSL,Unknown,Popular Vehicles and Services Limited
PWL,Unknown,Physicswallah Limited
PYRAMID,Unknown,Pyramid Technoplast Limited
QPOWER,Unknown,Quality Power Electrical Equipments Limited
QUADFUTURE,Unknown,Quadrant Future Tek Limited
QUESS,Unknown,Quess Corp Limited
QUINT,Unknown,Quint Digital Limited
RACE,Unknown,Race Eco Chain Limited
RACLGEAR,Unknown,RACL Geartech Limited
RADAAN,Unknown,Radaan Mediaworks India Limited
RADHIKAJWE,Unknown,Radhika Jeweltech Limited
RADIANTCMS,Unknown,Radiant Cash Management Services Limited
RADICO,Unknown,Radico Khaitan Limited
RADIOCITY,Unknown,Music Broadcast Limited
RAILTEL,Unknown,Railtel Corporation Of India Limited
RAIN,Unknown,Rain Industries Limited
RAINBOW,Unknown,Rainbow Childrens Medicare Limited
RAJMET,Unknown,Rajnandini Metal Limited
RAJPALAYAM,Unknown,Rajapalayam Mills Limited
RAJRATAN,Unknown,Rajratan Global Wire Limited
RAJSREESUG,Unknown,Rajshree Sugars & Chemicals Limited
RAJTV,Unknown,Raj Television Network Limited
RALLIS,Unknown,Rallis India Limited
RAMANEWS,Unknown,Shree Rama Newsprint Limited
RAMAPHO,Unknown,Rama Phosphates Limited
RAMBHAJO,Unknown,Advit Jewels Limited
RAMCOCEM,Unknown,The Ramco Cements Limited
RAMCOIND,Unknown,Ramco Industries Limited
RAMCOSYS,Unknown,Ramco Systems Limited
RAMKY,Unknown,Ramky Infrastructure Limited
RAMRAT,Unknown,Ram Ratna Wires Limited
RANASUG,Unknown,Rana Sugars Limited
RANEHOLDIN,Unknown,Rane Holdings Limited
RATEGAIN,Unknown,Rategain Travel Technologies Limited
RATNAMANI,Unknown,Ratnamani Metals & Tubes Limited
RATNAVEER,Unknown,Ratnaveer Precision Engineering Limited
RAYMOND,Unknown,Raymond Limited
RAYMONDLSL,Unknown,Raymond Lifestyle Limited
RAYMONDREL,Unknown,Raymond Realty Limited
RBA,Unknown,Restaurant Brands Asia Limited
RBLBANK,Unknown,RBL Bank Limited
RBZJEWEL,Unknown,RBZ Jewellers Limited
RCF,Unknown,Rashtriya Chemicals and Fertilizers Limited
RECLTD,Unknown,REC Limited
REDINGTON,Unknown,Redington Limited
REDTAPE,Unknown,Redtape Limited
REFEX,Unknown,Refex Industries Limited
REGAAL,Unknown,Regaal Resources Limited
REGENCERAM,Unknown,Regency Ceramics Limited
RELAXO,Unknown,Relaxo Footwears Limited
RELCHEMQ,Unknown,Reliance Chemotex Industries Limited
RELIABLE,Unknown,Reliable Data Services Limited
RELIANCE,Unknown,Reliance Industries Limited
RELIGARE,Unknown,Religare Enterprises Limited
RELTD,Unknown,Ravindra Energy Limited
REMSONSIND,Unknown,Remsons Industries Limited
RENUKA,Unknown,Shree Renuka Sugars Limited
REPCOHOME,Unknown,Repco Home Finance Limited
REPRO,Unknown,Repro India Limited
RESPONIND,Unknown,Responsive Industries Limited
RETAIL,Unknown,JHS Svendgaard Retail Ventures Limited
RGL,Unknown,Renaissance Global Limited
RHETAN,Unknown,Rhetan TMT Limited
RHIM,Unknown,RHI MAGNESITA INDIA LIMITED
RHL,Unknown,Robust Hotels Limited
RICOAUTO,Unknown,Rico Auto Industries Limited
RIIL,Unknown,Reliance Industrial Infrastructure Limited
RIR,Unknown,RIR Power Electronics Limited
RISHABH,Unknown,Rishabh Instruments Limited
