symbol,sector,industry,current_price,day_change_pct,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,volume_ratio,trend,technical_score,technical_reasons,relative_strength_score,return_1m,return_3m,return_6m,sector_bucket,fundamental_score,sector_adjustment,sector_adjusted_fundamental_score,debt_to_equity,net_profit_margin,revenue_growth,earnings_growth,operating_cashflow_cr,free_cashflow_cr,fundamental_data_coverage,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
UNIPARTS,Industrials,Farm & Heavy Construction Machinery,695.05,2.4,124.21,3.83,62.41,624.26,509.4,1.54,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",8.0,3.69,,,Capital Goods / Infra,84.0,5.0,89.0,17.77,13.53,34.1,123.5,173.64,119.41,1.0,28.12,0.0,,57.37,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move"
CAPLIPOINT,Healthcare,Drug Manufacturers - Specialty & Generic,2648.1,-0.39,76.85,1.89,66.16,2261.43,1938.36,0.64,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",15.0,11.37,,,Pharma / Healthcare,86.0,4.0,90.0,0.13,29.32,19.0,19.4,523.23,2.13,1.0,34.41,0.0,,55.41,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
MARKSANS,Healthcare,Drug Manufacturers - General,275.75,1.77,77.9,2.08,63.34,244.03,194.94,0.74,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",15.0,11.58,,,Pharma / Healthcare,84.0,2.0,86.0,11.25,14.16,20.8,63.4,458.13,71.85,1.0,34.41,0.0,,55.26,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
3MINDIA,Industrials,Conglomerates,35930.0,-1.67,26.35,5.52,65.23,32983.3,33293.85,1.89,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",15.0,11.24,,,Capital Goods / Infra,80.0,5.0,85.0,9.6,10.26,16.8,200.4,513.72,487.23,1.0,28.12,0.0,,55.22,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion"
OFSS,Technology,Software - Infrastructure,11625.0,-0.18,91.8,2.78,72.0,10104.32,8240.35,0.76,Bullish,47.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum",15.0,22.36,,,IT / Technology,91.0,10.0,100.0,0.57,38.15,68.7,120.2,3601.2,3088.42,1.0,28.97,0.0,,54.85,Neutral,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum"
AIAENG,Industrials,Specialty Industrial Machinery,4828.5,1.44,61.73,6.79,59.13,4456.93,3894.59,1.4,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",8.0,7.51,,,Capital Goods / Infra,81.0,0.0,81.0,0.13,28.74,9.4,38.0,591.5,238.11,1.0,28.12,0.0,,53.32,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move"
BUILDPRO,Consumer Cyclical,Home Improvement Retail,1268.6,-0.31,100.44,7.06,69.35,1091.53,0.0,2.25,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion",15.0,24.99,,,Consumer Discretionary,71.0,4.0,75.0,11.14,1.87,27.9,41.4,89.53,64.07,1.0,28.41,0.0,,53.01,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion"
KRONOX,Basic Materials,Specialty Chemicals,153.32,4.72,59.71,21.63,55.09,143.01,136.64,9.03,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move",0.0,-0.6,,,Chemicals,80.0,4.0,84.0,1.38,27.33,-0.0,26.7,23.89,17.21,1.0,27.48,0.0,,52.27,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move"
ENDURANCE,Consumer Cyclical,Auto Parts,2746.2,2.43,28.16,10.83,61.78,2633.43,2589.43,2.5,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",8.0,4.99,,,Automobile,68.0,2.0,70.0,19.39,6.52,37.9,12.7,1850.72,167.33,1.0,28.41,0.0,,52.01,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move"
KRISHNADEF,Industrials,Specialty Industrial Machinery,1289.6,0.84,94.11,7.8,54.63,1213.58,973.82,0.82,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,5.05,,,Capital Goods / Infra,79.0,5.0,84.0,1.12,16.88,42.2,62.9,86.05,72.96,1.0,28.12,0.0,,51.87,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
WABAG,Industrials,Engineering & Construction,2100.3,-0.93,103.32,6.8,57.83,1741.07,1422.41,0.62,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",15.0,19.72,,,Capital Goods / Infra,75.0,5.0,80.0,8.87,9.39,22.3,20.6,206.7,168.06,1.0,28.12,0.0,,50.97,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
IPCALAB,Healthcare,Drug Manufacturers - Specialty & Generic,1878.0,2.04,50.05,0.18,79.64,1632.64,1488.86,1.17,Bullish,62.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support, Strong positive day move",15.0,21.15,,,Pharma / Healthcare,73.0,2.0,75.0,8.49,11.83,6.3,341.6,1141.97,790.13,1.0,34.41,0.0,,50.66,Neutral,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support, Strong positive day move"
ABB,Industrials,Specialty Industrial Machinery,7204.5,4.53,55.99,7.52,59.13,6900.66,5946.4,2.7,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",8.0,2.61,,,Capital Goods / Infra,66.0,0.0,66.0,1.55,21.35,12.1,3.0,1470.96,1082.38,1.0,28.12,0.0,,50.57,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move"
INDOBORAX,Basic Materials,Chemicals,450.65,-7.41,102.03,9.69,67.93,356.65,277.27,1.49,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",15.0,22.69,,,Chemicals,83.0,2.0,85.0,0.37,23.33,25.2,42.0,87.15,17.88,1.0,27.48,5.0,Sharp daily fall,50.12,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion"
MANORAMA,Consumer Defensive,Packaged Foods,1608.2,1.94,51.63,8.59,56.63,1505.43,1395.95,0.89,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,7.38,,,FMCG / Consumer,75.0,5.0,80.0,52.15,16.46,68.1,31.5,250.42,119.05,1.0,23.99,0.0,,49.85,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
ABBOTINDIA,Healthcare,Drug Manufacturers - Specialty & Generic,27640.0,0.51,9.9,21.72,66.96,26648.5,27554.38,0.66,Bullish,63.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low with stable RSI, Positive day move",8.0,5.9,,,Pharma / Healthcare,72.0,4.0,76.0,3.6,22.4,6.5,7.6,1319.24,1351.75,1.0,34.41,0.0,,49.51,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low with stable RSI, Positive day move"
MONARCH,Financial Services,Capital Markets,358.55,-0.5,52.28,9.82,61.21,335.12,306.01,0.46,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.0,3.14,,,Financial Services,82.0,6.0,88.0,3.83,49.44,58.2,84.1,114.2,,0.93,30.24,3.0,Low volume participation,49.34,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
ASTRAMICRO,Technology,Communication Equipment,1750.9,1.8,105.75,6.42,60.22,1475.05,1111.34,0.45,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",15.0,18.3,,,IT / Technology,74.0,5.0,79.0,21.88,16.59,19.7,43.9,386.73,306.21,1.0,28.97,3.0,Low volume participation,49.0,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
HUHTAMAKI,Consumer Cyclical,Packaging & Containers,222.29,3.02,51.18,17.6,69.28,183.61,196.09,0.75,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong positive day move",15.0,28.97,,,Consumer Discretionary,72.0,2.0,74.0,10.72,5.22,22.5,75.5,174.01,68.77,1.0,28.41,0.0,,48.91,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong positive day move"
GLAND,Healthcare,Drug Manufacturers - Specialty & Generic,2465.1,-0.93,56.65,4.21,60.52,2264.03,1903.68,0.44,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",15.0,13.15,,,Pharma / Healthcare,78.0,2.0,80.0,2.74,15.97,22.3,96.4,1031.39,423.19,1.0,34.41,3.0,Low volume participation,48.91,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
ALGOQUANT,Financial Services,Capital Markets,60.78,0.45,27.15,14.41,63.43,57.67,0.0,0.94,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,5.93,,,Financial Services,71.0,2.0,73.0,25.48,14.18,,26.73,60.0,162.83,0.86,30.24,0.0,,48.34,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
APOLLOHOSP,Healthcare,Medical Care Facilities,8934.0,0.38,33.59,0.83,68.67,8421.15,7679.74,1.6,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",8.0,6.48,,,Pharma / Healthcare,62.0,2.0,64.0,85.15,7.7,18.1,35.6,2855.7,182.84,1.0,34.41,0.0,,48.31,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move"
CPPLUS,Industrials,Building Products & Equipment,3719.3,2.66,266.43,1.79,65.5,3178.29,2002.02,1.11,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move",15.0,10.14,,,Capital Goods / Infra,68.0,5.0,73.0,9.6,8.72,45.5,187.0,13.47,-28.53,1.0,28.12,4.0,Negative free cash flow,48.27,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move"
PARAS,Industrials,Aerospace & Defense,1216.9,1.21,109.63,15.67,52.19,1048.41,780.35,0.24,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",15.0,11.71,,,Capital Goods / Infra,79.0,5.0,84.0,3.73,18.49,57.9,74.6,24.61,55.19,1.0,28.12,3.0,Low volume participation,48.12,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move"
RAMCOIND,Industrials,Building Products & Equipment,366.85,0.38,59.05,7.84,66.67,308.49,306.37,0.09,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",15.0,26.46,,,Capital Goods / Infra,69.0,5.0,74.0,3.79,17.02,17.5,145.5,200.97,119.03,1.0,28.12,3.0,Low volume participation,47.12,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
SAKSOFT,Technology,Information Technology Services,179.96,0.77,67.26,27.57,58.65,152.67,167.13,0.25,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",15.0,25.26,,,IT / Technology,80.0,0.0,80.0,5.61,13.23,3.7,21.5,171.1,85.43,1.0,28.97,3.0,Low volume participation,46.85,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move"
POWERINDIA,Industrials,Electrical Equipment & Parts,33980.0,4.59,110.91,12.39,51.97,34440.3,25051.14,0.95,Bearish,55.0,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move",0.0,-2.19,,,Capital Goods / Infra,76.0,5.0,81.0,1.66,12.12,46.2,71.8,1244.83,784.42,1.0,28.12,0.0,,46.32,Neutral,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move"
EPL,Consumer Cyclical,Packaging & Containers,238.23,1.47,35.05,3.5,57.54,225.58,212.77,0.73,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,4.38,,,Consumer Discretionary,65.0,2.0,67.0,33.58,8.16,17.7,-9.9,722.9,59.91,1.0,28.41,0.0,,45.96,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
VADILALIND,Consumer Defensive,Packaged Foods,6639.5,-2.45,66.15,5.11,66.04,5537.84,5089.92,2.69,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion",8.0,7.47,,,FMCG / Consumer,65.0,8.0,73.0,27.0,10.32,57.0,149.3,143.07,-33.59,1.0,23.99,4.0,Negative free cash flow,45.9,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion"
TALBROAUTO,Consumer Cyclical,Auto Parts,393.95,1.19,79.15,9.44,52.99,365.52,297.64,0.32,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",15.0,10.26,,,Automobile,68.0,2.0,70.0,11.27,11.97,14.2,18.8,84.67,20.53,1.0,28.41,3.0,Low volume participation,45.76,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
PETRONET,Energy,Oil & Gas Refining & Marketing,278.4,0.85,19.66,13.72,51.04,274.7,275.38,0.99,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move",0.0,-4.18,,,Energy / Utilities,78.0,4.0,82.0,10.51,8.99,-23.3,25.3,4750.04,1811.25,1.0,30.17,5.0,Revenue contraction,45.73,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone, Positive day move"
ZYDUSLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,1156.9,2.06,38.47,2.08,64.4,1075.94,963.45,1.45,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",8.0,7.25,,,Pharma / Healthcare,60.0,4.0,64.0,42.3,18.57,16.2,8.7,2116.6,-906.16,1.0,34.41,4.0,Negative free cash flow,45.56,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move"
TRAVELFOOD,Consumer Cyclical,Restaurants,1295.0,-1.89,28.41,10.38,48.5,1250.14,1244.85,0.82,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",0.0,-2.88,,,Consumer Discretionary,84.0,4.0,88.0,16.72,26.77,25.7,17.2,392.97,203.01,0.93,28.41,0.0,,45.56,Neutral,"Above 50 DMA, Above 200 DMA, RSI recovering"
GALAPREC,Industrials,Specialty Industrial Machinery,1173.0,2.93,74.76,6.9,59.66,992.27,813.34,1.01,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move",15.0,12.37,,,Capital Goods / Infra,60.0,5.0,65.0,13.04,11.29,25.6,10.8,10.17,-16.55,0.93,28.12,4.0,Negative free cash flow,45.47,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move"
PAGEIND,Consumer Cyclical,Apparel Manufacturing,40395.0,-0.33,36.06,17.03,50.51,39089.9,36920.2,0.56,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",8.0,3.4,,,Consumer Discretionary,72.0,4.0,76.0,18.42,14.56,14.1,9.0,794.4,519.58,1.0,28.41,0.0,,45.36,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum"
CENTENKA,Consumer Cyclical,Textile Manufacturing,549.85,3.79,48.13,11.6,64.88,498.79,456.47,13.76,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",8.0,9.86,,,Consumer Discretionary,49.0,2.0,51.0,1.48,7.92,38.0,301.1,,,0.57,28.41,0.0,,45.36,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move"
INDIGOPNTS,Basic Materials,Specialty Chemicals,1084.4,4.5,53.15,19.43,62.1,1003.52,1025.16,0.94,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong positive day move",8.0,5.4,,,Chemicals,67.0,2.0,69.0,1.83,10.33,9.7,1.3,222.58,75.81,1.0,27.48,0.0,,45.27,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong positive day move"
MANALIPETC,Basic Materials,Specialty Chemicals,63.59,0.7,62.51,21.04,51.61,61.67,60.08,0.67,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",0.0,-6.04,,,Chemicals,76.0,2.0,78.0,10.69,12.71,27.1,170.3,116.32,0.21,1.0,27.48,0.0,,45.17,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move"
GHCLTEXTIL,Consumer Cyclical,Textile Manufacturing,112.33,4.04,73.22,3.58,66.6,96.29,81.56,1.9,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",15.0,18.72,,,Consumer Discretionary,47.0,2.0,49.0,8.93,6.59,52.7,192.2,,,0.57,28.41,0.0,,45.16,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move"
WSTCSTPAPR,Basic Materials,Paper & Paper Products,531.5,0.57,41.73,7.91,55.72,508.9,453.1,0.62,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.0,3.29,,,General,63.0,2.0,65.0,8.24,3.52,18.3,17.9,400.35,22.67,1.0,27.48,0.0,,45.12,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
BLSE,Industrials,Specialty Business Services,274.37,1.14,120.73,4.03,78.14,227.68,192.2,0.8,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",15.0,20.32,,,Capital Goods / Infra,64.0,5.0,69.0,1.08,5.14,35.2,11.7,50.68,39.32,1.0,28.12,0.0,,45.12,Neutral,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move"
RUBICON,Healthcare,Drug Manufacturers - General,1451.1,-2.7,154.24,4.97,64.07,1214.25,0.0,0.59,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.0,7.36,,,Pharma / Healthcare,73.0,4.0,77.0,24.13,14.07,43.5,96.7,205.05,-103.89,1.0,34.41,4.0,Negative free cash flow,45.11,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
CARYSIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1205.1,3.21,64.61,5.92,58.06,1103.96,944.86,8.1,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",8.0,1.99,,,Consumer Discretionary,58.0,2.0,60.0,45.99,10.63,14.5,48.5,108.67,-36.46,1.0,28.41,4.0,Negative free cash flow,44.51,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move"
ANTELOPUS,Energy,Oil & Gas E&P,827.3,-3.86,131.74,11.39,53.58,792.09,590.58,0.83,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.0,9.57,,,Energy / Utilities,75.0,2.0,77.0,0.54,32.13,65.3,158.9,120.6,-116.81,0.93,30.17,4.0,Negative free cash flow,44.48,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
FIEMIND,Consumer Cyclical,Auto Parts,2262.8,2.0,26.13,11.45,51.98,2253.66,2193.56,1.25,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",0.0,-3.89,,,Automobile,72.0,4.0,76.0,5.39,9.15,17.4,20.7,161.28,-25.95,1.0,28.41,4.0,Negative free cash flow,44.36,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move"
