symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
POWERINDIA,Industrials,Electrical Equipment & Parts,19959.21,1.04,2836.07,20693.0,603.76,3.55,62.8,17398.27,14045.04,140223.35,111545.0,0.8,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",9.68,60.93,31.61,1.83,9.51,5.26,7.85,51.42,26.35,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.91,Profit Booking Zone,76.79,11557.46,19285.21,66.86,100.0,80.0% of closes stayed inside the range | Range width 66.9% | Currently 100.0% through the range,,,9.74,9.21,-77.04,-65.73,,,,,,,,138.2239,72.2106,30.8289,2.0,0.572,159569.06,38.99,Capital Goods / Infra,3.0,0.0,0.0,0.0,5.0,8.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,8.0,,30.91,12.0,"Revenue contraction, Earnings contraction",36.19,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 66.9% | Currently 100.0% through the range"
IDBI,Financial Services,Banks - Regional,99.0,-0.28,36.58,105.64,170.66,6.28,60.67,89.87,80.81,13573744.05,6074384.0,0.45,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",0.19,25.47,31.96,1.83,9.51,5.26,-1.64,15.96,26.7,88.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",14.84,Profit Booking Zone,79.96,70.61,97.95,38.73,100.0,80.0% of closes stayed inside the range | Range width 38.7% | Currently 100.0% through the range,3.17,0.5,,43.45,-74.17,-73.54,35.26,,,33071.03,22462.46,,,9.511,16.8286,1.2551,2.43,0.832,88664.31,0.0,Banking,6.0,0.0,10.0,0.0,12.0,28.0,0.64,Cash covers debt,"Revenue contraction, Earnings contraction",-5.0,23.0,Weak ROE for a leveraged-balance-sheet business,38.74,15.0,"Low volume participation, Revenue contraction, Earnings contraction",35.86,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 38.7% | Currently 100.0% through the range"
BDL,Industrials,Aerospace & Defense,1969.79,0.63,383.25,2088.32,413.97,5.68,61.05,1809.62,1321.72,3052949.3,3762094.0,1.23,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",2.28,47.2,76.31,1.83,9.51,5.26,0.45,37.69,71.05,88.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.23,Profit Booking Zone,75.6,1067.04,1939.83,81.79,100.0,80.0% of closes stayed inside the range | Range width 81.8% | Currently 100.0% through the range,,,-27.28,7.94,-93.05,-96.66,,,,,,,,113.6556,43.4794,11.5734,39.0,0.326,49119.37,49.94,Capital Goods / Infra,3.0,0.0,0.0,0.0,5.0,8.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,8.0,,30.91,12.0,"Revenue contraction, Earnings contraction",34.94,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 81.8% | Currently 100.0% through the range"
ABCAPITAL,Financial Services,Financial Conglomerates,275.05,0.9,106.65,282.65,157.9,2.69,69.61,231.65,200.11,9702611.65,2939875.0,0.3,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",17.84,42.26,49.57,1.83,9.51,5.26,16.01,32.75,44.31,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.75,Profit Booking Zone,77.52,157.86,255.73,62.0,100.0,80.0% of closes stayed inside the range | Range width 62.0% | Currently 100.0% through the range,,,43.24,9.24,-78.97,-74.83,,,,,,,,26.3092,16.2013,3.1273,,0.687,112442.53,28.11,Financial Services,9.0,0.0,0.0,0.0,9.0,18.0,0.43,,"Revenue contraction, Earnings contraction",0.0,18.0,,38.74,19.0,"Low volume participation, Revenue contraction, Earnings contraction, Limited fundamental data coverage",34.36,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 62.0% | Currently 100.0% through the range"
RBLBANK,Financial Services,Banks - Regional,252.27,0.47,95.02,296.89,165.5,15.03,67.95,216.26,181.89,12588150.9,7220921.0,0.57,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",16.64,44.74,59.53,1.83,9.51,5.26,14.81,35.23,54.27,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.75,Profit Booking Zone,77.74,154.7,226.66,46.51,100.0,80.0% of closes stayed inside the range | Range width 46.5% | Currently 100.0% through the range,,,,8.39,-75.48,-70.13,,,,,,,,32.1617,19.5915,1.4386,33.0,0.642,60423.22,0.0,Banking,3.0,0.0,0.0,0.0,13.0,16.0,0.43,,"Revenue contraction, Earnings contraction",0.0,16.0,,38.74,16.0,"Revenue contraction, Earnings contraction, Limited fundamental data coverage",34.16,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 46.5% | Currently 100.0% through the range"
BPCL,Energy,Oil & Gas Refining & Marketing,324.95,4.43,121.3,346.08,167.88,6.11,71.81,298.03,277.62,9003228.0,13743465.0,1.53,Bullish,67.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move",9.31,20.71,18.91,1.83,9.51,5.26,7.48,11.2,13.65,73.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",32.14,Breakout Watch,83.4,239.29,300.48,25.57,100.0,80.0% of closes stayed inside the range | Range width 25.6% | Currently 100.0% through the range | Above upper band on elevated volume,,,6.92,6.08,-74.35,-48.72,,,,,,,,7.9033,7.9415,1.3525,6.29,0.873,135440.94,12.75,Energy / Utilities,3.0,0.0,0.0,0.0,12.0,15.0,0.5,,"Revenue contraction, Earnings contraction",0.0,15.0,,39.27,12.0,"Revenue contraction, Earnings contraction",34.14,Avoid,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 25.6% | Currently 100.0% through the range | Above upper band on elevated volume"
KPRMILL,Consumer Cyclical,Textile Manufacturing,1181.22,3.43,468.75,1379.22,152.0,14.36,63.93,1118.79,980.62,529180.2,919480.0,1.74,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",5.22,20.57,17.49,1.83,9.51,5.26,3.39,11.06,12.23,63.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M",15.18,Breakout Watch,84.7,845.59,1142.27,35.09,100.0,80.0% of closes stayed inside the range | Range width 35.1% | Currently 100.0% through the range | Above upper band on elevated volume,,,15.24,12.61,-72.52,-73.91,,,,,,,,40.8671,29.9392,6.5314,46.0,0.283,37290.43,37.35,Consumer Discretionary,8.0,0.0,0.0,0.0,7.0,15.0,0.5,,"Revenue contraction, Earnings contraction",0.0,15.0,,32.12,12.0,"Revenue contraction, Earnings contraction",33.82,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 35.1% | Currently 100.0% through the range | Above upper band on elevated volume"
SOLARINDS,Basic Materials,Specialty Chemicals,16835.97,0.2,3150.56,17798.82,434.38,5.41,55.94,15499.06,11591.38,167076.4,80651.0,0.48,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",2.02,49.25,73.79,1.83,9.51,5.26,0.19,39.74,68.53,88.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",9.48,Profit Booking Zone,73.2,8923.71,16924.56,89.66,98.89,80.0% of closes stayed inside the range | Range width 89.7% | Currently 98.9% through the range,,,22.23,15.72,-70.73,-72.0,,,,,,,,100.7965,56.2038,27.0006,6.0,0.238,169487.88,49.2,Chemicals,10.0,0.0,0.0,0.0,5.0,15.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,15.0,,34.69,15.0,"Low volume participation, Revenue contraction, Earnings contraction",33.7,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 89.7% | Currently 98.9% through the range"
AUBANK,Financial Services,Banks - Regional,818.7,1.07,488.37,839.15,67.64,2.44,65.76,735.1,631.16,3092043.75,880959.0,0.28,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",9.47,45.62,43.7,1.83,9.51,5.26,7.64,36.11,38.44,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",7.14,Profit Booking Zone,79.56,531.52,788.8,48.41,100.0,80.0% of closes stayed inside the range | Range width 48.4% | Currently 100.0% through the range,,,,20.34,-72.9,-72.42,,,,,,,,28.9496,17.9736,4.084,9.0,,81746.32,0.0,Banking,6.0,0.0,0.0,0.0,11.0,17.0,0.43,,"Revenue contraction, Earnings contraction",0.0,17.0,,38.74,19.0,"Low volume participation, Revenue contraction, Earnings contraction, Limited fundamental data coverage",33.51,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 48.4% | Currently 100.0% through the range"
ENDURANCE,Consumer Cyclical,Auto Parts,2774.22,0.55,1160.92,3026.82,138.97,8.35,64.51,2340.53,2181.02,513641.15,101232.0,0.2,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",12.7,47.68,27.94,1.83,9.51,5.26,10.87,38.17,22.68,95.0,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.36,Profit Booking Zone,81.44,1835.98,2494.5,35.87,100.0,80.0% of closes stayed inside the range | Range width 35.9% | Currently 100.0% through the range,,,8.42,6.82,-70.81,-72.94,,,,,,,,44.723,30.1333,6.2092,38.0,0.723,42475.96,42.33,Automobile,3.0,0.0,0.0,0.0,7.0,10.0,0.5,,"Revenue contraction, Earnings contraction",0.0,10.0,,32.12,15.0,"Low volume participation, Revenue contraction, Earnings contraction",33.32,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 35.9% | Currently 100.0% through the range"
