symbol,sector,industry,current_price,day_change_pct,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,volume_ratio,trend,technical_score,technical_reasons,relative_strength_score,return_1m,return_3m,return_6m,sector_bucket,fundamental_score,sector_adjustment,sector_adjusted_fundamental_score,debt_to_equity,net_profit_margin,revenue_growth,earnings_growth,operating_cashflow_cr,free_cashflow_cr,fundamental_data_coverage,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
OFSS,Technology,Software - Infrastructure,10468.5,6.14,72.72,1.1,68.91,9372.88,8040.16,2.69,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",8.0,5.94,,,IT / Technology,91.0,10.0,100.0,0.57,38.15,68.7,120.2,3601.2,3088.42,1.0,28.35,0.0,,62.5,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move"
CASTROLIND,Energy,Oil & Gas Refining & Marketing,187.68,1.0,10.34,15.54,66.8,183.71,184.92,2.49,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low zone, Strong volume expansion, Positive day move",8.0,1.99,,,Energy / Utilities,87.0,4.0,91.0,2.78,17.07,25.0,42.1,985.46,704.97,1.0,30.51,0.0,,57.18,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low zone, Strong volume expansion, Positive day move"
UNIPARTS,Industrials,Farm & Heavy Construction Machinery,670.05,-1.43,116.14,5.07,68.11,580.37,488.64,0.89,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",15.0,10.32,,,Capital Goods / Infra,84.0,5.0,89.0,17.77,13.53,34.1,123.5,173.64,119.41,1.0,30.03,0.0,,54.4,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum"
KRISHNADEF,Industrials,Specialty Industrial Machinery,1335.0,1.57,100.75,4.64,63.57,1150.91,938.49,0.59,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",15.0,17.07,,,Capital Goods / Infra,79.0,5.0,84.0,1.12,16.88,42.2,62.9,86.05,72.96,1.0,30.03,0.0,,53.9,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move"
GLAND,Healthcare,Drug Manufacturers - Specialty & Generic,2326.2,1.22,47.83,2.91,63.77,2061.06,1867.17,1.41,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",8.0,0.79,,,Pharma / Healthcare,78.0,2.0,80.0,2.74,15.97,22.3,96.4,1031.39,423.19,1.0,33.91,0.0,,53.84,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move"
MARKSANS,Healthcare,Drug Manufacturers - General,263.02,-1.11,69.69,4.53,65.77,219.68,187.99,1.28,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",8.0,3.23,,,Pharma / Healthcare,84.0,2.0,86.0,11.25,14.16,20.8,63.4,458.13,71.85,1.0,33.91,0.0,,53.44,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
CAPLIPOINT,Healthcare,Drug Manufacturers - Specialty & Generic,2519.0,1.13,68.23,2.74,75.69,2011.98,1912.45,0.98,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",15.0,23.74,,,Pharma / Healthcare,86.0,4.0,90.0,0.13,29.32,19.0,19.4,523.23,2.13,1.0,33.91,0.0,,53.34,Neutral,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move"
3MINDIA,Industrials,Conglomerates,33535.0,-0.24,20.64,11.82,62.06,32346.4,32992.68,0.67,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone",8.0,1.31,,,Capital Goods / Infra,80.0,5.0,85.0,9.6,10.26,16.8,200.4,513.72,487.23,1.0,30.03,0.0,,52.5,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Near 52W low zone"
POLYCAB,Industrials,Electrical Equipment & Parts,9692.5,-2.3,55.59,4.28,56.69,9032.57,7858.32,1.24,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",8.0,0.82,,,Capital Goods / Infra,79.0,5.0,84.0,1.74,9.18,39.0,32.5,3560.47,1802.32,1.0,30.03,0.0,,52.15,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support"
FINPIPE,Industrials,Building Products & Equipment,183.65,2.17,24.47,17.46,61.54,174.53,181.38,1.26,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low zone, Normal volume support, Strong positive day move",8.0,3.09,,,Capital Goods / Infra,78.0,0.0,78.0,7.17,14.56,12.1,59.0,191.75,71.34,1.0,30.03,0.0,,51.3,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W low zone, Normal volume support, Strong positive day move"
