symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
NTPC,Utilities,Utilities - Regulated Electric,380.95,1.84,139.29,430.88,173.49,11.59,55.56,363.01,336.72,14885356.95,20930288.0,1.41,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",4.89,19.98,14.88,-9.19,-10.46,-8.75,14.08,30.44,23.63,78.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",10.0,Profit Booking Zone,86.24,320.8,378.09,17.86,100.0,80.0% of closes stayed inside the range | Range width 17.9% | Currently 100.0% through the range,,,20.67,11.97,-2.59,-8.68,,,,,,,,10.3522,12.0003,1.6207,3.65,0.3,329153.35,48.18,Energy / Utilities,8.0,0.0,0.0,0.0,12.0,20.0,0.5,,"Revenue contraction, Earnings contraction",0.0,20.0,,32.14,0.0,,50.07,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 17.9% | Currently 100.0% through the range"
LINDEINDIA,Basic Materials,Specialty Chemicals,7002.62,0.04,2911.17,9885.09,140.54,29.16,56.72,6440.94,6355.79,53575.3,35247.0,0.66,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",3.31,18.08,8.87,-9.19,-10.46,-8.75,12.5,28.54,17.62,78.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.93,Profit Booking Zone,82.29,5833.56,6778.45,16.2,100.0,80.0% of closes stayed inside the range | Range width 16.2% | Currently 100.0% through the range,,,27.84,27.58,22.76,80.36,,,,,,,,105.6673,78.7623,13.5476,6.0,,57801.38,58.55,Chemicals,12.0,18.0,0.0,0.0,5.0,35.0,0.5,,Very high PE,0.0,35.0,,26.96,0.0,,49.54,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 16.2% | Currently 100.0% through the range"
PFC,Financial Services,Credit Services,405.8,0.24,66.83,531.48,507.24,23.65,52.31,388.75,381.34,8672738.55,12199222.0,1.41,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion, Positive day move",1.8,23.09,3.23,-9.19,-10.46,-8.75,10.99,33.55,11.98,73.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",5.15,Profit Booking Zone,84.04,341.96,405.19,18.49,100.0,80.0% of closes stayed inside the range | Range width 18.5% | Currently 100.0% through the range,,,253.16,56.74,2.29,9.56,,,,,,,,4.8263,4.1648,0.9351,4.09,0.639,124248.82,99.22,Financial Services,12.0,5.0,0.0,0.0,15.0,32.0,0.5,,,0.0,32.0,,20.95,0.0,,48.84,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion, Positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 18.5% | Currently 100.0% through the range"
IPCALAB,Healthcare,Drug Manufacturers - Specialty & Generic,1539.55,0.03,663.43,1747.4,132.06,11.89,58.01,1488.81,1407.95,220178.7,196016.0,0.89,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",5.53,9.9,17.82,-9.19,-10.46,-8.75,14.72,20.36,26.57,78.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",11.0,Profit Booking Zone,84.19,1293.44,1519.55,17.48,100.0,80.0% of closes stayed inside the range | Range width 17.5% | Currently 100.0% through the range,,,17.8,13.64,-6.42,15.47,,,,,,,,39.3189,26.9068,5.5581,34.0,0.035,44819.39,67.23,Pharma / Healthcare,8.0,8.0,0.0,0.0,9.0,25.0,0.5,,Revenue contraction,0.0,25.0,,25.8,0.0,,48.37,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 17.5% | Currently 100.0% through the range"
VEDL,Basic Materials,Other Industrial Metals & Mining,661.16,1.03,163.09,757.15,305.41,12.68,43.89,675.74,519.91,14010860.85,25993024.0,1.86,Bearish,38.0,"Above 200 DMA, Weak but watchable RSI, Volume expansion, Positive day move",-0.58,15.58,47.53,-9.19,-10.46,-8.75,8.61,26.04,56.28,70.0,"Positive 3M return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance",10.17,Profit Booking Zone,71.83,471.41,694.25,47.27,85.15,80.0% of closes stayed inside the range | Range width 47.3% | Currently 85.1% through the range,,,23.68,24.85,47.9,79.28,,,,,,,,12.0753,8.5779,2.169,12.36,0.363,107694.43,53.91,Metals / Mining,11.0,20.0,0.0,0.0,15.0,46.0,0.5,,,0.0,46.0,,26.96,0.0,,47.14,Neutral,"Above 200 DMA, Weak but watchable RSI, Volume expansion, Positive day move, Positive 3M return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 47.3% | Currently 85.1% through the range"
TORNTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,4261.73,1.41,1388.75,4474.01,206.88,4.74,50.49,4133.65,3697.33,378773.55,269110.0,0.71,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",1.04,13.14,20.52,-9.19,-10.46,-8.75,10.23,23.6,29.27,78.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",11.0,Profit Booking Zone,82.58,3535.18,4310.78,21.94,93.68,80.0% of closes stayed inside the range | Range width 21.9% | Currently 93.7% through the range,,,27.13,19.53,0.15,7.45,,,,,,,,78.2379,52.2222,19.7416,78.0,0.145,186114.0,75.98,Pharma / Healthcare,12.0,2.0,0.0,0.0,5.0,19.0,0.5,,,0.0,19.0,,25.8,0.0,,46.27,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 21.9% | Currently 93.7% through the range"
COALINDIA,Energy,Thermal Coal,461.98,3.07,153.6,476.32,200.76,3.01,64.52,425.37,381.62,13322191.15,23878653.0,1.79,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",12.5,23.01,23.92,-9.19,-10.46,-8.75,21.69,33.47,32.67,95.0,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",16.67,Breakout Watch,87.16,364.77,433.0,18.7,100.0,80.0% of closes stayed inside the range | Range width 18.7% | Currently 100.0% through the range | Above upper band on elevated volume,,,23.08,23.22,-28.19,-18.64,,,,,,,,8.1631,7.2265,2.1177,5.09,-0.04,252240.46,74.76,Metals / Mining,11.0,0.0,0.0,0.0,15.0,26.0,0.5,,"Revenue contraction, Earnings contraction",0.0,26.0,,35.83,12.0,"Revenue contraction, Earnings contraction",46.22,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 18.7% | Currently 100.0% through the range | Above upper band on elevated volume"
DRREDDY,Healthcare,Drug Manufacturers - Specialty & Generic,1290.71,1.91,778.62,1403.63,65.77,8.04,53.35,1247.73,1255.75,1758064.2,3359706.0,1.91,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",1.29,1.62,-1.8,-9.19,-10.46,-8.75,10.48,12.08,6.95,43.0,"Positive 1M return, Positive 3M return, 1M Nifty outperformance, 3M Nifty outperformance",27.0,Profit Booking Zone,87.79,1194.41,1284.37,7.53,100.0,80.0% of closes stayed inside the range | Range width 7.5% | Currently 100.0% through the range,3.25,2.15,16.42,13.86,-0.89,-15.82,18.19,1.88,1.38,1865.7,6773.2,1090.8,358.8,30.1735,20.2046,2.607,66.0,0.242,99960.01,50.18,Pharma / Healthcare,8.0,0.0,15.0,17.0,13.0,53.0,1.0,,"Revenue contraction, Earnings contraction",2.0,55.0,General low-debt support,25.8,7.0,Earnings contraction,45.62,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move, Positive 1M return, Positive 3M return, 1M Nifty outperformance, 3M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 7.5% | Currently 100.0% through the range"
WAAREEENER,Technology,Solar,3165.9,0.32,1861.96,3862.83,70.03,18.04,68.05,2814.45,3079.86,2851385.5,2180409.0,0.76,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",10.15,4.64,-9.51,-9.19,-10.46,-8.75,19.34,15.1,-0.76,50.0,"Strong 1M absolute return, Positive 3M return, 1M Nifty outperformance, 3M Nifty outperformance",6.1,Neutral Range,75.07,2626.7,3437.23,30.86,66.52,80.0% of closes stayed inside the range | Range width 30.9% | Currently 66.5% through the range,,,21.95,14.04,70.93,42.57,,,,,,,,20.4085,16.1252,5.3126,15.0,,76745.38,30.23,IT / Technology,10.0,20.0,0.0,0.0,11.0,41.0,0.5,,,5.0,46.0,Strong operating margin,20.57,0.0,,45.44,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Strong 1M absolute return, Positive 3M return, 1M Nifty outperformance, 3M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 30.9% | Currently 66.5% through the range"
NLCINDIA,Utilities,Utilities - Regulated Electric,266.35,2.98,60.45,301.85,340.6,11.76,56.91,256.35,246.14,2478430.15,4195734.0,1.69,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",1.93,13.03,6.08,-9.19,-10.46,-8.75,11.12,23.49,14.83,63.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",22.5,Profit Booking Zone,88.16,237.63,266.21,12.03,100.0,80.0% of closes stayed inside the range | Range width 12.0% | Currently 100.0% through the range,,,19.87,14.99,16.14,-16.49,,,,,,,,12.0326,10.25,1.7827,2.52,,38375.17,80.32,Energy / Utilities,10.0,8.0,0.0,0.0,15.0,33.0,0.5,,Earnings contraction,0.0,33.0,,32.14,7.0,Earnings contraction,45.12,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 12.0% | Currently 100.0% through the range"
ASTRAL,Industrials,Building Products & Equipment,1629.24,-0.52,1227.05,2438.47,32.78,33.19,50.71,1556.08,1473.54,763995.05,388331.0,0.51,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",0.67,14.62,11.94,-9.19,-10.46,-8.75,9.86,25.08,20.69,78.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",8.05,Profit Booking Zone,80.0,1389.7,1644.82,18.36,93.89,80.0% of closes stayed inside the range | Range width 18.4% | Currently 93.9% through the range,,,10.63,6.99,13.25,32.8,,,,,,,,73.3834,43.7432,9.6923,28.0,0.166,39330.39,39.36,Capital Goods / Infra,6.0,15.0,0.0,0.0,5.0,26.0,0.5,,,0.0,26.0,,23.68,0.0,,44.65,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 18.4% | Currently 93.9% through the range"
