symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
HINDCOPPER,Basic Materials,Copper,362.92,-2.25,92.4,411.82,292.78,11.87,63.02,337.22,263.53,13670759.15,22042865.0,1.61,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",7.56,48.74,41.14,1.51,4.79,3.42,6.05,43.95,37.72,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",1.72,Breakout Watch,81.37,238.54,341.83,43.3,100.0,80.0% of closes stayed inside the range | Range width 43.3% | Currently 100.0% through the range | Above upper band on elevated volume,6.16,4.76,33.17,25.6,39.06,36.9,4.78,1.37,0.84,104.87,142.41,,,45.4523,27.1139,15.8616,46.0,,52963.9,91.1,Metals / Mining,12.0,20.0,11.0,0.0,7.0,50.0,0.86,,,2.0,52.0,General low-debt support,20.64,0.0,,63.3,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 43.3% | Currently 100.0% through the range | Above upper band on elevated volume"
AAREYDRUGS,Healthcare,Drug Manufacturers - Specialty & Generic,71.83,-5.01,22.0,100.0,226.5,28.17,22.02,88.32,64.68,62329.15,18128.0,0.29,Bearish,19.0,"Above 200 DMA, Oversold RSI",-27.44,0.87,31.51,1.51,4.79,3.42,-28.95,-3.92,28.09,45.0,"Positive 3M return, Strong 6M absolute return, 6M Nifty outperformance",8.33,Accumulation Zone,65.47,63.1,94.98,50.52,27.38,80.0% of closes stayed inside the range | Range width 50.5% | Currently 27.4% through the range,0.69,0.35,2.32,1.22,-17.66,-25.34,34.11,1.79,1.52,7.19,50.78,,,70.0866,,1.6837,,1.245,296.89,3.82,Pharma / Healthcare,0.0,0.0,14.0,0.0,4.0,18.0,0.79,,"Revenue contraction, Earnings contraction",2.0,20.0,General low-debt support,17.42,28.0,"Extreme RSI weakness, Sharp daily fall, Low volume participation, Revenue contraction, Earnings contraction",0.0,Avoid,"Above 200 DMA, Oversold RSI, Positive 3M return, Strong 6M absolute return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 50.5% | Currently 27.4% through the range"
ABLBL,Consumer Services,Unknown,127.86,-0.01,123.84,167.11,3.24,23.49,41.95,134.26,,1578916.5,834159.0,0.53,Bearish,16.0,"Weak but watchable RSI, Near 52W low with stable RSI",-1.12,-10.39,,1.51,4.79,3.42,-2.63,-15.18,,0.0,,75.0,Accumulation Zone,72.76,130.69,154.65,18.33,0.0,79.1% of closes stayed inside the range | Range width 18.3% | Currently 0.0% through the range,,,30.14,1.31,-76.43,-59.63,,,,,,,,,,,,,,,General,6.0,0.0,0.0,0.0,0.0,6.0,0.29,,"Revenue contraction, Earnings contraction",0.0,6.0,,10.65,16.0,"Revenue contraction, Earnings contraction, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Near 52W low with stable RSI, 79.1% of closes stayed inside the range | Range width 18.3% | Currently 0.0% through the range"
ABREL,Real Estate,Real Estate Services,1654.62,-5.3,582.03,3131.73,184.28,47.17,38.0,1719.1,1941.38,196724.7,448565.0,2.28,Bearish,23.0,"Weak but watchable RSI, Strong volume expansion",-4.51,-6.66,-32.57,1.51,4.79,3.42,-6.02,-11.45,-35.99,0.0,,62.5,Accumulation Zone,71.4,1641.24,2330.74,42.01,1.94,80.0% of closes stayed inside the range | Range width 42.0% | Currently 1.9% through the range,,,5.82,-17.66,-88.02,84.21,,,,,,,,,23.7319,4.1455,18.0,0.428,15337.15,58.74,Cement / Realty,0.0,10.0,0.0,0.0,4.0,14.0,0.43,,"Negative net margin, Revenue contraction",0.0,14.0,,19.34,30.0,"Below 200 DMA, Sharp daily fall, Negative net margin, Revenue contraction, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Strong volume expansion, 80.0% of closes stayed inside the range | Range width 42.0% | Currently 1.9% through the range"
DIGITIDE,Industrials,Specialty Business Services,129.46,-0.97,126.0,279.69,2.75,53.71,28.8,155.24,,205759.1,234343.0,1.14,Bearish,14.0,"Oversold RSI, Near 52W low zone, Normal volume support",-11.25,-30.73,,1.51,4.79,3.42,-12.76,-35.52,,0.0,,65.79,Accumulation Zone,66.94,144.6,232.98,61.12,0.0,80.0% of closes stayed inside the range | Range width 61.1% | Currently 0.0% through the range,-0.21,-0.1,4.52,-0.23,3.87,-131.07,50.67,1.51,,76.06,427.33,,,,,1.7725,,,1483.06,100.0,Capital Goods / Infra,0.0,2.0,8.0,0.0,4.0,14.0,0.64,,"Negative net margin, Earnings contraction",0.0,14.0,,17.87,15.0,"Negative net margin, Earnings contraction",0.0,Avoid,"Oversold RSI, Near 52W low zone, Normal volume support, 80.0% of closes stayed inside the range | Range width 61.1% | Currently 0.0% through the range"
DIGJAMLMTD,Consumer Cyclical,Textile Manufacturing,40.01,0.0,31.46,157.7,27.18,74.63,9.99,47.34,45.09,728.55,1113.0,1.53,Bearish,14.0,"Oversold RSI, Volume expansion",-7.3,-28.57,6.69,1.51,4.79,3.42,-8.81,-33.36,3.27,10.0,Positive 6M return,28.57,Accumulation Zone,69.3,39.69,56.98,43.56,1.84,80.0% of closes stayed inside the range | Range width 43.6% | Currently 1.8% through the range,-37.75,-2.15,8.01,-12.33,257.72,-281.46,1263.9,0.56,0.31,0.71,58.35,,,26.5855,,23.4828,,0.177,102.62,28.54,Consumer Discretionary,0.0,10.0,0.0,0.0,4.0,14.0,0.79,,"Negative net margin, Earnings contraction, Very high debt",0.0,14.0,,19.56,44.0,"Below 200 DMA, Extreme RSI weakness, Far from 52W high, Very high debt, Negative net margin, Earnings contraction",0.0,Avoid,"Oversold RSI, Volume expansion, Positive 6M return, 80.0% of closes stayed inside the range | Range width 43.6% | Currently 1.8% through the range"
DISHTV,Communication Services,Entertainment,3.81,-5.46,3.78,26.05,0.79,85.37,28.98,4.49,5.3,3186370.85,4311496.0,1.35,Bearish,19.0,"Oversold RSI, Near 52W low zone, Volume expansion",-12.61,-31.1,-31.1,1.51,4.79,3.42,-14.12,-35.89,-34.52,0.0,,71.43,Breakdown Risk,35.0,4.3,5.69,32.44,0.0,80.0% of closes stayed inside the range | Range width 32.4% | Currently 0.0% through the range | Below lower band on elevated volume,3.82,-5.84,-24.66,-45.56,-11.61,-40.33,-0.47,0.13,0.13,16.19,16.34,,,,-1.5667,-0.1342,,0.906,519.23,35.07,Telecom,0.0,0.0,9.0,0.0,2.0,11.0,0.71,,"Negative net margin, Revenue contraction, Earnings contraction",2.0,13.0,General low-debt support,17.43,33.0,"Below 200 DMA, Sharp daily fall, Far from 52W high, Negative net margin, Earnings contraction",0.0,Avoid,"Oversold RSI, Near 52W low zone, Volume expansion, 80.0% of closes stayed inside the range | Range width 32.4% | Currently 0.0% through the range | Below lower band on elevated volume"
DJML,Industrials,Specialty Business Services,56.09,-5.66,39.89,209.27,40.61,73.2,24.5,82.74,105.37,189679.95,105446.0,0.56,Bearish,4.0,Oversold RSI,-29.94,-42.26,-49.8,1.51,4.79,3.42,-31.45,-47.05,-53.22,0.0,,65.79,Accumulation Zone,65.6,73.17,114.16,56.01,0.0,80.0% of closes stayed inside the range | Range width 56.0% | Currently 0.0% through the range,2.86,1.78,10.18,6.34,27.53,13.83,40.61,4.59,2.92,4.06,29.0,,,22.2123,,2.7484,21.0,-0.073,259.37,25.46,Capital Goods / Infra,6.0,15.0,15.0,0.0,10.0,46.0,0.86,,,5.0,51.0,Strong order-book-driven revenue growth,17.87,26.0,"Below 200 DMA, Extreme RSI weakness, Sharp daily fall, Far from 52W high",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 56.0% | Currently 0.0% through the range"
AAKASH,Energy,Oil & Gas Equipment & Services,8.85,-0.11,5.7,17.15,55.26,48.4,44.74,9.08,9.26,108861.55,108611.0,1.0,Bearish,8.0,Weak but watchable RSI,-1.45,-14.16,4.61,1.51,4.79,3.42,-2.96,-18.95,1.19,10.0,Positive 6M return,20.0,Accumulation Zone,72.33,8.86,10.92,23.27,0.0,80.8% of closes stayed inside the range | Range width 23.3% | Currently 0.0% through the range,0.45,0.26,2.8,1.12,-74.74,-84.93,42.88,0.73,,0.2,26.24,,,24.9429,,1.3522,,-0.112,88.39,83.1,Energy / Utilities,0.0,0.0,7.0,0.0,8.0,15.0,0.71,,"Revenue contraction, Earnings contraction",2.0,17.0,General low-debt support,18.8,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Positive 6M return, 80.8% of closes stayed inside the range | Range width 23.3% | Currently 0.0% through the range"
ABFRL,Consumer Cyclical,Apparel Manufacturing,74.58,-3.66,70.55,364.4,5.71,79.53,37.11,81.11,134.97,2476171.6,2673988.0,1.08,Bearish,21.0,"Weak but watchable RSI, Near 52W low with stable RSI, Normal volume support",-6.84,-16.07,-3.59,1.51,4.79,3.42,-8.35,-20.86,-7.01,0.0,,70.83,Accumulation Zone,74.99,74.57,87.4,17.21,0.05,80.0% of closes stayed inside the range | Range width 17.2% | Currently 0.1% through the range,,,-11.13,-11.57,-74.94,43.6,,,,,,,,,-9.1952,1.094,,0.026,6386.86,54.8,Consumer Discretionary,0.0,10.0,0.0,0.0,4.0,14.0,0.36,,"Negative net margin, Revenue contraction",0.0,14.0,,19.56,30.0,"Below 200 DMA, Far from 52W high, Negative net margin, Revenue contraction, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Near 52W low with stable RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 17.2% | Currently 0.1% through the range"
ANTELOPUS,Energy,Oil & Gas E&P,371.1,-2.44,216.5,1078.25,71.41,65.58,21.83,507.23,566.39,131697.25,31019.0,0.24,Bearish,4.0,Oversold RSI,-34.23,-34.28,-43.96,1.51,4.79,3.42,-35.74,-39.07,-47.38,0.0,,65.0,Accumulation Zone,68.42,499.17,685.21,37.27,0.0,80.0% of closes stayed inside the range | Range width 37.3% | Currently 0.0% through the range,2.01,1.61,24.72,21.42,8.89,5.26,0.64,3.51,2.97,5.76,3.79,,,20.9947,,4.2235,,,2768.33,82.16,Energy / Utilities,11.0,7.0,20.0,0.0,6.0,44.0,0.79,Cash covers debt,,2.0,46.0,General low-debt support,18.8,24.0,"Below 200 DMA, Extreme RSI weakness, Far from 52W high, Low volume participation",0.0,Avoid,"Oversold RSI, Cash covers debt, 80.0% of closes stayed inside the range | Range width 37.3% | Currently 0.0% through the range"
ANNAPURNA,Consumer Defensive,Packaged Foods,216.5,-6.56,109.3,494.9,98.08,56.25,31.5,247.38,271.58,148100.0,57500.0,0.39,Bearish,8.0,Weak but watchable RSI,-9.94,-11.34,-24.06,1.51,4.79,3.42,-11.45,-16.13,-27.48,0.0,,71.62,Accumulation Zone,72.12,240.38,284.11,18.19,0.0,80.0% of closes stayed inside the range | Range width 18.2% | Currently 0.0% through the range,,,,,,,36.05,1.48,1.18,16.81,113.49,,,10.1866,,0.8916,,0.043,254.44,32.33,FMCG / Consumer,0.0,0.0,11.0,0.0,10.0,21.0,0.36,,,3.0,24.0,"Low debt, typical of a healthy consumer business",21.05,20.0,"Below 200 DMA, Sharp daily fall, Low volume participation, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 18.2% | Currently 0.0% through the range"
ANMOL,Energy,Thermal Coal,14.01,0.36,12.9,68.0,8.6,79.4,37.6,15.12,16.33,35545.2,47469.0,1.34,Bearish,31.0,"Weak but watchable RSI, Near 52W low with stable RSI, Volume expansion, Positive day move",-11.33,-12.6,-20.31,1.51,4.79,3.42,-12.84,-17.39,-23.73,0.0,,65.0,Breakdown Risk,35.0,14.68,17.5,19.24,0.0,80.0% of closes stayed inside the range | Range width 19.2% | Currently 0.0% through the range | Below lower band on elevated volume,0.06,0.02,0.35,0.03,-60.46,-98.78,185.1,1.57,1.03,149.89,212.38,,,4.9752,,0.4819,,0.619,57.2,1.7,Metals / Mining,0.0,0.0,6.0,0.0,10.0,16.0,0.79,,"Revenue contraction, Earnings contraction",0.0,16.0,,18.8,25.0,"Below 200 DMA, Far from 52W high, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Near 52W low with stable RSI, Volume expansion, Positive day move, 80.0% of closes stayed inside the range | Range width 19.2% | Currently 0.0% through the range | Below lower band on elevated volume"
ANDHRAPAP,Basic Materials,Paper & Paper Products,65.21,-1.23,63.74,129.86,2.31,49.78,20.64,73.94,75.26,57108.05,69193.0,1.21,Bearish,14.0,"Oversold RSI, Near 52W low zone, Normal volume support",-9.36,-17.07,-14.85,1.51,4.79,3.42,-10.87,-21.86,-18.27,0.0,,65.87,Accumulation Zone,73.49,69.12,81.17,17.42,0.0,80.0% of closes stayed inside the range | Range width 17.4% | Currently 0.0% through the range,-1.05,-0.79,-9.31,-5.6,-7.97,-195.1,13.63,2.76,2.1,7.34,262.51,,,43.3121,,0.6262,82.0,0.084,1214.38,32.81,General,0.0,0.0,17.0,0.0,8.0,25.0,0.86,,"Negative net margin, Revenue contraction, Earnings contraction",2.0,27.0,General low-debt support,18.52,31.0,"Below 200 DMA, Extreme RSI weakness, Negative net margin, Earnings contraction",0.0,Avoid,"Oversold RSI, Near 52W low zone, Normal volume support, 80.0% of closes stayed inside the range | Range width 17.4% | Currently 0.0% through the range"
AMNPLST,Basic Materials,Chemicals,177.63,-5.19,148.43,358.58,19.67,50.46,19.32,207.21,220.9,5395.95,16095.0,2.98,Bearish,24.0,"Oversold RSI, Near 52W low zone, Strong volume expansion",-13.59,-21.58,-27.85,1.51,4.79,3.42,-15.1,-26.37,-31.27,0.0,,65.87,Breakdown Risk,35.0,197.95,245.4,23.97,0.0,80.0% of closes stayed inside the range | Range width 24.0% | Currently 0.0% through the range | Below lower band on elevated volume,2.29,1.58,7.04,4.63,-5.1,-17.04,11.32,3.07,2.18,25.17,30.49,,,26.271,,3.4674,27.0,0.166,1013.25,24.77,Chemicals,0.0,0.0,17.0,0.0,8.0,25.0,0.86,,"Revenue contraction, Earnings contraction",2.0,27.0,General low-debt support,18.52,28.0,"Below 200 DMA, Extreme RSI weakness, Sharp daily fall, Earnings contraction",0.0,Avoid,"Oversold RSI, Near 52W low zone, Strong volume expansion, 80.0% of closes stayed inside the range | Range width 24.0% | Currently 0.0% through the range | Below lower band on elevated volume"
BSL,Consumer Cyclical,Textile Manufacturing,158.02,-7.51,109.14,330.18,44.78,52.14,28.16,179.6,163.52,11496.6,23399.0,2.04,Bearish,19.0,"Oversold RSI, Strong volume expansion",-21.1,-6.75,17.37,1.51,4.79,3.42,-22.61,-11.54,13.95,10.0,Positive 6M return,28.57,Lower Range Watch,67.15,142.24,192.2,35.13,31.59,80.0% of closes stayed inside the range | Range width 35.1% | Currently 31.6% through the range,1.43,0.26,5.18,0.93,16.67,269.8,366.39,1.07,0.49,0.07,440.98,,,34.8527,118.2981,1.056,66.0,0.555,126.62,42.57,Consumer Discretionary,0.0,18.0,2.0,0.0,10.0,30.0,0.86,,Very high debt,0.0,30.0,,19.56,21.0,"Below 200 DMA, Sharp daily fall, Very high debt",0.0,Avoid,"Oversold RSI, Strong volume expansion, Positive 6M return, 80.0% of closes stayed inside the range | Range width 35.1% | Currently 31.6% through the range"
BSHSL,Basic Materials,Agricultural Inputs,98.13,-3.77,51.51,665.7,90.51,85.26,19.27,118.77,131.07,15762.65,38085.0,2.42,Bearish,19.0,"Oversold RSI, Strong volume expansion",-19.64,-26.99,-29.11,1.51,4.79,3.42,-21.15,-31.78,-32.53,0.0,,65.87,Breakdown Risk,35.0,113.34,140.94,24.35,0.0,80.0% of closes stayed inside the range | Range width 24.4% | Currently 0.0% through the range | Below lower band on elevated volume,1.88,1.38,13.96,8.36,-82.44,-81.71,24.98,3.83,0.72,0.28,29.84,,,33.6447,,7.3633,,0.891,963.85,18.73,General,6.0,0.0,12.0,0.0,4.0,22.0,0.79,,"Revenue contraction, Earnings contraction",2.0,24.0,General low-debt support,18.52,33.0,"Below 200 DMA, Extreme RSI weakness, Far from 52W high, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Strong volume expansion, 80.0% of closes stayed inside the range | Range width 24.4% | Currently 0.0% through the range | Below lower band on elevated volume"
BRNL,Industrials,Infrastructure Operations,22.3,-4.74,17.4,98.5,28.16,77.36,36.64,23.75,24.71,151205.5,128374.0,0.85,Bearish,8.0,Weak but watchable RSI,-8.83,9.64,-3.13,1.51,4.79,3.42,-10.34,4.85,-6.55,10.0,Positive 3M return,24.34,Neutral Range,64.28,19.9,24.47,22.93,52.48,80.0% of closes stayed inside the range | Range width 22.9% | Currently 52.5% through the range,1.15,0.3,-317.27,27.79,-63.02,-53.54,105.1,1.44,,50.01,434.31,,,,,0.2062,,-0.087,145.15,96.98,Capital Goods / Infra,6.0,0.0,4.0,0.0,4.0,14.0,0.64,,"Revenue contraction, Earnings contraction",0.0,14.0,,17.87,25.0,"Below 200 DMA, Far from 52W high, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Positive 3M return, 80.0% of closes stayed inside the range | Range width 22.9% | Currently 52.5% through the range"
BRIGHOTEL,Consumer Cyclical,Lodging,74.57,-0.55,72.97,91.77,2.19,18.74,21.35,80.29,,123267.1,97071.0,0.79,Bearish,9.0,"Oversold RSI, Near 52W low zone",-7.08,-10.22,,1.51,4.79,3.42,-8.59,-15.01,,0.0,,70.83,Accumulation Zone,73.1,78.12,85.55,9.51,0.0,79.5% of closes stayed inside the range | Range width 9.5% | Currently 0.0% through the range,23.24,2.13,24.73,4.33,-62.48,-75.32,871.92,0.44,0.4,10.77,757.52,148.95,54.21,33.0889,19.2129,2.3626,,,2262.34,68.84,Consumer Discretionary,11.0,0.0,0.0,17.0,11.0,39.0,0.93,Strong ROE,"Revenue contraction, Earnings contraction, Very high debt",2.0,41.0,General quality ROE,19.56,28.0,"Extreme RSI weakness, Very high debt, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Near 52W low zone, Strong ROE, 79.5% of closes stayed inside the range | Range width 9.5% | Currently 0.0% through the range"
BRIGADE,Real Estate,Real Estate - Development,643.26,-2.55,319.48,1081.58,101.35,40.53,30.8,704.03,749.68,381643.05,800806.0,2.1,Bearish,23.0,"Weak but watchable RSI, Strong volume expansion",-12.03,-5.32,-31.12,1.51,4.79,3.42,-13.54,-10.11,-34.54,0.0,,62.5,Breakdown Risk,35.0,671.42,827.5,23.25,0.0,80.0% of closes stayed inside the range | Range width 23.2% | Currently 0.0% through the range | Below lower band on elevated volume,,,,,,,,,,,,,,33.2256,17.1705,30.7106,30.0,0.16,20947.78,52.99,Cement / Realty,0.0,0.0,0.0,0.0,9.0,9.0,0.21,,,0.0,9.0,,19.34,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Strong volume expansion, 80.0% of closes stayed inside the range | Range width 23.2% | Currently 0.0% through the range | Below lower band on elevated volume"
BPL,Technology,Consumer Electronics,51.34,-14.19,46.7,147.85,9.94,65.28,13.3,71.15,78.63,94408.85,567397.0,6.01,Bearish,24.0,"Oversold RSI, Near 52W low zone, Strong volume expansion",-27.17,-40.36,-38.84,1.51,4.79,3.42,-28.68,-45.15,-42.26,0.0,,69.64,Breakdown Risk,35.0,65.58,90.36,37.78,0.0,80.0% of closes stayed inside the range | Range width 37.8% | Currently 0.0% through the range | Below lower band on elevated volume,-0.07,-0.03,-0.6,-0.95,1.86,-106.88,42.21,0.74,0.72,1.9,106.45,-96.68,-96.7,,,1.0438,,0.165,246.98,36.2,IT / Technology,0.0,0.0,7.0,0.0,4.0,11.0,0.86,,"Negative net margin, Earnings contraction, Negative operating cash flow, Negative free cash flow",0.0,11.0,,18.87,50.0,"Below 200 DMA, Extreme RSI weakness, Sharp daily fall, Far from 52W high, Negative net margin, Earnings contraction, Negative operating cash flow, Negative free cash flow",0.0,Avoid,"Oversold RSI, Near 52W low zone, Strong volume expansion, 80.0% of closes stayed inside the range | Range width 37.8% | Currently 0.0% through the range | Below lower band on elevated volume"
BOSCH-HCIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1395.2,-5.31,911.39,2545.76,53.09,45.2,5.19,1705.47,1711.01,27340.2,29415.0,1.08,Bearish,9.0,"Oversold RSI, Normal volume support",-20.2,-19.72,-16.63,1.51,4.79,3.42,-21.71,-24.51,-20.05,0.0,,70.83,Accumulation Zone,74.65,1711.2,1757.13,2.68,0.0,80.0% of closes stayed inside the range | Range width 2.7% | Currently 0.0% through the range,-8.37,-3.31,-12.62,-9.86,-52.48,-362.03,37.84,1.16,0.46,18.86,180.62,,,1130.1333,,9.2283,3.81,0.628,4609.4,30.48,Consumer Discretionary,0.0,0.0,9.0,0.0,2.0,11.0,0.86,,"Negative net margin, Revenue contraction, Earnings contraction, Very high PE",2.0,13.0,General low-debt support,19.56,41.0,"Below 200 DMA, Extreme RSI weakness, Sharp daily fall, Negative net margin, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 2.7% | Currently 0.0% through the range"
BOMDYEING,Consumer Cyclical,Textile Manufacturing,127.98,-3.78,52.4,253.72,144.24,49.56,16.14,159.34,153.75,515993.55,678353.0,1.31,Bearish,14.0,"Oversold RSI, Volume expansion",-17.44,-27.77,-16.71,1.51,4.79,3.42,-18.95,-32.56,-20.13,0.0,,70.83,Breakdown Risk,35.0,145.32,180.66,24.31,0.0,80.0% of closes stayed inside the range | Range width 24.3% | Currently 0.0% through the range | Below lower band on elevated volume,0.08,0.07,-5.86,0.53,-4.03,-86.1,0.13,2.38,1.87,9.75,3.04,,,120.8163,,1.0703,34.0,0.325,2445.37,29.44,Consumer Discretionary,0.0,0.0,20.0,0.0,6.0,26.0,0.86,Cash covers debt,"Revenue contraction, Earnings contraction, Very high PE",2.0,28.0,General low-debt support,19.56,23.0,"Below 200 DMA, Extreme RSI weakness, Earnings contraction",0.0,Avoid,"Oversold RSI, Volume expansion, Cash covers debt, 80.0% of closes stayed inside the range | Range width 24.3% | Currently 0.0% through the range | Below lower band on elevated volume"
ARIHANTSUP,Real Estate,Real Estate - Development,324.15,-2.83,157.42,551.59,105.92,41.23,17.92,392.54,393.79,44100.65,65767.0,1.49,Bearish,14.0,"Oversold RSI, Volume expansion",-20.73,-17.06,-16.69,1.51,4.79,3.42,-22.24,-21.85,-20.11,0.0,,62.5,Breakdown Risk,35.0,357.18,428.41,19.94,0.0,80.0% of closes stayed inside the range | Range width 19.9% | Currently 0.0% through the range | Below lower band on elevated volume,1.74,0.35,23.83,4.98,1.39,-36.06,237.76,3.06,0.5,18.21,835.38,,,25.9766,,3.0439,10.0,0.67,1104.39,37.72,Cement / Realty,5.0,0.0,5.0,0.0,8.0,18.0,0.86,,"Earnings contraction, Very high debt",0.0,18.0,,19.34,31.0,"Below 200 DMA, Extreme RSI weakness, Very high debt, Earnings contraction",0.0,Avoid,"Oversold RSI, Volume expansion, 80.0% of closes stayed inside the range | Range width 19.9% | Currently 0.0% through the range | Below lower band on elevated volume"
ARE&M,Industrials,Electrical Equipment & Parts,922.27,-1.88,459.49,1732.94,100.72,46.78,31.34,969.77,977.28,258940.7,283075.0,1.09,Bearish,13.0,"Weak but watchable RSI, Normal volume support",-3.21,-8.37,-7.24,1.51,4.79,3.42,-4.72,-13.16,-10.66,0.0,,65.79,Accumulation Zone,76.82,942.67,1006.56,6.78,0.0,81.7% of closes stayed inside the range | Range width 6.8% | Currently 0.0% through the range,,,6.51,4.85,-73.4,-82.55,,,,,,,,18.3025,15.7433,2.0821,1.16,0.822,16863.04,31.52,Capital Goods / Infra,0.0,0.0,0.0,0.0,14.0,14.0,0.5,,"Revenue contraction, Earnings contraction",0.0,14.0,,17.87,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Normal volume support, 81.7% of closes stayed inside the range | Range width 6.8% | Currently 0.0% through the range"
ARCHIES,Consumer Cyclical,Specialty Retail,18.47,-2.79,14.81,42.5,24.71,56.54,38.03,19.79,19.47,17887.05,42176.0,2.36,Bearish,28.0,"Weak but watchable RSI, Near 52W low zone, Strong volume expansion",-7.0,1.93,-9.19,1.51,4.79,3.42,-8.51,-2.86,-12.61,10.0,Positive 3M return,28.57,Accumulation Zone,76.04,18.53,22.24,20.01,0.0,80.0% of closes stayed inside the range | Range width 20.0% | Currently 0.0% through the range,-0.19,-0.13,4.21,-1.39,34.09,-184.01,33.45,1.69,0.3,0.36,43.58,,,,,0.3628,,0.843,45.27,64.54,Consumer Discretionary,0.0,10.0,11.0,0.0,4.0,25.0,0.71,,"Negative net margin, Earnings contraction",2.0,27.0,General low-debt support,19.56,23.0,"Below 200 DMA, Negative net margin, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Near 52W low zone, Strong volume expansion, Positive 3M return, 80.0% of closes stayed inside the range | Range width 20.0% | Currently 0.0% through the range"
APTUS,Financial Services,Mortgage Finance,276.17,-1.05,222.38,389.74,24.19,29.14,40.9,296.22,312.67,1311301.85,812655.0,0.62,Bearish,13.0,"Weak but watchable RSI, Near 52W low zone",-3.28,-18.66,-14.54,1.51,4.79,3.42,-4.79,-23.45,-17.96,0.0,,73.33,Accumulation Zone,72.63,281.22,342.39,21.75,0.0,80.0% of closes stayed inside the range | Range width 21.8% | Currently 0.0% through the range,,,,,,,,,,,,,,13.0224,9.8005,2.5349,1.95,0.702,12828.45,99.82,Financial Services,0.0,0.0,0.0,0.0,14.0,14.0,0.21,,,0.0,14.0,,19.19,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Near 52W low zone, 80.0% of closes stayed inside the range | Range width 21.8% | Currently 0.0% through the range"
