symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
JSWENERGY,Utilities,Utilities - Independent Power Producers,468.61,-2.88,200.89,799.01,133.27,41.35,27.07,521.83,510.05,2278268.3,2984285.0,1.31,Bearish,14.0,"Oversold RSI, Volume expansion",-10.96,-7.63,-7.27,1.52,5.14,5.55,-12.48,-12.77,-12.82,0.0,,67.5,Breakdown Risk,35.0,497.44,538.29,8.21,0.0,80.0% of closes stayed inside the range | Range width 8.2% | Currently 0.0% through the range | Below lower band on elevated volume,,,39.86,14.45,-55.21,-61.91,,,,,,,,43.9269,32.8867,3.191,36.0,0.133,102383.84,66.89,Energy / Utilities,11.0,0.0,0.0,0.0,9.0,20.0,0.5,,"Revenue contraction, Earnings contraction",0.0,20.0,,18.25,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Volume expansion, 80.0% of closes stayed inside the range | Range width 8.2% | Currently 0.0% through the range | Below lower band on elevated volume"
COCHINSHIP,Industrials,Aerospace & Defense,1618.64,-1.07,154.78,2941.12,945.8,44.97,31.51,1763.98,1705.25,897261.75,479589.0,0.53,Bearish,8.0,Weak but watchable RSI,-8.06,-6.32,-21.96,1.52,5.14,5.55,-9.58,-11.46,-27.51,0.0,,78.74,Accumulation Zone,71.32,1656.5,2045.82,23.5,0.0,80.0% of closes stayed inside the range | Range width 23.5% | Currently 0.0% through the range,1.89,0.75,3.82,9.61,4.68,-42.75,20.29,1.3,1.03,107.59,1156.03,,,55.3066,34.0724,6.7461,89.0,0.582,39619.97,34.96,Capital Goods / Infra,3.0,2.0,11.0,0.0,7.0,23.0,0.86,,Earnings contraction,0.0,23.0,,24.23,15.0,"Below 200 DMA, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 23.5% | Currently 0.0% through the range"
COLPAL,Consumer Defensive,Household & Personal Products,2077.41,-2.61,1327.04,3733.22,56.54,44.35,30.4,2175.71,2315.38,346221.45,561527.0,1.62,Bearish,18.0,"Weak but watchable RSI, Volume expansion",-4.06,-10.8,-14.4,1.52,5.14,5.55,-5.58,-15.94,-19.95,0.0,,79.17,Breakdown Risk,35.0,2148.19,2356.39,9.69,0.0,80.0% of closes stayed inside the range | Range width 9.7% | Currently 0.0% through the range | Below lower band on elevated volume,,,29.21,22.57,-76.32,-77.69,,,,,,,,40.4887,34.0636,34.4253,2.39,0.522,54533.12,68.93,FMCG / Consumer,12.0,0.0,0.0,0.0,7.0,19.0,0.5,,"Revenue contraction, Earnings contraction",0.0,19.0,,19.36,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Volume expansion, 80.0% of closes stayed inside the range | Range width 9.7% | Currently 0.0% through the range | Below lower band on elevated volume"
ATGL,Utilities,Utilities - Regulated Gas,593.19,-1.37,521.49,3994.52,13.75,85.15,33.98,627.3,624.55,479091.8,389279.0,0.81,Bearish,13.0,"Weak but watchable RSI, Near 52W low zone",-5.67,-0.63,-13.02,1.52,5.14,5.55,-7.19,-5.77,-18.57,0.0,,67.5,Accumulation Zone,75.26,595.64,659.69,10.75,0.0,80.8% of closes stayed inside the range | Range width 10.8% | Currently 0.0% through the range,,,17.23,11.99,-72.26,-74.75,,,,,,,,116.2588,,14.9289,4.0,0.606,72625.95,28.25,Energy / Utilities,6.0,0.0,0.0,0.0,2.0,8.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,8.0,,18.25,25.0,"Below 200 DMA, Far from 52W high, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Near 52W low zone, 80.8% of closes stayed inside the range | Range width 10.8% | Currently 0.0% through the range"
DLF,Real Estate,Real Estate - Development,699.22,-0.59,325.47,943.27,114.83,25.87,30.82,737.87,735.06,2074145.35,1396559.0,0.67,Bearish,8.0,Weak but watchable RSI,-8.6,-7.38,-11.23,1.52,5.14,5.55,-10.12,-12.52,-16.78,0.0,,80.0,Accumulation Zone,72.49,716.31,828.98,15.73,0.0,80.0% of closes stayed inside the range | Range width 15.7% | Currently 0.0% through the range,,,12.14,28.07,-65.81,-82.54,,,,,,,,36.8868,25.8892,3.6022,1.23,0.386,163803.75,46.51,Cement / Realty,9.0,0.0,0.0,0.0,8.0,17.0,0.5,,"Revenue contraction, Earnings contraction",0.0,17.0,,15.92,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 15.7% | Currently 0.0% through the range"
DALBHARAT,Basic Materials,Building Materials,1977.7,-0.17,1448.98,2484.34,36.49,20.39,29.0,2121.99,2063.83,170415.4,144072.0,0.85,Bearish,4.0,Oversold RSI,-3.23,-17.6,-3.3,1.52,5.14,5.55,-4.75,-22.74,-8.85,0.0,,77.59,Accumulation Zone,71.24,2020.3,2392.31,18.41,0.0,80.0% of closes stayed inside the range | Range width 18.4% | Currently 0.0% through the range,,,,,,,,,,,,,,36.8796,25.1706,1.921,54.0,0.184,34568.38,61.49,Cement / Realty,0.0,0.0,0.0,0.0,11.0,11.0,0.21,,,0.0,11.0,,22.32,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 18.4% | Currently 0.0% through the range"
DELHIVERY,Industrials,Integrated Freight & Logistics,401.95,-1.75,236.53,608.7,69.94,33.97,33.37,448.43,381.06,3682747.05,1786771.0,0.49,Bearish,23.0,"Above 200 DMA, Weak but watchable RSI",-17.1,-15.91,8.81,1.52,5.14,5.55,-18.62,-21.05,3.26,10.0,Positive 6M return,46.55,Accumulation Zone,71.61,384.71,474.94,23.45,19.1,80.0% of closes stayed inside the range | Range width 23.5% | Currently 19.1% through the range,,,0.06,3.97,-74.32,-43.84,,,,,,,,385.4508,42.6924,3.6232,,0.174,35229.57,84.92,Capital Goods / Infra,0.0,0.0,0.0,0.0,5.0,5.0,0.43,,"Revenue contraction, Earnings contraction, Very high PE",0.0,5.0,,24.23,19.0,"Low volume participation, Revenue contraction, Earnings contraction, Limited fundamental data coverage",0.0,Avoid,"Above 200 DMA, Weak but watchable RSI, Positive 6M return, 80.0% of closes stayed inside the range | Range width 23.5% | Currently 19.1% through the range"
MAZDOCK,Industrials,Aerospace & Defense,2609.07,-1.28,144.32,3751.65,1707.87,30.46,36.43,2771.46,2811.4,786531.1,434911.0,0.55,Bearish,8.0,Weak but watchable RSI,-2.45,-3.33,-23.07,1.52,5.14,5.55,-3.97,-8.47,-28.62,0.0,,78.74,Accumulation Zone,71.62,2663.88,3236.36,21.49,0.0,80.0% of closes stayed inside the range | Range width 21.5% | Currently 0.0% through the range,,,10.61,17.22,-76.55,-81.27,,,,,,,,38.4627,32.1624,10.5529,82.0,0.624,102942.58,32.58,Capital Goods / Infra,8.0,0.0,0.0,0.0,7.0,15.0,0.5,,"Revenue contraction, Earnings contraction",0.0,15.0,,24.23,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 21.5% | Currently 0.0% through the range"
DIXON,Technology,Consumer Electronics,14018.0,-3.28,2549.37,19140.38,449.86,26.76,28.2,15936.6,15558.6,228639.35,348161.0,1.52,Bearish,14.0,"Oversold RSI, Volume expansion",-8.1,-21.03,-6.23,1.52,5.14,5.55,-9.62,-26.17,-11.78,0.0,,86.49,Breakdown Risk,35.0,14498.99,17978.7,24.0,0.0,80.0% of closes stayed inside the range | Range width 24.0% | Currently 0.0% through the range | Below lower band on elevated volume,,,3.04,1.75,-66.97,-79.46,,,,,,,,40.4977,49.0426,15.3722,6.0,-0.156,83906.61,6.87,IT / Technology,0.0,0.0,0.0,0.0,4.0,4.0,0.5,,"Revenue contraction, Earnings contraction",0.0,4.0,,29.52,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Volume expansion, 80.0% of closes stayed inside the range | Range width 24.0% | Currently 0.0% through the range | Below lower band on elevated volume"
NHPC,Utilities,Utilities - Renewable,75.26,-0.58,29.88,112.53,151.88,33.12,29.64,81.72,81.24,11013068.6,6591641.0,0.6,Bearish,4.0,Oversold RSI,-8.71,-3.21,-11.27,1.52,5.14,5.55,-10.23,-8.35,-16.82,0.0,,67.5,Accumulation Zone,72.37,76.93,85.31,10.89,0.0,80.0% of closes stayed inside the range | Range width 10.9% | Currently 0.0% through the range,,,42.5,33.14,-69.02,-64.58,,,,,,,,28.1502,12.0078,1.8676,2.09,0.191,77196.09,93.4,Energy / Utilities,12.0,0.0,0.0,0.0,13.0,25.0,0.5,,"Revenue contraction, Earnings contraction",0.0,25.0,,18.25,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 10.9% | Currently 0.0% through the range"
NTPC,Utilities,Utilities - Regulated Electric,320.53,-1.72,139.29,430.88,130.11,25.61,39.22,330.38,329.44,7598813.15,8546132.0,1.12,Bearish,13.0,"Weak but watchable RSI, Normal volume support",-1.48,-1.57,-0.08,1.52,5.14,5.55,-3.0,-6.71,-5.63,0.0,,67.5,Accumulation Zone,75.28,322.28,335.55,4.12,0.0,80.0% of closes stayed inside the range | Range width 4.1% | Currently 0.0% through the range,,,16.98,12.77,-74.73,-74.34,,,,,,,,10.3522,12.0003,1.6207,3.65,0.3,329153.35,48.18,Energy / Utilities,8.0,0.0,0.0,0.0,12.0,20.0,0.5,,"Revenue contraction, Earnings contraction",0.0,20.0,,18.25,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 4.1% | Currently 0.0% through the range"
CGPOWER,Industrials,Electrical Equipment & Parts,662.74,0.68,209.52,871.04,216.31,23.91,27.85,730.63,676.31,2473559.9,3642142.0,1.47,Bearish,19.0,"Oversold RSI, Volume expansion, Positive day move",-11.16,-9.42,-3.73,1.52,5.14,5.55,-12.68,-14.56,-9.28,0.0,,78.74,Accumulation Zone,75.02,664.38,758.98,14.24,0.0,80.0% of closes stayed inside the range | Range width 14.2% | Currently 0.0% through the range,,,11.73,9.35,-70.68,-72.38,,,,,,,,111.9798,63.7634,17.5463,15.0,0.42,139899.97,30.72,Capital Goods / Infra,6.0,0.0,0.0,0.0,5.0,11.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,11.0,,24.23,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Volume expansion, Positive day move, 80.0% of closes stayed inside the range | Range width 14.2% | Currently 0.0% through the range"
KPRMILL,Consumer Cyclical,Textile Manufacturing,1001.2,-2.03,468.75,1379.22,113.59,27.41,36.52,1060.25,1041.06,351373.8,129776.0,0.37,Bearish,8.0,Weak but watchable RSI,-4.73,0.98,-11.08,1.52,5.14,5.55,-6.25,-4.16,-16.63,10.0,Positive 3M return,61.48,Accumulation Zone,71.18,990.84,1178.12,18.9,5.53,80.0% of closes stayed inside the range | Range width 18.9% | Currently 5.5% through the range,,,15.24,12.61,-72.52,-73.91,,,,,,,,40.8671,29.9392,6.5314,46.0,0.283,37290.43,37.35,Consumer Discretionary,8.0,0.0,0.0,0.0,7.0,15.0,0.5,,"Revenue contraction, Earnings contraction",0.0,15.0,,28.78,23.0,"Below 200 DMA, Low volume participation, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Positive 3M return, 80.0% of closes stayed inside the range | Range width 18.9% | Currently 5.5% through the range"
LODHA,Real Estate,Real Estate - Development,1100.04,-1.42,352.0,1635.9,212.51,32.76,27.83,1169.67,1249.19,1107189.6,1062825.0,0.96,Bearish,4.0,Oversold RSI,-9.73,-8.12,-23.34,1.52,5.14,5.55,-11.25,-13.26,-28.89,0.0,,80.0,Accumulation Zone,70.23,1143.86,1431.72,25.17,0.0,80.0% of closes stayed inside the range | Range width 25.2% | Currently 0.0% through the range,,,26.31,19.32,-74.46,-75.59,,,,,,,,29.4089,24.8976,5.1863,35.0,0.623,120770.28,43.66,Cement / Realty,12.0,0.0,0.0,0.0,11.0,23.0,0.5,,"Revenue contraction, Earnings contraction",0.0,23.0,,15.92,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 25.2% | Currently 0.0% through the range"
LINDEINDIA,Basic Materials,Specialty Chemicals,5761.23,-0.38,2911.17,9885.09,97.9,41.72,39.66,6042.79,6378.12,57202.2,13990.0,0.24,Bearish,8.0,Weak but watchable RSI,-3.6,-10.37,-23.21,1.52,5.14,5.55,-5.12,-15.51,-28.76,0.0,,77.59,Accumulation Zone,72.68,5879.48,6728.55,14.44,0.0,80.0% of closes stayed inside the range | Range width 14.4% | Currently 0.0% through the range,,,24.7,18.77,-77.02,-76.43,,,,,,,,105.6673,78.7623,13.5476,6.0,,57801.38,58.55,Chemicals,11.0,0.0,0.0,0.0,5.0,16.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,16.0,,22.32,23.0,"Below 200 DMA, Low volume participation, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 14.4% | Currently 0.0% through the range"
HONAUT,Industrials,Electrical Equipment & Parts,34891.35,-0.81,30852.31,59548.55,13.09,41.41,43.66,35888.93,36381.55,10277.0,1634.0,0.16,Bearish,13.0,"Weak but watchable RSI, Near 52W low zone",-4.78,-4.8,-10.76,1.52,5.14,5.55,-6.3,-9.94,-16.31,0.0,,78.74,Accumulation Zone,73.8,35404.4,40359.89,14.0,0.0,80.0% of closes stayed inside the range | Range width 14.0% | Currently 0.0% through the range,,,10.83,10.53,-71.71,-76.2,,,,,,,,60.9754,45.3198,7.4533,29.0,0.513,33283.77,38.95,Capital Goods / Infra,6.0,0.0,0.0,0.0,5.0,11.0,0.5,,"Revenue contraction, Earnings contraction",0.0,11.0,,24.23,23.0,"Below 200 DMA, Low volume participation, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Near 52W low zone, 80.0% of closes stayed inside the range | Range width 14.0% | Currently 0.0% through the range"
HSCL,Basic Materials,Specialty Chemicals,448.94,3.67,79.72,686.9,463.15,34.64,49.61,456.48,457.91,952633.2,3012879.0,3.16,Bearish,37.0,"RSI recovering, Strong volume expansion, Strong positive day move",-2.81,-3.23,-6.8,1.52,5.14,5.55,-4.33,-8.37,-12.35,0.0,,77.59,Accumulation Zone,77.99,445.22,504.95,13.41,6.23,80.0% of closes stayed inside the range | Range width 13.4% | Currently 6.2% through the range,,,19.73,16.25,-75.69,-67.3,,,,,,,,47.3835,37.0097,8.1727,11.0,0.264,38468.74,36.82,Chemicals,10.0,0.0,0.0,0.0,7.0,17.0,0.5,,"Revenue contraction, Earnings contraction",0.0,17.0,,22.32,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"RSI recovering, Strong volume expansion, Strong positive day move, 80.0% of closes stayed inside the range | Range width 13.4% | Currently 6.2% through the range"
HAVELLS,Industrials,Electrical Equipment & Parts,1409.24,-0.13,998.35,2075.88,41.16,32.11,37.91,1466.08,1508.52,704044.35,501288.0,0.71,Bearish,8.0,Weak but watchable RSI,-4.43,-9.29,-5.29,1.52,5.14,5.55,-5.95,-14.43,-10.84,0.0,,78.74,Accumulation Zone,73.5,1436.43,1565.09,8.96,0.0,80.0% of closes stayed inside the range | Range width 9.0% | Currently 0.0% through the range,,,7.58,6.37,-74.74,-76.38,,,,,,,,49.012,38.6678,8.3918,94.0,0.3,79386.55,32.03,Capital Goods / Infra,3.0,0.0,0.0,0.0,7.0,10.0,0.5,,"Revenue contraction, Earnings contraction",0.0,10.0,,24.23,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 9.0% | Currently 0.0% through the range"
WELCORP,Basic Materials,Steel,830.39,-1.47,171.25,989.51,384.91,16.08,36.41,872.18,849.09,469782.05,313939.0,0.67,Bearish,8.0,Weak but watchable RSI,-9.92,-2.26,-8.1,1.52,5.14,5.55,-11.44,-7.4,-13.65,0.0,,77.59,Accumulation Zone,73.41,843.24,923.96,9.57,0.0,80.0% of closes stayed inside the range | Range width 9.6% | Currently 0.0% through the range,,,12.4,9.87,-73.34,-81.64,,,,,,,,21.3148,18.9284,5.3809,27.0,0.473,49249.35,38.4,Metals / Mining,6.0,0.0,0.0,0.0,11.0,17.0,0.5,,"Revenue contraction, Earnings contraction",0.0,17.0,,22.32,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 9.6% | Currently 0.0% through the range"
ADANIENT,Energy,Thermal Coal,2188.82,-2.22,1015.6,4182.39,115.52,47.67,28.48,2463.7,2412.97,1949036.55,1643852.0,0.84,Bearish,4.0,Oversold RSI,-9.5,-4.32,-11.99,1.52,5.14,5.55,-11.02,-9.46,-17.54,0.0,,93.33,Accumulation Zone,71.85,2279.17,2607.24,14.39,0.0,80.0% of closes stayed inside the range | Range width 14.4% | Currently 0.0% through the range,,,,,,,,,,,,,,52.0792,44.307,4.7693,4.0,0.808,424857.17,43.31,Metals / Mining,0.0,0.0,0.0,0.0,9.0,9.0,0.21,,,0.0,9.0,,29.92,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, 80.0% of closes stayed inside the range | Range width 14.4% | Currently 0.0% through the range"
VOLTAS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1331.72,-1.26,724.31,1928.05,83.86,30.93,42.23,1374.96,1333.67,1212286.35,845596.0,0.7,Bearish,8.0,Weak but watchable RSI,-1.73,-6.6,9.27,1.52,5.14,5.55,-3.25,-11.74,3.72,10.0,Positive 6M return,61.48,Accumulation Zone,69.26,1298.76,1415.36,8.98,28.26,80.0% of closes stayed inside the range | Range width 9.0% | Currently 28.3% through the range,0.54,0.27,1.99,1.48,-40.84,-75.59,27.56,1.47,0.94,474.81,1755.0,,,113.2572,38.3226,6.6943,31.0,0.138,42684.13,22.23,Consumer Discretionary,0.0,0.0,9.0,0.0,5.0,14.0,0.86,,"Revenue contraction, Earnings contraction, Very high PE",2.0,16.0,General low-debt support,28.78,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Positive 6M return, 80.0% of closes stayed inside the range | Range width 9.0% | Currently 28.3% through the range"
THERMAX,Industrials,Conglomerates,2877.85,-1.18,1804.31,5792.82,59.5,50.32,34.56,3111.13,3319.25,111341.1,42029.0,0.38,Bearish,8.0,Weak but watchable RSI,-11.68,-11.36,-17.46,1.52,5.14,5.55,-13.2,-16.5,-23.01,0.0,,78.74,Accumulation Zone,71.59,2990.01,3638.63,21.69,0.0,80.0% of closes stayed inside the range | Range width 21.7% | Currently 0.0% through the range,2.37,0.98,4.87,4.84,17.71,-21.47,35.84,1.33,1.17,521.96,1810.8,,,77.4232,45.6669,8.2899,35.0,0.321,45997.83,34.09,Capital Goods / Infra,0.0,8.0,11.0,0.0,5.0,24.0,0.86,,Earnings contraction,5.0,29.0,Strong order-book-driven revenue growth,24.23,18.0,"Below 200 DMA, Low volume participation, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 21.7% | Currently 0.0% through the range"
ITCHOTELS,Consumer Cyclical,Resorts & Casinos,206.32,0.16,154.09,259.92,33.89,20.62,40.56,214.51,210.8,1793618.55,858769.0,0.48,Bearish,13.0,"Weak but watchable RSI, Positive day move",-3.36,-17.15,-2.71,1.52,5.14,5.55,-4.88,-22.29,-8.26,0.0,,86.07,Accumulation Zone,73.34,207.79,243.23,17.06,0.0,80.0% of closes stayed inside the range | Range width 17.1% | Currently 0.0% through the range,,,,,2.86,,,,,,,,,40.1718,28.8883,3.0075,60.0,,35060.66,61.83,Consumer Discretionary,0.0,0.0,0.0,0.0,9.0,9.0,0.29,,,0.0,9.0,,28.78,15.0,"Below 200 DMA, Low volume participation, Limited fundamental data coverage",0.0,Avoid,"Weak but watchable RSI, Positive day move, 80.0% of closes stayed inside the range | Range width 17.1% | Currently 0.0% through the range"
INDHOTEL,Consumer Cyclical,Lodging,731.34,-1.06,259.95,888.32,181.34,17.67,51.75,727.22,753.87,3898614.8,1513825.0,0.39,Bullish,35.0,"Above 50 DMA, Healthy RSI momentum",-1.16,-5.08,-4.41,1.52,5.14,5.55,-2.68,-10.22,-9.96,0.0,,86.07,Accumulation Zone,76.66,717.95,772.33,7.57,24.63,80.8% of closes stayed inside the range | Range width 7.6% | Currently 24.6% through the range,,,21.23,14.52,-74.62,-84.46,,,,,,,,48.0744,38.7458,7.8957,45.0,-0.154,103056.49,63.01,Consumer Discretionary,10.0,0.0,0.0,0.0,7.0,17.0,0.5,,"Revenue contraction, Earnings contraction",0.0,17.0,,28.78,23.0,"Below 200 DMA, Low volume participation, Revenue contraction, Earnings contraction",0.0,Avoid,"Above 50 DMA, Healthy RSI momentum, 80.8% of closes stayed inside the range | Range width 7.6% | Currently 24.6% through the range"
HFCL,Technology,Communication Equipment,68.8,-2.71,55.45,170.76,24.07,59.71,35.07,74.6,79.26,9503735.25,8915417.0,0.94,Bearish,13.0,"Weak but watchable RSI, Near 52W low zone",-10.61,-3.88,-23.34,1.52,5.14,5.55,-12.13,-9.02,-28.89,0.0,,86.49,Accumulation Zone,73.29,70.95,83.28,17.38,0.0,80.0% of closes stayed inside the range | Range width 17.4% | Currently 0.0% through the range,,,-0.44,-3.7,-78.57,-118.17,,,,,,,,57.8381,42.6,6.6817,5.0,0.926,33898.4,37.62,IT / Technology,0.0,0.0,0.0,0.0,7.0,7.0,0.5,,"Negative net margin, Revenue contraction, Earnings contraction",0.0,7.0,,29.52,28.0,"Below 200 DMA, Negative net margin, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Near 52W low zone, 80.0% of closes stayed inside the range | Range width 17.4% | Currently 0.0% through the range"
IRFC,Financial Services,Credit Services,113.5,-1.47,18.59,221.22,510.42,48.69,28.13,120.8,125.47,5784277.85,9455659.0,1.63,Bearish,14.0,"Oversold RSI, Volume expansion",-6.16,-6.39,-20.19,1.52,5.14,5.55,-7.68,-11.53,-25.74,0.0,,90.22,Breakdown Risk,35.0,118.76,135.75,14.3,0.0,80.0% of closes stayed inside the range | Range width 14.3% | Currently 0.0% through the range | Below lower band on elevated volume,3.21,0.36,25.25,25.3,-74.5,-73.15,743.81,34505.9,,172.48,404812.87,1467.53,1467.21,16.0765,12.0904,2.0307,3.3,0.33,115342.64,100.0,Financial Services,12.0,0.0,5.0,17.0,15.0,49.0,0.93,,"Revenue contraction, Earnings contraction, Very high debt",1.0,50.0,"High leverage is structural for this sector, Weak ROE for a leveraged-balance-sheet business",27.41,28.0,"Below 200 DMA, Very high debt, Revenue contraction, Earnings contraction",0.0,Avoid,"Oversold RSI, Volume expansion, 80.0% of closes stayed inside the range | Range width 14.3% | Currently 0.0% through the range | Below lower band on elevated volume"
IOB,Financial Services,Banks - Regional,38.16,-0.93,16.8,83.75,127.14,54.44,41.17,39.47,39.46,7234496.9,5176989.0,0.72,Bearish,8.0,Weak but watchable RSI,-3.51,-3.32,-7.38,1.52,5.14,5.55,-5.03,-8.46,-12.93,0.0,,90.22,Lower Range Watch,68.15,37.03,40.15,8.43,36.19,80.0% of closes stayed inside the range | Range width 8.4% | Currently 36.2% through the range,3.56,0.29,,27.87,-74.38,-65.29,121.94,,,23402.96,40408.49,,,11.4712,37.6,1.6756,,0.253,65164.3,0.0,Banking,6.0,0.0,2.0,0.0,10.0,18.0,0.57,,"Revenue contraction, Earnings contraction",-5.0,13.0,Weak ROE for a leveraged-balance-sheet business,27.41,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, 80.0% of closes stayed inside the range | Range width 8.4% | Currently 36.2% through the range"
PFC,Financial Services,Credit Services,342.56,-2.32,66.83,531.48,412.61,35.54,26.56,376.02,384.24,6325334.3,7313684.0,1.16,Bearish,9.0,"Oversold RSI, Normal volume support",-10.26,-9.83,-10.94,1.52,5.14,5.55,-11.78,-14.97,-16.49,0.0,,90.22,Accumulation Zone,73.39,360.84,400.93,11.11,0.0,80.0% of closes stayed inside the range | Range width 11.1% | Currently 0.0% through the range,4.52,0.47,252.47,52.97,5.38,-16.36,810.94,,,6032.64,1029775.74,-3301.74,-3529.57,4.8263,4.1648,0.9351,4.09,0.639,124248.82,99.22,Financial Services,12.0,2.0,0.0,0.0,15.0,29.0,0.86,,"Earnings contraction, Very high debt, Negative operating cash flow, Negative free cash flow",1.0,30.0,"High leverage is structural for this sector, Weak ROE for a leveraged-balance-sheet business",27.41,32.0,"Below 200 DMA, Very high debt, Earnings contraction, Negative operating cash flow, Negative free cash flow",0.0,Avoid,"Oversold RSI, Normal volume support, 80.0% of closes stayed inside the range | Range width 11.1% | Currently 0.0% through the range"
PREMIERENE,Technology,Solar,970.38,0.57,772.91,1385.26,25.55,29.95,38.68,1029.19,1008.14,995944.55,546909.0,0.55,Bearish,13.0,"Weak but watchable RSI, Positive day move",-6.79,-5.26,-8.15,1.52,5.14,5.55,-8.31,-10.4,-13.7,0.0,,86.49,Accumulation Zone,74.54,989.3,1078.89,9.06,0.0,80.0% of closes stayed inside the range | Range width 9.1% | Currently 0.0% through the range,,,21.46,16.9,-72.07,-67.16,,,,,,,,27.5241,20.7582,10.7314,14.0,,46322.93,39.49,IT / Technology,10.0,0.0,0.0,0.0,9.0,19.0,0.5,,"Revenue contraction, Earnings contraction",5.0,24.0,Strong operating margin,29.52,20.0,"Below 200 DMA, Revenue contraction, Earnings contraction",0.0,Avoid,"Weak but watchable RSI, Positive day move, 80.0% of closes stayed inside the range | Range width 9.1% | Currently 0.0% through the range"
PATANJALI,Consumer Defensive,Packaged Foods,553.08,-1.46,278.5,665.11,98.59,16.84,28.85,582.39,588.52,849902.45,1166556.0,1.37,Bearish,14.0,"Oversold RSI, Volume expansion",-3.26,-8.04,-0.47,1.52,5.14,5.55,-4.78,-13.18,-6.02,0.0,,79.17,Accumulation Zone,74.37,549.13,615.5,12.09,5.96,80.8% of closes stayed inside the range | Range width 12.1% | Currently 6.0% through the range,,,,,,,,,,,,,,21.1645,19.163,2.9269,99.0,-0.175,38358.64,13.03,FMCG / Consumer,0.0,0.0,0.0,0.0,13.0,13.0,0.21,,,0.0,13.0,,19.36,12.0,"Below 200 DMA, Limited fundamental data coverage",0.0,Avoid,"Oversold RSI, Volume expansion, 80.8% of closes stayed inside the range | Range width 12.1% | Currently 6.0% through the range"
