symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,company_name,sector_yf,industry_yf,sector_bucket,market_cap_cr,market_cap_cr_known,trailing_pe,trailing_pe_known,forward_pe,forward_pe_known,price_to_book,price_to_book_known,debt_to_equity,debt_to_equity_known,roe,roe_known,roa,roa_known,operating_margin,operating_margin_known,net_profit_margin,net_profit_margin_known,gross_margin,gross_margin_known,revenue_growth,revenue_growth_known,earnings_growth,earnings_growth_known,current_ratio,current_ratio_known,quick_ratio,quick_ratio_known,total_cash_cr,total_cash_cr_known,total_debt_cr,total_debt_cr_known,free_cashflow_cr,free_cashflow_cr_known,operating_cashflow_cr,operating_cashflow_cr_known,dividend_yield,dividend_yield_known,beta,beta_known,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons,scan_time
ANTELOPUS,Energy,Oil & Gas E&P,1162.75,5.79,357.0,1218.3,225.7,4.56,77.7,846.23,654.09,3103727.15,11739037.0,3.78,Bullish,72.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move",44.95,46.3,101.92,-3.86,-0.55,-2.22,48.81,46.85,104.14,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",15.62,Breakout Watch,81.79,611.27,876.11,43.33,100.0,80.0% of closes stayed inside the range | Range width 43.3% | Currently 100.0% through the range | Above upper band on elevated volume,Antelopus Selan Energy Limited,Energy,Oil & Gas E&P,Energy / Utilities,3336.91,True,25.2932,True,,False,5.0909,True,0.542,True,14.7,True,9.3,True,47.98,True,32.13,True,82.16,True,65.3,True,158.9,True,2.755,True,2.04,True,68.79,True,3.55,True,-116.81,True,120.6,True,,False,,False,20.0,20.0,20.0,9.0,6.0,75.0,0.93,Cash covers debt,Negative free cash flow,2.0,77.0,General low-debt support,48.87,4.0,Negative free cash flow,73.28,Strong,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 43.3% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-09 14:41 IST
INDOBORAX,Basic Materials,Chemicals,515.55,0.88,206.58,542.8,149.57,5.02,63.82,437.85,298.63,597599.6,74710.0,0.13,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",14.81,50.77,128.91,-3.86,-0.55,-2.22,18.67,51.32,131.13,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.75,Profit Booking Zone,71.82,231.78,498.57,115.11,100.0,80.0% of closes stayed inside the range | Range width 115.1% | Currently 100.0% through the range,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,Chemicals,1643.01,True,29.1572,True,,False,4.2501,True,0.37,True,13.93,True,7.44,True,26.24,True,23.33,True,46.44,True,25.2,True,42.0,True,20.848,True,14.245,True,211.31,True,1.43,True,17.88,True,87.15,True,1.94,True,0.856,True,18.0,20.0,20.0,17.0,7.0,82.0,1.0,Cash covers debt,,2.0,84.0,General low-debt support,37.53,3.0,Low volume participation,73.28,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 115.1% | Currently 100.0% through the range",2026-09-09 14:41 IST
AEGISLOG,Energy,Oil & Gas Refining & Marketing,1340.2,5.69,573.05,1497.8,133.87,10.52,55.47,1312.01,877.09,831528.95,1862949.0,2.24,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",5.99,36.88,111.43,-3.86,-0.55,-2.22,9.85,37.43,113.65,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",34.38,Profit Booking Zone,75.78,614.08,1351.96,120.16,98.41,80.0% of closes stayed inside the range | Range width 120.2% | Currently 98.4% through the range,Aegis Logistics Limited,Energy,Oil & Gas Refining & Marketing,Energy / Utilities,44577.0,True,35.5842,True,30.1998,True,7.362,True,47.243,True,,False,,False,28.03,True,13.95,True,26.48,True,37.1,True,269.0,True,,False,,False,4413.86,True,4149.94,True,,False,,False,1.05,True,0.54,True,11.0,20.0,10.0,0.0,6.0,47.0,0.57,Cash covers debt,,2.0,49.0,General low-debt support,48.87,0.0,,70.23,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 120.2% | Currently 98.4% through the range",2026-09-09 14:41 IST
FINCABLES,Industrials,Electrical Equipment & Parts,1360.0,4.43,695.85,1376.0,95.45,1.16,65.4,1127.24,945.8,1071977.65,2588394.0,2.41,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",7.0,31.18,53.13,-3.86,-0.55,-2.22,10.86,31.73,55.35,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",11.53,Breakout Watch,83.7,842.07,1252.82,48.78,100.0,80.0% of closes stayed inside the range | Range width 48.8% | Currently 100.0% through the range | Above upper band on elevated volume,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,18735.07,True,23.4002,True,16.8501,True,3.0794,True,0.314,True,,False,,False,11.06,True,11.53,True,18.69,True,44.3,True,53.2,True,,False,,False,2069.4,True,19.14,True,,False,,False,74.0,True,0.619,True,6.0,20.0,12.0,0.0,11.0,49.0,0.57,Cash covers debt,,5.0,54.0,Strong order-book-driven revenue growth,35.84,0.0,,70.03,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 48.8% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-09 14:41 IST
WABAG,Industrials,Engineering & Construction,2132.5,6.18,1030.49,2248.02,106.94,5.14,60.83,2027.21,1537.6,719787.65,2252376.0,3.13,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",12.02,31.22,67.07,-3.86,-0.55,-2.22,15.88,31.77,69.29,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.98,Profit Booking Zone,82.67,1349.75,2100.75,55.64,100.0,80.0% of closes stayed inside the range | Range width 55.6% | Currently 100.0% through the range,VA Tech Wabag Limited,Industrials,Engineering & Construction,Capital Goods / Infra,12548.31,True,35.0131,True,22.0848,True,4.8712,True,8.874,True,,False,,False,8.78,True,9.64,True,16.12,True,20.8,True,36.8,True,,False,,False,1055.2,True,228.4,True,,False,,False,25.0,True,0.785,True,3.0,18.0,12.0,0.0,9.0,42.0,0.57,Cash covers debt,,5.0,47.0,Strong order-book-driven revenue growth,35.84,0.0,,68.08,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 55.6% | Currently 100.0% through the range",2026-09-09 14:41 IST
NAVINFLUOR,Basic Materials,Chemicals,8788.5,0.66,4488.29,8949.5,95.81,1.8,65.23,8023.42,6825.51,129513.85,265283.0,2.05,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Positive day move",5.17,20.61,41.46,-3.86,-0.55,-2.22,9.03,21.16,43.68,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",11.04,Breakout Watch,84.73,6206.73,8372.6,34.9,100.0,80.0% of closes stayed inside the range | Range width 34.9% | Currently 100.0% through the range | Above upper band on elevated volume,Navin Fluorine International Limited,Basic Materials,Chemicals,Chemicals,43883.83,True,55.5245,True,42.5219,True,11.0283,True,32.091,True,,False,,False,30.18,True,21.73,True,56.75,True,44.1,True,100.9,True,,False,,False,1303.05,True,1275.48,True,,False,,False,18.0,True,0.259,True,12.0,20.0,10.0,0.0,7.0,49.0,0.57,Cash covers debt,,2.0,51.0,General low-debt support,37.53,0.0,,67.98,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 34.9% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-09 14:41 IST
OFSS,Technology,Software - Infrastructure,11622.0,-1.34,6060.86,12540.0,91.75,7.32,46.15,11590.82,8917.13,206283.1,117264.0,0.57,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",-0.49,23.99,78.58,-3.86,-0.55,-2.22,3.37,24.54,80.8,70.0,"Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance",16.99,Profit Booking Zone,71.16,7014.01,11807.1,68.34,96.14,80.0% of closes stayed inside the range | Range width 68.3% | Currently 96.1% through the range,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,IT / Technology,105004.83,True,30.8641,True,26.5976,True,15.1562,True,0.567,True,49.9,True,30.94,True,59.57,True,38.15,True,58.6,True,68.7,True,120.2,True,4.413,True,3.946,True,4773.4,True,39.3,True,3088.42,True,3601.2,True,5.52,True,0.506,True,25.0,20.0,20.0,17.0,9.0,91.0,1.0,"Strong ROE, Cash covers debt",,10.0,100.0,"Strong ROE for an asset-light business, Strong operating margin",32.43,0.0,,67.86,Strong,"Above 50 DMA, Above 200 DMA, RSI recovering, Strong ROE, Cash covers debt, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 68.3% | Currently 96.1% through the range",2026-09-09 14:41 IST
RPGLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,2828.6,0.93,1716.04,3082.0,64.83,8.22,62.66,2707.9,2264.32,17184.25,46260.0,2.69,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Positive day move",7.41,28.87,50.26,-3.86,-0.55,-2.22,11.27,29.42,52.48,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",19.13,Profit Booking Zone,82.31,1880.49,2832.47,50.62,99.59,80.0% of closes stayed inside the range | Range width 50.6% | Currently 99.6% through the range,RPG Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,4498.94,True,37.577,True,27.7006,True,7.432,True,3.304,True,,False,,False,19.11,True,16.29,True,63.81,True,15.8,True,17.0,True,,False,,False,274.37,True,20.0,True,,False,,False,88.0,True,-0.217,True,10.0,16.0,12.0,0.0,7.0,45.0,0.57,Cash covers debt,,2.0,47.0,General low-debt support,45.2,0.0,,67.73,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 50.6% | Currently 99.6% through the range",2026-09-09 14:41 IST
HUHTAMAKI,Consumer Cyclical,Packaging & Containers,266.1,6.14,147.04,330.0,80.98,19.36,50.72,262.26,203.23,170535.25,861874.0,5.05,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move",-8.76,52.97,58.31,-3.86,-0.55,-2.22,-4.9,53.52,60.53,70.0,"Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance",26.46,Profit Booking Zone,75.45,163.7,285.06,74.14,84.38,80.0% of closes stayed inside the range | Range width 74.1% | Currently 84.4% through the range,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers,Consumer Discretionary,1929.21,True,14.1289,True,9.3915,True,1.4304,True,10.717,True,10.58,True,4.81,True,8.11,True,5.22,True,32.7,True,22.5,True,75.5,True,2.196,True,1.525,True,395.88,True,144.56,True,68.77,True,174.01,True,78.0,True,-0.206,True,2.0,18.0,20.0,17.0,15.0,72.0,1.0,Cash covers debt,,2.0,74.0,General low-debt support,35.62,0.0,,67.49,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 74.1% | Currently 84.4% through the range",2026-09-09 14:41 IST
PCJEWELLER,Consumer Cyclical,Luxury Goods,13.85,2.44,7.47,15.38,85.41,9.95,75.27,10.2,9.66,273731394.8,610317503.0,2.23,Bullish,72.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move",41.33,51.04,57.39,-3.86,-0.55,-2.22,45.19,51.59,59.61,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.37,Breakout Watch,84.72,8.35,10.34,23.77,100.0,80.0% of closes stayed inside the range | Range width 23.8% | Currently 100.0% through the range | Above upper band on elevated volume,PC Jeweller Limited,Consumer Cyclical,Luxury Goods,Consumer Discretionary,11692.81,True,14.1059,True,0.5849,True,1.1213,True,14.271,True,,False,,False,26.92,True,22.1,True,24.98,True,21.0,True,43.8,True,,False,,False,136.17,True,1166.56,True,,False,,False,,False,0.326,True,12.0,18.0,9.0,0.0,13.0,52.0,0.5,,,2.0,54.0,General low-debt support,35.62,0.0,,67.24,Strong,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 23.8% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-09 14:41 IST
