symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
UBL,Consumer Defensive,Beverages - Brewers,2119.92,1.02,1324.03,2178.1,60.11,2.67,64.84,1984.51,1977.12,260152.65,234243.0,0.9,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",0.84,10.83,7.43,-2.07,-3.27,-4.89,2.91,14.1,12.32,53.0,"Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M",4.17,Profit Booking Zone,85.22,1896.74,2098.95,10.66,100.0,80.0% of closes stayed inside the range | Range width 10.7% | Currently 100.0% through the range,,,,,,,,,,,,,,92.6769,49.7287,8.1161,71.0,-0.03,36707.37,42.07,FMCG / Consumer,0.0,0.0,0.0,0.0,5.0,5.0,0.21,,Very high PE,0.0,5.0,,26.68,4.0,Limited fundamental data coverage,31.25,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 10.7% | Currently 100.0% through the range"
TRENT,Consumer Cyclical,Apparel Retail,5741.4,4.39,1150.98,8327.88,398.83,31.06,39.09,6588.5,6159.64,1088459.8,1029356.0,0.95,Bearish,18.0,"Weak but watchable RSI, Strong positive day move",-21.27,-19.52,3.88,-2.07,-3.27,-4.89,-19.2,-16.25,8.77,10.0,Positive 6M return,30.19,Accumulation Zone,73.56,6203.3,7605.92,22.61,0.0,80.0% of closes stayed inside the range | Range width 22.6% | Currently 0.0% through the range,36.55,20.76,10.52,12.18,50.45,234.39,43.09,2.02,0.99,294.55,1752.99,1348.98,612.03,88.5037,58.9539,22.8036,13.0,0.384,159276.48,43.01,Consumer Discretionary,21.0,20.0,12.0,17.0,5.0,75.0,1.0,Strong ROE,Very high PE,4.0,79.0,"General quality ROE, General low-debt support",27.4,8.0,Below 200 DMA,30.76,Avoid,"Weak but watchable RSI, Strong positive day move, Strong ROE, Positive 6M return, 80.0% of closes stayed inside the range | Range width 22.6% | Currently 0.0% through the range"
DALBHARAT,Basic Materials,Building Materials,1852.86,0.78,1448.98,2401.43,27.87,22.84,60.94,1808.84,1811.88,540579.0,139632.0,0.26,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",3.24,1.53,3.99,-2.07,-3.27,-4.89,5.31,4.8,8.88,48.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M",14.04,Neutral Range,78.51,1727.63,1908.76,10.48,69.14,80.0% of closes stayed inside the range | Range width 10.5% | Currently 69.1% through the range,5.04,2.98,7.98,5.76,8.29,-20.19,29.3,1.76,1.48,341.0,4805.0,2635.0,-192.0,36.8796,25.1706,1.921,54.0,0.184,34568.38,61.49,Cement / Realty,0.0,5.0,13.0,9.0,11.0,38.0,1.0,,"Earnings contraction, Negative free cash flow",2.0,40.0,General low-debt support,29.46,14.0,"Low volume participation, Earnings contraction, Negative free cash flow",30.17,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 10.5% | Currently 69.1% through the range"
HAL,Industrials,Aerospace & Defense,3855.45,4.17,1047.95,5542.24,267.91,30.44,47.9,4128.21,4415.03,1727173.15,1976237.0,1.14,Bearish,27.0,"RSI recovering, Normal volume support, Strong positive day move",-6.4,-8.19,-15.93,-2.07,-3.27,-4.89,-4.33,-4.92,-11.04,0.0,,65.7,Accumulation Zone,76.1,3896.57,4607.25,18.24,0.0,80.0% of closes stayed inside the range | Range width 18.2% | Currently 0.0% through the range,26.15,9.76,29.84,27.06,6.83,30.77,0.0,1.73,1.37,4254.69,1.1,8222.82,6467.65,36.6014,29.4868,8.1395,41.0,0.502,334053.09,51.85,Capital Goods / Infra,24.0,12.0,18.0,17.0,7.0,78.0,1.0,"Strong ROE, Cash covers debt",,0.0,78.0,,25.97,8.0,Below 200 DMA,29.95,Avoid,"RSI recovering, Normal volume support, Strong positive day move, Strong ROE, Cash covers debt, 80.0% of closes stayed inside the range | Range width 18.2% | Currently 0.0% through the range"
ONGC,Energy,Oil & Gas Integrated,244.26,2.29,96.9,310.8,152.08,21.41,55.31,236.35,255.42,14338893.15,8850307.0,0.62,Bullish,45.0,"Above 50 DMA, Healthy RSI momentum, Strong positive day move",1.44,-0.99,-17.86,-2.07,-3.27,-4.89,3.51,2.28,-12.97,8.0,Positive 1M return,14.29,Accumulation Zone,74.48,227.68,295.26,29.68,24.54,80.0% of closes stayed inside the range | Range width 29.7% | Currently 24.5% through the range,14.49,6.62,12.87,8.21,-4.9,33.87,56.39,0.83,0.51,2685.95,191195.23,98846.6,46727.79,6.909,5.754,0.809,6.06,0.107,300731.57,35.33,Energy / Utilities,12.0,10.0,4.0,17.0,15.0,58.0,1.0,,Revenue contraction,2.0,60.0,General low-debt support,23.81,8.0,Below 200 DMA,29.82,Avoid,"Above 50 DMA, Healthy RSI momentum, Strong positive day move, Positive 1M return, 80.0% of closes stayed inside the range | Range width 29.7% | Currently 24.5% through the range"
ABBOTINDIA,Healthcare,Drug Manufacturers - Specialty & Generic,25223.54,0.17,16232.57,29555.14,55.39,14.66,34.13,27281.43,26826.77,11011.1,6906.0,0.63,Bearish,13.0,"Weak but watchable RSI, Positive day move",-11.25,-10.66,-7.28,-2.07,-3.27,-4.89,-9.18,-7.39,-2.39,0.0,,82.95,Accumulation Zone,74.55,26317.72,28678.43,8.97,0.0,80.0% of closes stayed inside the range | Range width 9.0% | Currently 0.0% through the range,32.48,23.13,24.04,20.54,9.36,26.52,2.25,2.42,1.96,291.74,83.23,1212.81,1164.48,38.4784,31.1337,12.5248,1.87,0.056,59795.54,46.52,Pharma / Healthcare,24.0,15.0,20.0,17.0,6.0,82.0,1.0,"Strong ROE, Cash covers debt",,4.0,86.0,"General quality ROE, General low-debt support",29.05,8.0,Below 200 DMA,29.71,Avoid,"Weak but watchable RSI, Positive day move, Strong ROE, Cash covers debt, 80.0% of closes stayed inside the range | Range width 9.0% | Currently 0.0% through the range"
DMART,Consumer Defensive,Discount Stores,3664.65,2.5,3292.0,5484.85,11.32,33.19,53.1,3647.32,4444.41,616732.1,339017.0,0.55,Bullish,50.0,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone, Strong positive day move",-8.96,-8.42,-25.36,-2.07,-3.27,-4.89,-6.89,-5.15,-20.47,0.0,,85.42,Accumulation Zone,75.74,3561.54,5221.72,46.61,6.21,80.0% of closes stayed inside the range | Range width 46.6% | Currently 6.2% through the range,13.56,11.98,6.66,5.0,18.64,6.63,3.17,3.13,1.15,1271.77,592.16,2745.84,14.59,85.8843,58.628,10.7462,,0.228,263507.36,15.19,General,8.0,10.0,19.0,17.0,3.0,57.0,0.93,Cash covers debt,Very high PE,2.0,59.0,General low-debt support,26.68,8.0,Below 200 DMA,29.15,Avoid,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone, Strong positive day move, Cash covers debt, 80.0% of closes stayed inside the range | Range width 46.6% | Currently 6.2% through the range"
IDFCFIRSTB,Financial Services,Banks - Regional,62.85,3.35,42.78,100.08,46.9,37.2,53.41,62.84,71.64,31912878.2,36326174.0,1.14,Bullish,50.0,"Above 50 DMA, Healthy RSI momentum, Normal volume support, Strong positive day move",-2.83,-5.82,-14.9,-2.07,-3.27,-4.89,-0.76,-2.55,-10.01,0.0,,74.44,Accumulation Zone,79.62,61.9,73.56,18.84,8.11,80.0% of closes stayed inside the range | Range width 18.8% | Currently 8.1% through the range,9.12,0.99,,13.09,30.75,18.41,136.14,,,12481.16,43935.73,11542.89,10169.28,33.1274,12.8729,1.5569,30.0,,73970.07,0.0,Banking,7.0,18.0,2.0,17.0,13.0,57.0,0.79,,,0.0,57.0,,27.56,8.0,Below 200 DMA,28.58,Avoid,"Above 50 DMA, Healthy RSI momentum, Normal volume support, Strong positive day move, 80.0% of closes stayed inside the range | Range width 18.8% | Currently 8.1% through the range"
LTM,Technology,Information Technology Services,5761.01,1.27,3901.62,6592.7,47.66,12.62,50.83,5882.11,5494.43,349566.9,225354.0,0.64,Bearish,50.0,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",3.15,3.18,7.7,-2.07,-3.27,-4.89,5.22,6.45,12.59,48.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M",22.22,Lower Range Watch,76.97,5538.43,6229.82,12.48,32.19,80.0% of closes stayed inside the range | Range width 12.5% | Currently 32.2% through the range,,,,,,,,,,,,,,27.0482,20.7158,5.7545,1.55,0.261,141177.8,29.77,IT / Technology,0.0,0.0,0.0,0.0,10.0,10.0,0.21,,,0.0,10.0,,30.48,4.0,Limited fundamental data coverage,28.57,Avoid,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 12.5% | Currently 32.2% through the range"
JSL,Basic Materials,Steel,649.78,0.69,115.54,841.14,462.4,22.75,50.26,680.65,720.44,738069.5,1327550.0,1.8,Bearish,35.0,"Healthy RSI momentum, Volume expansion, Positive day move",-3.59,-4.24,-10.23,-2.07,-3.27,-4.89,-1.52,-0.97,-5.34,0.0,,78.07,Accumulation Zone,75.26,630.91,758.92,20.29,14.74,80.0% of closes stayed inside the range | Range width 20.3% | Currently 14.7% through the range,18.9,8.8,9.47,7.06,7.98,28.31,42.15,1.47,0.68,1229.7,6052.26,4818.13,3343.22,18.7427,14.2066,13.508,55.0,0.554,60799.26,21.99,Metals / Mining,13.0,12.0,9.0,17.0,11.0,62.0,1.0,Strong ROE,,4.0,66.0,"General quality ROE, General low-debt support",29.46,8.0,Below 200 DMA,28.27,Avoid,"Healthy RSI momentum, Volume expansion, Positive day move, Strong ROE, 80.0% of closes stayed inside the range | Range width 20.3% | Currently 14.7% through the range"
RADICO,Consumer Defensive,Beverages - Wineries & Distilleries,2170.43,-0.93,920.13,2628.05,135.88,17.41,40.47,2368.77,2001.14,212974.9,102629.0,0.48,Bearish,23.0,"Above 200 DMA, Weak but watchable RSI",-15.91,-9.32,27.69,-2.07,-3.27,-4.89,-13.84,-6.05,32.58,25.0,"Positive 6M return, 6M Nifty outperformance",27.08,Neutral Range,65.52,1836.76,2480.42,35.04,51.84,80.0% of closes stayed inside the range | Range width 35.0% | Currently 51.8% through the range,10.75,6.4,9.63,6.4,32.01,18.98,42.25,1.7,1.06,86.25,1030.62,166.07,-73.15,86.2115,56.8584,18.3055,15.0,0.244,60734.22,43.35,FMCG / Consumer,7.0,18.0,13.0,9.0,5.0,52.0,1.0,,"Negative free cash flow, Very high PE",3.0,55.0,"Low debt, typical of a healthy consumer business",26.68,7.0,"Low volume participation, Negative free cash flow",28.25,Avoid,"Above 200 DMA, Weak but watchable RSI, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 35.0% | Currently 51.8% through the range"
RBLBANK,Financial Services,Banks - Regional,163.75,1.4,95.02,296.89,72.34,44.85,57.14,160.46,207.23,10212313.0,8742032.0,0.86,Bullish,40.0,"Above 50 DMA, Healthy RSI momentum, Positive day move",1.22,-6.36,-27.38,-2.07,-3.27,-4.89,3.29,-3.09,-22.49,8.0,Positive 1M return,45.0,Accumulation Zone,73.49,154.75,215.0,38.94,14.94,80.0% of closes stayed inside the range | Range width 38.9% | Currently 14.9% through the range,8.49,0.91,,13.84,22.4,37.01,100.47,,,14423.42,14907.27,4954.98,4751.34,32.1617,19.5915,1.4386,33.0,0.642,60423.22,0.0,Banking,7.0,18.0,2.0,17.0,13.0,57.0,0.79,,,0.0,57.0,,27.56,8.0,Below 200 DMA,28.08,Avoid,"Above 50 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, 80.0% of closes stayed inside the range | Range width 38.9% | Currently 14.9% through the range"
TATATECH,Technology,Information Technology Services,763.64,1.34,714.68,1344.53,6.85,43.2,36.08,853.4,964.81,998633.35,562277.0,0.56,Bearish,21.0,"Weak but watchable RSI, Near 52W low with stable RSI, Positive day move",-12.16,-23.33,-20.6,-2.07,-3.27,-4.89,-10.09,-20.06,-15.71,0.0,,84.72,Accumulation Zone,72.35,783.02,1055.59,34.81,0.0,80.0% of closes stayed inside the range | Range width 34.8% | Currently 0.0% through the range,21.09,12.18,16.4,13.29,15.88,8.87,7.99,1.87,,519.85,257.39,294.33,202.52,62.8902,35.9162,8.7138,97.0,0.833,34193.62,24.55,IT / Technology,19.0,13.0,16.0,17.0,5.0,70.0,0.93,"Strong ROE, Cash covers debt",,5.0,75.0,Strong ROE for an asset-light business,30.48,8.0,Below 200 DMA,28.07,Avoid,"Weak but watchable RSI, Near 52W low with stable RSI, Positive day move, Strong ROE, Cash covers debt, 80.0% of closes stayed inside the range | Range width 34.8% | Currently 0.0% through the range"
JSWINFRA,Industrials,Marine Shipping,273.47,2.0,141.18,358.36,93.71,23.69,39.7,305.49,304.7,1468788.1,1226218.0,0.83,Bearish,18.0,"Weak but watchable RSI, Strong positive day move",-16.81,-14.08,-15.62,-2.07,-3.27,-4.89,-14.74,-10.81,-10.73,0.0,,65.7,Accumulation Zone,74.72,287.44,330.12,14.85,0.0,80.0% of closes stayed inside the range | Range width 14.8% | Currently 0.0% through the range,14.4,8.36,41.12,30.72,19.26,56.24,59.29,7.4,7.25,723.39,4758.48,1803.21,1554.5,48.9548,30.9322,6.6442,26.0,0.554,80243.51,52.82,Capital Goods / Infra,20.0,18.0,12.0,17.0,7.0,74.0,1.0,,,5.0,79.0,Strong order-book-driven revenue growth,25.97,8.0,Below 200 DMA,28.05,Avoid,"Weak but watchable RSI, Strong positive day move, 80.0% of closes stayed inside the range | Range width 14.8% | Currently 0.0% through the range"
CGPOWER,Industrials,Electrical Equipment & Parts,632.19,2.3,209.52,871.04,201.73,27.42,45.01,707.03,694.35,5280285.3,2550206.0,0.48,Bearish,22.0,"RSI recovering, Strong positive day move",-13.83,-11.9,-13.23,-2.07,-3.27,-4.89,-11.76,-8.63,-8.34,0.0,,65.7,Accumulation Zone,74.68,645.54,779.29,20.72,0.0,80.0% of closes stayed inside the range | Range width 20.7% | Currently 0.0% through the range,47.29,25.37,13.16,17.94,15.39,48.23,0.58,1.64,1.35,199.84,17.56,1027.79,793.52,111.9798,63.7634,17.5463,15.0,0.42,139899.97,30.72,Capital Goods / Infra,21.0,18.0,18.0,17.0,5.0,79.0,1.0,"Strong ROE, Cash covers debt",Very high PE,5.0,84.0,Strong order-book-driven revenue growth,25.97,11.0,"Below 200 DMA, Low volume participation",27.8,Avoid,"RSI recovering, Strong positive day move, Strong ROE, Cash covers debt, 80.0% of closes stayed inside the range | Range width 20.7% | Currently 0.0% through the range"
OBEROIRLTY,Real Estate,Real Estate - Development,1799.58,3.24,774.64,2324.19,132.31,22.57,39.56,2063.72,1840.29,1172954.65,1399801.0,1.19,Bearish,23.0,"Weak but watchable RSI, Normal volume support, Strong positive day move",-19.54,-7.95,2.09,-2.07,-3.27,-4.89,-17.47,-4.68,6.98,10.0,Positive 6M return,30.0,Accumulation Zone,71.47,1728.92,2243.83,29.78,13.72,80.0% of closes stayed inside the range | Range width 29.8% | Currently 13.7% through the range,13.92,9.81,53.18,43.01,7.32,1.16,18.02,3.89,1.06,296.96,2495.22,2816.41,2139.39,24.9018,16.8684,3.6517,45.0,0.324,65444.77,62.61,Cement / Realty,20.0,2.0,16.0,17.0,11.0,66.0,1.0,,,2.0,68.0,General low-debt support,21.46,8.0,Below 200 DMA,27.27,Avoid,"Weak but watchable RSI, Normal volume support, Strong positive day move, Positive 6M return, 80.0% of closes stayed inside the range | Range width 29.8% | Currently 13.7% through the range"
EICHERMOT,Consumer Cyclical,Auto Manufacturers,5074.67,0.58,2710.4,5261.66,87.23,3.55,59.37,4845.84,4688.78,407201.8,394118.0,0.97,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",-2.19,4.86,11.11,-2.07,-3.27,-4.89,-0.12,8.13,16.0,35.0,"Positive 3M return, Positive 6M return, 6M Nifty outperformance",15.09,Profit Booking Zone,85.6,4613.2,4988.87,8.14,100.0,80.0% of closes stayed inside the range | Range width 8.1% | Currently 100.0% through the range,,,,,,,,,,,,,,38.2557,29.6311,8.7966,1.03,0.226,220962.51,42.31,Automobile,0.0,0.0,0.0,0.0,6.0,6.0,0.21,,,0.0,6.0,,27.4,4.0,Limited fundamental data coverage,27.21,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 3M return, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 8.1% | Currently 100.0% through the range"
SUPREMEIND,Industrials,Building Products & Equipment,3908.33,5.19,1762.06,6324.19,121.8,38.2,42.36,4447.68,4985.3,272898.0,284772.0,1.04,Bearish,23.0,"Weak but watchable RSI, Normal volume support, Strong positive day move",-14.0,-8.54,-22.95,-2.07,-3.27,-4.89,-11.93,-5.27,-18.06,0.0,,65.7,Accumulation Zone,74.1,4208.62,5303.02,26.0,0.0,80.0% of closes stayed inside the range | Range width 26.0% | Currently 0.0% through the range,20.94,16.32,12.47,10.61,10.32,23.62,1.08,2.58,1.52,1178.51,55.06,1412.9,863.56,42.4997,33.2494,7.1243,1.05,0.182,43969.03,32.69,Capital Goods / Infra,17.0,13.0,20.0,17.0,6.0,73.0,1.0,"Strong ROE, Cash covers debt",,0.0,73.0,,25.97,8.0,Below 200 DMA,27.2,Avoid,"Weak but watchable RSI, Normal volume support, Strong positive day move, Strong ROE, Cash covers debt, 80.0% of closes stayed inside the range | Range width 26.0% | Currently 0.0% through the range"
JSWSTEEL,Basic Materials,Steel,937.08,-0.62,601.78,1054.09,55.72,11.1,57.25,933.71,923.57,1622127.85,2037829.0,1.26,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",3.27,-2.41,5.05,-2.07,-3.27,-4.89,5.34,0.86,9.94,28.0,"Positive 1M return, Positive 6M return, 1M Nifty outperformance",21.05,Lower Range Watch,79.49,900.14,997.15,10.78,38.08,80.0% of closes stayed inside the range | Range width 10.8% | Currently 38.1% through the range,,,,,,,,,,,,,,12.6581,17.4188,3.096,55.0,0.627,309784.53,42.29,Metals / Mining,0.0,0.0,0.0,0.0,10.0,10.0,0.21,,,0.0,10.0,,29.46,4.0,Limited fundamental data coverage,27.17,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive 1M return, Positive 6M return, 1M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 10.8% | Currently 38.1% through the range"
UNIONBANK,Financial Services,Banks - Regional,108.5,4.0,34.45,157.89,215.0,31.28,54.89,110.44,118.98,15543010.45,12849018.0,0.83,Bearish,30.0,"Healthy RSI momentum, Strong positive day move",-6.91,-2.0,-13.34,-2.07,-3.27,-4.89,-4.84,1.27,-8.45,0.0,,74.44,Lower Range Watch,72.08,103.05,119.41,15.88,33.35,80.0% of closes stayed inside the range | Range width 15.9% | Currently 33.3% through the range,14.14,0.98,,25.0,17.07,62.1,27.64,,,119645.85,26974.27,19929.69,18280.89,6.9131,6.9857,1.0231,2.74,0.893,142748.43,0.0,Banking,10.0,18.0,10.0,17.0,12.0,67.0,0.79,Cash covers debt,,0.0,67.0,,27.56,8.0,Below 200 DMA,27.08,Avoid,"Healthy RSI momentum, Strong positive day move, Cash covers debt, 80.0% of closes stayed inside the range | Range width 15.9% | Currently 33.3% through the range"
SONACOMS,Consumer Cyclical,Auto Parts,497.95,0.1,388.88,758.97,28.05,34.39,26.18,592.95,646.9,2266156.05,2151141.0,0.95,Bearish,9.0,"Oversold RSI, Positive day move",-14.68,-27.67,-26.83,-2.07,-3.27,-4.89,-12.61,-24.4,-21.94,0.0,,69.81,Accumulation Zone,70.86,562.05,719.42,28.0,0.0,80.0% of closes stayed inside the range | Range width 28.0% | Currently 0.0% through the range,19.52,13.38,22.15,16.78,20.02,30.86,15.55,2.12,1.6,90.97,412.13,692.75,373.22,71.4476,47.8131,8.3617,45.0,0.449,50164.83,49.92,Automobile,21.0,18.0,17.0,17.0,5.0,78.0,1.0,Strong ROE,,4.0,82.0,"General quality ROE, General low-debt support",27.4,8.0,Below 200 DMA,27.06,Avoid,"Oversold RSI, Positive day move, Strong ROE, 80.0% of closes stayed inside the range | Range width 28.0% | Currently 0.0% through the range"
ALKEM,Healthcare,Drug Manufacturers - Specialty & Generic,4966.11,0.25,2739.33,6316.6,81.29,21.38,38.14,5291.85,5379.84,85589.75,75175.0,0.88,Bearish,13.0,"Weak but watchable RSI, Positive day move",-7.99,-12.78,-4.31,-2.07,-3.27,-4.89,-5.92,-9.51,0.58,0.0,,82.95,Accumulation Zone,73.05,5136.67,6109.81,18.94,0.0,80.0% of closes stayed inside the range | Range width 18.9% | Currently 0.0% through the range,17.41,11.53,15.96,14.44,8.73,82.47,13.75,2.61,1.94,455.07,1418.41,1948.07,1688.78,28.4883,24.2259,4.741,36.0,0.295,65521.62,64.12,Pharma / Healthcare,16.0,15.0,17.0,17.0,11.0,76.0,1.0,,,2.0,78.0,General low-debt support,29.05,8.0,Below 200 DMA,26.91,Avoid,"Weak but watchable RSI, Positive day move, 80.0% of closes stayed inside the range | Range width 18.9% | Currently 0.0% through the range"
HONAUT,Industrials,Electrical Equipment & Parts,40246.98,-0.09,34012.96,59548.55,18.33,32.41,46.87,40841.69,47866.21,6647.35,5913.0,0.89,Bearish,17.0,"RSI recovering, Near 52W low zone",-6.06,-12.57,-24.95,-2.07,-3.27,-4.89,-3.99,-9.3,-20.06,0.0,,65.7,Accumulation Zone,72.78,40360.86,51013.13,26.39,0.0,80.0% of closes stayed inside the range | Range width 26.4% | Currently 0.0% through the range,13.9,10.24,13.78,12.37,18.15,14.47,1.65,3.72,3.59,2822.4,59.6,438.7,406.7,60.9754,45.3198,7.4533,29.0,0.513,33283.77,38.95,Capital Goods / Infra,16.0,13.0,20.0,17.0,5.0,71.0,1.0,Cash covers debt,,5.0,76.0,Strong order-book-driven revenue growth,25.97,8.0,Below 200 DMA,26.75,Avoid,"RSI recovering, Near 52W low zone, Cash covers debt, 80.0% of closes stayed inside the range | Range width 26.4% | Currently 0.0% through the range"
PETRONET,Energy,Oil & Gas Refining & Marketing,301.71,5.19,166.97,359.19,80.7,16.0,47.03,314.92,312.28,2416216.8,1722127.0,0.71,Bearish,22.0,"RSI recovering, Strong positive day move",-4.02,-3.93,-10.95,-2.07,-3.27,-4.89,-1.95,-0.66,-6.06,0.0,,64.29,Accumulation Zone,75.93,305.49,343.31,12.38,0.0,80.0% of closes stayed inside the range | Range width 12.4% | Currently 0.0% through the range,20.98,14.31,8.67,7.03,-11.88,9.82,17.28,3.1,2.75,1723.37,3008.1,4871.12,4029.7,10.7263,9.9224,1.8833,3.61,0.45,41977.51,14.66,Energy / Utilities,14.0,5.0,17.0,17.0,15.0,68.0,1.0,Strong ROE,Revenue contraction,4.0,72.0,"General quality ROE, General low-debt support",23.81,8.0,Below 200 DMA,26.27,Avoid,"RSI recovering, Strong positive day move, Strong ROE, 80.0% of closes stayed inside the range | Range width 12.4% | Currently 0.0% through the range"
LAURUSLABS,Healthcare,Drug Manufacturers - Specialty & Generic,582.19,-0.75,276.17,617.43,110.81,5.71,52.87,572.22,482.58,4358482.2,2815318.0,0.65,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",-4.53,16.95,30.74,-2.07,-3.27,-4.89,-2.46,20.22,35.63,60.0,"Positive 3M return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance",12.5,Profit Booking Zone,80.7,446.05,585.63,31.29,97.54,80.0% of closes stayed inside the range | Range width 31.3% | Currently 97.5% through the range,3.91,1.91,7.89,3.21,-16.83,-79.68,62.7,1.23,0.64,138.94,2577.4,665.69,-12.62,91.358,64.5153,18.8439,13.0,0.357,99957.76,59.45,Pharma / Healthcare,0.0,0.0,6.0,9.0,5.0,20.0,1.0,,"Revenue contraction, Earnings contraction, Negative free cash flow, Very high PE",2.0,22.0,General low-debt support,29.05,16.0,"Revenue contraction, Earnings contraction, Negative free cash flow",26.06,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive 3M return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 31.3% | Currently 97.5% through the range"
ANANDRATHI,Financial Services,Asset Management,908.2,0.77,155.16,1152.17,485.34,21.18,38.93,996.01,976.88,445694.2,182316.0,0.41,Bearish,13.0,"Weak but watchable RSI, Positive day move",-7.51,-11.84,-1.18,-2.07,-3.27,-4.89,-5.44,-8.57,3.71,0.0,,74.44,Accumulation Zone,73.62,907.2,1038.03,14.42,0.76,80.0% of closes stayed inside the range | Range width 14.4% | Currently 0.8% through the range,34.67,25.57,39.27,31.06,32.02,33.59,7.96,3.45,,33.11,51.67,277.57,273.07,78.1228,65.0423,36.4135,32.0,0.337,36346.43,57.81,Financial Services,25.0,20.0,14.0,17.0,5.0,81.0,0.93,Strong ROE,,2.0,83.0,"Strong ROE for a leveraged-balance-sheet business, Expensive relative to book value for this sector",27.56,11.0,"Below 200 DMA, Low volume participation",25.43,Avoid,"Weak but watchable RSI, Positive day move, Strong ROE, 80.0% of closes stayed inside the range | Range width 14.4% | Currently 0.8% through the range"
