symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
LTF,Financial Services,Credit Services,206.97,0.41,68.12,209.05,203.82,0.99,69.96,181.44,154.76,7631623.35,3831077.0,0.5,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",9.59,37.63,52.45,1.33,13.05,7.46,8.26,24.58,44.99,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",6.04,Profit Booking Zone,80.45,135.73,193.31,42.43,100.0,80.0% of closes stayed inside the range | Range width 42.4% | Currently 100.0% through the range,,,,27.67,-73.79,-73.48,,,,,,,,25.0158,16.2301,2.83,87.0,0.64,79491.77,99.53,Financial Services,6.0,0.0,0.0,0.0,13.0,19.0,0.43,,"Revenue contraction, Earnings contraction",0.0,19.0,,39.95,16.0,"Revenue contraction, Earnings contraction, Limited fundamental data coverage",37.39,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 42.4% | Currently 100.0% through the range"
LAURUSLABS,Healthcare,Drug Manufacturers - Specialty & Generic,792.96,2.07,276.17,796.35,187.12,0.43,85.16,649.44,575.09,2381458.95,3672922.0,1.54,Bullish,67.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move",17.44,37.33,29.89,1.33,13.05,7.46,16.11,24.28,22.43,95.0,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.08,Breakout Watch,83.81,544.96,669.38,22.83,100.0,80.0% of closes stayed inside the range | Range width 22.8% | Currently 100.0% through the range | Above upper band on elevated volume,,,16.9,10.39,-71.5,-54.5,,,,,,,,91.358,64.5153,18.8439,13.0,0.357,99957.76,59.45,Pharma / Healthcare,6.0,0.0,0.0,0.0,5.0,11.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,11.0,,33.18,12.0,"Revenue contraction, Earnings contraction",37.33,Weak,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move, Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 22.8% | Currently 100.0% through the range | Above upper band on elevated volume"
AUBANK,Financial Services,Banks - Regional,824.95,0.72,488.37,839.15,68.92,1.69,66.31,742.94,632.66,2605726.55,1513929.0,0.58,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",6.82,51.53,45.58,1.33,13.05,7.46,5.49,38.48,38.12,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",6.04,Profit Booking Zone,79.37,531.52,795.21,49.61,100.0,80.0% of closes stayed inside the range | Range width 49.6% | Currently 100.0% through the range,,,,20.34,-72.9,-72.42,,,,,,,,28.9496,17.9736,4.084,9.0,,81746.32,0.0,Banking,6.0,0.0,0.0,0.0,11.0,17.0,0.43,,"Revenue contraction, Earnings contraction",0.0,17.0,,39.95,16.0,"Revenue contraction, Earnings contraction, Limited fundamental data coverage",36.69,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 49.6% | Currently 100.0% through the range"
HDFCAMC,Financial Services,Asset Management,2515.48,0.63,732.04,2582.96,243.63,2.61,61.14,2348.89,2082.07,701562.2,781838.0,1.11,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move",0.33,36.52,28.63,1.33,13.05,7.46,-1.0,23.47,21.17,78.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",18.68,Profit Booking Zone,82.2,1799.04,2478.08,37.74,100.0,80.0% of closes stayed inside the range | Range width 37.7% | Currently 100.0% through the range,,,78.06,77.21,-72.33,-69.61,,,,,,,,36.6284,28.3148,11.5587,2.15,0.554,106767.91,88.85,Financial Services,12.0,0.0,0.0,0.0,7.0,19.0,0.5,,"Revenue contraction, Earnings contraction",-4.0,15.0,Expensive relative to book value for this sector,39.95,12.0,"Revenue contraction, Earnings contraction",36.24,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 37.7% | Currently 100.0% through the range"
BHARTIARTL,Communication Services,Telecom Services,1978.06,-0.51,665.27,2003.62,197.33,1.28,68.04,1855.51,1680.73,5717662.75,2937734.0,0.51,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.57,17.4,26.96,1.33,13.05,7.46,7.24,4.35,19.5,63.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",26.67,Profit Booking Zone,82.91,1592.76,1896.42,19.07,100.0,80.0% of closes stayed inside the range | Range width 19.1% | Currently 100.0% through the range,4.97,1.15,31.08,12.03,-71.41,-82.27,169.85,0.42,,5323.3,203354.5,30689.8,19349.4,39.9959,23.6178,7.4958,1.25,0.01,1213418.96,67.86,Telecom,11.0,0.0,0.0,17.0,6.0,34.0,0.93,,"Revenue contraction, Earnings contraction",0.0,34.0,,35.31,12.0,"Revenue contraction, Earnings contraction",35.95,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 19.1% | Currently 100.0% through the range"
BDL,Industrials,Aerospace & Defense,1977.36,0.79,383.25,2088.32,415.95,5.31,60.44,1838.74,1333.3,2903011.2,1963071.0,0.68,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",4.79,54.19,68.14,1.33,13.05,7.46,3.46,41.14,60.68,88.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",6.4,Profit Booking Zone,74.36,1067.04,1952.88,83.02,100.0,80.0% of closes stayed inside the range | Range width 83.0% | Currently 100.0% through the range,,,-27.28,7.94,-93.05,-96.66,,,,,,,,113.6556,43.4794,11.5734,39.0,0.326,49119.37,49.94,Capital Goods / Infra,3.0,0.0,0.0,0.0,5.0,8.0,0.5,,"Revenue contraction, Earnings contraction, Very high PE",0.0,8.0,,32.79,12.0,"Revenue contraction, Earnings contraction",33.97,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 83.0% | Currently 100.0% through the range"
NAM-INDIA,Financial Services,Asset Management,784.26,1.64,177.32,794.76,342.29,1.32,63.07,715.72,644.81,788457.5,620818.0,0.79,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",7.58,46.0,12.22,1.33,13.05,7.46,6.25,32.95,4.76,73.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",20.88,Profit Booking Zone,79.57,511.24,758.33,48.33,100.0,80.0% of closes stayed inside the range | Range width 48.3% | Currently 100.0% through the range,,,62.59,65.3,-72.81,-69.21,,,,,,,,46.7312,35.4773,16.1928,1.84,0.634,75633.87,83.17,Financial Services,12.0,0.0,0.0,0.0,6.0,18.0,0.5,,"Revenue contraction, Earnings contraction",-4.0,14.0,Expensive relative to book value for this sector,39.95,12.0,"Revenue contraction, Earnings contraction",33.39,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 48.3% | Currently 100.0% through the range"
ABCAPITAL,Financial Services,Financial Conglomerates,273.3,-1.48,106.65,282.65,156.26,3.31,65.3,236.29,200.85,8083860.25,2183213.0,0.27,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",10.98,48.52,51.98,1.33,13.05,7.46,9.65,35.47,44.52,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.2,Profit Booking Zone,75.58,157.86,265.09,67.93,100.0,80.0% of closes stayed inside the range | Range width 67.9% | Currently 100.0% through the range,,,43.24,9.24,-78.97,-74.83,,,,,,,,26.3092,16.2013,3.1273,,0.687,112442.53,28.11,Financial Services,9.0,0.0,0.0,0.0,9.0,18.0,0.43,,"Revenue contraction, Earnings contraction",0.0,18.0,,39.95,19.0,"Low volume participation, Revenue contraction, Earnings contraction, Limited fundamental data coverage",33.29,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 67.9% | Currently 100.0% through the range"
CANBK,Financial Services,Banks - Regional,110.32,0.19,36.32,117.29,203.73,5.94,62.13,103.32,93.86,21622960.7,13519733.0,0.63,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",0.81,31.99,20.61,1.33,13.05,7.46,-0.52,18.94,13.15,63.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M",29.12,Profit Booking Zone,82.17,79.46,109.22,37.46,100.0,80.8% of closes stayed inside the range | Range width 37.5% | Currently 100.0% through the range,2.94,0.18,,16.43,-72.68,-81.78,110.16,,,205898.16,119668.92,,,5.9486,5.6696,1.0172,3.22,0.503,119732.59,0.0,Banking,5.0,0.0,5.0,0.0,15.0,25.0,0.64,Cash covers debt,"Revenue contraction, Earnings contraction",-5.0,20.0,Weak ROE for a leveraged-balance-sheet business,39.95,12.0,"Revenue contraction, Earnings contraction",32.99,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.8% of closes stayed inside the range | Range width 37.5% | Currently 100.0% through the range"
IDBI,Financial Services,Banks - Regional,97.79,0.09,36.58,105.64,167.34,7.43,56.93,90.94,80.94,13181706.55,5344166.0,0.41,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",-0.16,29.76,31.89,1.33,13.05,7.46,-1.49,16.71,24.43,70.0,"Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance",23.63,Profit Booking Zone,81.85,70.77,98.06,38.57,98.99,80.8% of closes stayed inside the range | Range width 38.6% | Currently 99.0% through the range,3.17,0.5,,43.45,-74.17,-73.54,35.26,,,33071.03,22462.46,,,9.511,16.8286,1.2551,2.43,0.832,88664.31,0.0,Banking,6.0,0.0,10.0,0.0,12.0,28.0,0.64,Cash covers debt,"Revenue contraction, Earnings contraction",-5.0,23.0,Weak ROE for a leveraged-balance-sheet business,39.95,15.0,"Low volume participation, Revenue contraction, Earnings contraction",32.79,Avoid,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Cash covers debt, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, 80.8% of closes stayed inside the range | Range width 38.6% | Currently 99.0% through the range"
