symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
AEGISLOG,Energy,Oil & Gas Refining & Marketing,933.12,-1.65,235.58,1020.67,296.1,8.58,69.4,799.94,726.33,4286993.45,24086842.0,5.62,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion",20.72,35.47,1.17,-3.74,-5.18,-3.05,24.46,40.65,4.22,80.0,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",7.14,Breakout Watch,86.51,721.63,837.64,16.08,100.0,80.0% of closes stayed inside the range | Range width 16.1% | Currently 100.0% through the range | Above upper band on elevated volume,14.62,7.05,11.18,8.09,-18.36,22.95,68.44,2.73,2.67,1032.3,2665.43,655.53,39.11,36.3676,33.7418,7.3301,1.03,0.55,44383.95,26.48,Energy / Utilities,12.0,8.0,12.0,17.0,6.0,55.0,1.0,,Revenue contraction,2.0,57.0,General low-debt support,31.46,5.0,Revenue contraction,58.42,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 16.1% | Currently 100.0% through the range | Above upper band on elevated volume"
UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1543.11,-3.11,709.87,1664.74,117.38,7.31,49.32,1491.51,1351.4,916033.6,1413532.0,1.54,Bullish,52.0,"Above 50 DMA, Above 200 DMA, RSI recovering, Volume expansion",4.12,3.44,22.8,-3.74,-5.18,-3.05,7.86,8.62,25.85,63.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",12.5,Profit Booking Zone,80.31,1381.65,1564.88,13.26,88.12,80.0% of closes stayed inside the range | Range width 13.3% | Currently 88.1% through the range,19.77,12.52,15.34,12.51,6.68,23.83,3.72,1.89,1.36,1052.0,265.0,1118.0,1020.0,64.3606,50.7888,12.1739,1.1,0.148,108993.5,46.86,FMCG / Consumer,19.0,10.0,18.0,17.0,4.0,68.0,1.0,"Strong ROE, Cash covers debt",,3.0,71.0,"Low debt, typical of a healthy consumer business",30.45,0.0,,58.17,Watchlist,"Above 50 DMA, Above 200 DMA, RSI recovering, Volume expansion, Strong ROE, Cash covers debt, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 13.3% | Currently 88.1% through the range"
JKCEMENT,Basic Materials,Building Materials,4724.1,-1.46,2388.03,4865.63,97.82,2.91,61.07,4386.1,4282.29,95458.6,59458.0,0.62,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",3.35,9.77,11.76,-3.74,-5.18,-3.05,7.09,14.95,14.81,63.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",12.28,Profit Booking Zone,83.7,4109.34,4675.53,13.78,100.0,80.0% of closes stayed inside the range | Range width 13.8% | Currently 100.0% through the range,14.73,5.34,13.41,7.06,17.88,86.71,103.45,1.29,0.94,174.41,5552.04,1959.1,786.52,43.8603,27.6921,5.922,37.0,0.412,41674.63,62.85,Cement / Realty,12.0,18.0,4.0,17.0,9.0,60.0,1.0,,,0.0,60.0,,28.78,0.0,,56.07,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 13.8% | Currently 100.0% through the range"
ALKEM,Healthcare,Drug Manufacturers - Specialty & Generic,5455.22,-0.02,2739.33,6316.6,99.14,13.64,51.59,5473.17,5356.94,101731.35,124256.0,1.22,Bearish,50.0,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support",1.87,-11.64,4.55,-3.74,-5.18,-3.05,5.61,-6.46,7.6,28.0,"Positive 1M return, Positive 6M return, 1M Nifty outperformance",72.73,Accumulation Zone,76.95,5207.41,6109.81,17.33,27.46,80.0% of closes stayed inside the range | Range width 17.3% | Currently 27.5% through the range,17.41,11.53,15.96,14.44,8.73,82.47,13.75,2.61,1.94,455.07,1418.41,1948.07,1688.78,28.4883,24.2259,4.741,36.0,0.295,65521.62,64.12,Pharma / Healthcare,16.0,15.0,17.0,17.0,11.0,76.0,1.0,,,2.0,78.0,General low-debt support,45.28,0.0,,53.59,Neutral,"Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Positive 1M return, Positive 6M return, 1M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 17.3% | Currently 27.5% through the range"
COROMANDEL,Basic Materials,Agricultural Inputs,1914.73,-0.55,814.36,1954.51,135.12,2.03,69.77,1764.22,1533.62,578514.95,143269.0,0.25,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",8.84,20.31,20.75,-3.74,-5.18,-3.05,12.58,25.49,23.8,88.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",7.02,Profit Booking Zone,83.55,1588.85,1823.27,14.75,100.0,80.0% of closes stayed inside the range | Range width 14.8% | Currently 100.0% through the range,17.43,10.36,16.19,11.87,-8.39,-18.42,5.22,2.07,1.28,1126.65,492.12,1427.69,900.8,33.365,21.4553,4.8621,53.0,0.143,61057.99,23.99,General,14.0,0.0,19.0,17.0,11.0,61.0,1.0,Cash covers debt,"Revenue contraction, Earnings contraction",2.0,63.0,General low-debt support,28.78,10.0,"Low volume participation, Earnings contraction",53.37,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Cash covers debt, Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 14.8% | Currently 100.0% through the range"
POWERINDIA,Industrials,Electrical Equipment & Parts,14300.95,-2.77,2836.07,16545.15,404.25,13.56,55.57,13236.38,11744.91,55466.0,37249.0,0.67,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",14.43,-1.21,6.09,-3.74,-5.18,-3.05,18.17,3.97,9.14,35.0,"Strong 1M absolute return, Positive 6M return, 1M Nifty outperformance",12.94,Profit Booking Zone,79.36,11500.03,14767.43,28.41,85.72,80.0% of closes stayed inside the range | Range width 28.4% | Currently 85.7% through the range,12.04,3.48,5.4,3.21,17.57,74.42,15.71,1.16,0.89,128.04,213.68,252.31,162.95,138.2239,72.2106,30.8289,2.0,0.572,159569.06,38.99,Capital Goods / Infra,4.0,18.0,11.0,17.0,5.0,55.0,1.0,,Very high PE,5.0,60.0,Strong order-book-driven revenue growth,25.83,0.0,,48.62,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong 1M absolute return, Positive 6M return, 1M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 28.4% | Currently 85.7% through the range"
MARICO,Consumer Defensive,Household & Personal Products,625.9,-0.81,445.44,705.75,40.51,11.31,49.64,618.53,610.75,1771274.3,1621163.0,0.92,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",3.99,-8.56,0.09,-3.74,-5.18,-3.05,7.73,-3.38,3.14,28.0,"Positive 1M return, Positive 6M return, 1M Nifty outperformance",33.33,Accumulation Zone,78.1,616.01,679.0,10.23,15.7,80.0% of closes stayed inside the range | Range width 10.2% | Currently 15.7% through the range,38.65,19.96,19.51,15.47,-1.2,13.75,13.78,1.64,1.09,228.0,528.0,1387.0,1234.0,58.8033,43.8817,26.3637,47.0,0.184,110823.09,43.87,FMCG / Consumer,23.0,5.0,15.0,17.0,7.0,67.0,1.0,Strong ROE,Revenue contraction,8.0,75.0,"Strong ROE for a consumer staples business, Low debt, typical of a healthy consumer business",30.45,0.0,,48.32,Neutral,"Above 50 DMA, Above 200 DMA, RSI recovering, Strong ROE, Positive 1M return, Positive 6M return, 1M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 10.2% | Currently 15.7% through the range"
MAXHEALTH,Healthcare,Medical Care Facilities,1199.68,0.4,351.87,1224.36,240.94,2.02,63.07,1079.1,923.94,1958410.6,2659177.0,1.36,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",7.7,25.03,31.34,-3.74,-5.18,-3.05,11.44,30.21,34.39,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",10.23,Breakout Watch,83.95,865.79,1152.68,33.14,100.0,80.0% of closes stayed inside the range | Range width 33.1% | Currently 100.0% through the range | Above upper band on elevated volume,,,,,,,,,,,,,,70.4053,41.5708,9.1232,19.0,0.128,98057.3,62.42,Pharma / Healthcare,0.0,0.0,0.0,0.0,5.0,5.0,0.21,,,0.0,5.0,,45.28,4.0,Limited fundamental data coverage,47.79,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 33.1% | Currently 100.0% through the range | Above upper band on elevated volume"
TORNTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,3263.84,-2.33,1388.75,3524.92,135.02,7.41,45.55,3229.94,3023.63,274838.55,167593.0,0.61,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",-0.75,-6.54,13.24,-3.74,-5.18,-3.05,2.99,-1.36,16.29,25.0,"Positive 6M return, 6M Nifty outperformance",79.55,Neutral Range,73.99,3087.56,3398.18,10.06,56.75,80.0% of closes stayed inside the range | Range width 10.1% | Currently 56.8% through the range,24.16,11.0,24.35,15.68,11.61,33.02,58.66,1.03,0.61,835.14,4021.94,3266.08,2833.3,78.2379,52.2222,19.7416,78.0,0.145,186114.0,75.98,Pharma / Healthcare,20.0,15.0,6.0,17.0,5.0,63.0,1.0,Strong ROE,,4.0,67.0,"General quality ROE, General low-debt support",45.28,0.0,,46.99,Neutral,"Above 50 DMA, Above 200 DMA, RSI recovering, Strong ROE, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 10.1% | Currently 56.8% through the range"
TRENT,Consumer Cyclical,Apparel Retail,6685.36,-2.55,1150.98,8327.88,480.84,19.72,40.71,6875.51,5991.72,749665.8,1257939.0,1.68,Bearish,33.0,"Above 200 DMA, Weak but watchable RSI, Volume expansion",-2.6,-18.51,19.78,-3.74,-5.18,-3.05,1.14,-13.33,22.83,25.0,"Positive 6M return, 6M Nifty outperformance",32.69,Neutral Range,67.84,5600.76,7605.92,35.8,54.09,80.0% of closes stayed inside the range | Range width 35.8% | Currently 54.1% through the range,36.55,20.76,10.52,12.18,50.45,234.39,43.09,2.02,0.99,294.55,1752.99,1348.98,612.03,88.5037,58.9539,22.8036,13.0,0.384,159276.48,43.01,Consumer Discretionary,21.0,20.0,12.0,17.0,5.0,75.0,1.0,Strong ROE,Very high PE,4.0,79.0,"General quality ROE, General low-debt support",31.06,0.0,,46.81,Neutral,"Above 200 DMA, Weak but watchable RSI, Volume expansion, Strong ROE, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 35.8% | Currently 54.1% through the range"
JSWINFRA,Industrials,Marine Shipping,316.93,-1.56,141.18,358.36,124.49,11.56,50.03,312.43,301.19,1819225.4,1191878.0,0.66,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",-2.86,-0.5,-7.24,-3.74,-5.18,-3.05,0.88,4.68,-4.19,0.0,,70.59,Lower Range Watch,77.83,302.71,336.87,11.28,41.62,80.0% of closes stayed inside the range | Range width 11.3% | Currently 41.6% through the range,14.4,8.36,41.12,30.72,19.26,56.24,59.29,7.4,7.25,723.39,4758.48,1803.21,1554.5,48.9548,30.9322,6.6442,26.0,0.554,80243.51,52.82,Capital Goods / Infra,20.0,18.0,12.0,17.0,7.0,74.0,1.0,,,5.0,79.0,Strong order-book-driven revenue growth,25.83,0.0,,46.52,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, 80.0% of closes stayed inside the range | Range width 11.3% | Currently 41.6% through the range"
