symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,company_name,sector_yf,industry_yf,sector_bucket,market_cap_cr,market_cap_cr_known,trailing_pe,trailing_pe_known,forward_pe,forward_pe_known,price_to_book,price_to_book_known,debt_to_equity,debt_to_equity_known,roe,roe_known,roa,roa_known,operating_margin,operating_margin_known,net_profit_margin,net_profit_margin_known,gross_margin,gross_margin_known,revenue_growth,revenue_growth_known,earnings_growth,earnings_growth_known,current_ratio,current_ratio_known,quick_ratio,quick_ratio_known,total_cash_cr,total_cash_cr_known,total_debt_cr,total_debt_cr_known,free_cashflow_cr,free_cashflow_cr_known,operating_cashflow_cr,operating_cashflow_cr_known,dividend_yield,dividend_yield_known,beta,beta_known,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons,scan_time
INDOBORAX,Basic Materials,Chemicals,511.1,1.42,206.58,542.8,147.42,5.84,62.75,434.44,297.16,618120.2,75144.0,0.12,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",17.93,49.27,126.77,-3.34,2.13,-3.25,21.27,47.14,130.02,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.74,Profit Booking Zone,71.82,226.79,495.41,118.44,100.0,80.0% of closes stayed inside the range | Range width 118.4% | Currently 100.0% through the range,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,Chemicals,1643.01,True,29.1572,True,,False,4.2501,True,0.37,True,13.93,True,7.44,True,26.24,True,23.33,True,46.44,True,25.2,True,42.0,True,20.848,True,14.245,True,211.31,True,1.43,True,17.88,True,87.15,True,1.94,True,0.856,True,18.0,20.0,20.0,17.0,7.0,82.0,1.0,Cash covers debt,,2.0,84.0,General low-debt support,37.46,3.0,Low volume participation,73.27,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 118.4% | Currently 100.0% through the range",2026-09-08 14:36 IST
ANTELOPUS,Energy,Oil & Gas E&P,1094.0,11.03,357.0,1127.5,206.44,2.97,74.41,838.79,650.34,2352433.35,6046018.0,2.57,Bullish,72.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move",34.61,30.78,92.2,-3.34,2.13,-3.25,37.95,28.65,95.45,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",9.38,Breakout Watch,81.49,601.27,873.84,45.33,100.0,80.0% of closes stayed inside the range | Range width 45.3% | Currently 100.0% through the range | Above upper band on elevated volume,Antelopus Selan Energy Limited,Energy,Oil & Gas E&P,Energy / Utilities,3336.91,True,25.2932,True,,False,5.0909,True,0.542,True,14.7,True,9.3,True,47.98,True,32.13,True,82.16,True,65.3,True,158.9,True,2.755,True,2.04,True,68.79,True,3.55,True,-116.81,True,120.6,True,,False,,False,20.0,20.0,20.0,9.0,6.0,75.0,0.93,Cash covers debt,Negative free cash flow,2.0,77.0,General low-debt support,44.58,4.0,Negative free cash flow,72.64,Strong,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 45.3% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-08 14:36 IST
BUILDPRO,Consumer Cyclical,Home Improvement Retail,1302.6,2.45,632.91,1380.0,105.81,5.61,58.74,1232.23,,72902.05,127327.0,1.75,Bullish,65.0,"Above 50 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",2.57,28.29,37.16,-3.34,2.13,-3.25,5.91,26.16,40.41,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",12.93,Profit Booking Zone,82.89,1008.7,1272.42,26.14,100.0,80.0% of closes stayed inside the range | Range width 26.1% | Currently 100.0% through the range,Shankara Buildpro Limited,Consumer Cyclical,Home Improvement Retail,Consumer Discretionary,3137.86,True,23.9054,True,,False,5.7508,True,11.14,True,25.52,True,9.61,True,3.43,True,1.87,True,5.34,True,27.9,True,41.4,True,1.456,True,0.949,True,62.83,True,60.81,True,64.07,True,89.53,True,39.0,True,,False,12.0,20.0,14.0,17.0,8.0,71.0,1.0,"Strong ROE, Cash covers debt",,4.0,75.0,"General quality ROE, General low-debt support",35.75,0.0,,72.36,Strong,"Above 50 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Strong ROE, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 26.1% | Currently 100.0% through the range",2026-09-08 14:36 IST
OFSS,Technology,Software - Infrastructure,11805.0,-0.35,6060.86,12540.0,94.77,5.86,50.3,11576.14,8898.74,211623.2,80921.0,0.38,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",-0.76,26.56,78.79,-3.34,2.13,-3.25,2.58,24.43,82.04,70.0,"Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance",16.99,Profit Booking Zone,75.42,6990.53,11807.1,68.9,99.96,80.0% of closes stayed inside the range | Range width 68.9% | Currently 100.0% through the range,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,IT / Technology,105004.83,True,30.8641,True,26.5976,True,15.1562,True,0.567,True,49.9,True,30.94,True,59.57,True,38.15,True,58.6,True,68.7,True,120.2,True,4.413,True,3.946,True,4773.4,True,39.3,True,3088.42,True,3601.2,True,5.52,True,0.506,True,25.0,20.0,20.0,17.0,9.0,91.0,1.0,"Strong ROE, Cash covers debt",,10.0,100.0,"Strong ROE for an asset-light business, Strong operating margin",33.52,3.0,Low volume participation,69.53,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong ROE, Cash covers debt, Strong 3M absolute return, Strong 6M absolute return, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 68.9% | Currently 100.0% through the range",2026-09-08 14:36 IST
PARAS,Industrials,Aerospace & Defense,1510.9,6.78,580.1,1583.91,160.45,4.61,63.87,1321.59,899.29,1626443.85,2355217.0,1.45,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",19.29,52.86,115.02,-3.34,2.13,-3.25,22.63,50.73,118.27,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.7,Breakout Watch,74.97,665.07,1413.28,112.5,100.0,80.0% of closes stayed inside the range | Range width 112.5% | Currently 100.0% through the range | Above upper band on elevated volume,Paras Defence and Space Technologies Limited,Industrials,Aerospace & Defense,Capital Goods / Infra,11399.08,True,120.4855,True,85.2108,True,15.6992,True,3.731,True,,False,,False,21.44,True,18.47,True,50.81,True,37.3,True,42.5,True,,False,,False,119.45,True,27.06,True,,False,,False,7.0,True,0.54,True,11.0,20.0,12.0,0.0,5.0,48.0,0.57,Cash covers debt,Very high PE,5.0,53.0,Strong order-book-driven revenue growth,36.8,0.0,,69.07,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 112.5% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-08 14:36 IST
MARKSANS,Healthcare,Drug Manufacturers - General,334.85,2.48,154.57,349.95,116.63,4.31,65.18,287.32,216.09,6568153.35,4499387.0,0.69,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move",23.7,34.4,92.91,-3.34,2.13,-3.25,27.04,32.27,96.16,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",8.05,Profit Booking Zone,75.01,173.67,322.55,85.73,100.0,80.0% of closes stayed inside the range | Range width 85.7% | Currently 100.0% through the range,Marksans Pharma Limited,Healthcare,Drug Manufacturers - General,Pharma / Healthcare,14854.71,True,28.7544,True,23.3033,True,4.9137,True,11.248,True,,False,,False,22.38,True,16.29,True,55.24,True,35.6,True,169.0,True,,False,,False,990.88,True,343.38,True,,False,,False,28.0,True,1.149,True,10.0,20.0,12.0,0.0,11.0,53.0,0.57,Cash covers debt,,2.0,55.0,General low-debt support,44.88,0.0,,68.48,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 85.7% | Currently 100.0% through the range",2026-09-08 14:36 IST
DEEPINDS,Energy,Oil & Gas E&P,814.35,3.55,328.75,819.9,147.71,0.68,74.86,582.51,469.84,537079.0,720527.0,1.34,Bullish,67.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move",26.16,62.32,135.48,-3.34,2.13,-3.25,29.5,60.19,138.73,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",9.38,Breakout Watch,79.69,444.0,667.37,50.31,100.0,80.0% of closes stayed inside the range | Range width 50.3% | Currently 100.0% through the range | Above upper band on elevated volume,Deep Industries Limited,Energy,Oil & Gas E&P,Energy / Utilities,5011.2,True,24.2866,True,12.8361,True,2.5106,True,9.61,True,,False,,False,33.08,True,21.28,True,54.28,True,39.8,True,45.2,True,,False,,False,156.21,True,202.98,True,,False,,False,32.0,True,-0.621,True,12.0,20.0,9.0,0.0,13.0,54.0,0.57,,,2.0,56.0,General low-debt support,44.58,0.0,,68.04,Strong,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Strong positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 50.3% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-08 14:36 IST
PERSISTENT,Technology,Information Technology Services,5590.5,0.91,4229.81,6552.65,32.17,14.68,51.64,5341.89,5413.51,467623.2,263769.0,0.56,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",0.98,16.61,18.16,-3.34,2.13,-3.25,4.32,14.48,21.41,68.0,"Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",19.87,Profit Booking Zone,85.14,4750.78,5590.5,17.68,100.0,80.8% of closes stayed inside the range | Range width 17.7% | Currently 100.0% through the range,Persistent Systems Limited,Technology,Information Technology Services,IT / Technology,88161.18,True,46.2958,True,31.9052,True,10.4861,True,6.94,True,25.2,True,14.81,True,15.96,True,12.24,True,31.68,True,29.1,True,12.1,True,2.711,True,2.074,True,1952.19,True,584.13,True,842.49,True,1464.72,True,64.0,True,0.079,True,21.0,15.0,20.0,17.0,7.0,80.0,1.0,"Strong ROE, Cash covers debt",,5.0,85.0,Strong ROE for an asset-light business,33.52,0.0,,68.03,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Strong ROE, Cash covers debt, Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.8% of closes stayed inside the range | Range width 17.7% | Currently 100.0% through the range",2026-09-08 14:36 IST
TTKHLTCARE,Healthcare,Drug Manufacturers - General,1175.0,6.8,727.56,1210.0,61.5,2.89,63.08,1042.47,958.66,35497.0,97716.0,2.75,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",10.95,33.39,36.41,-3.34,2.13,-3.25,14.29,31.26,39.66,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",8.05,Breakout Watch,85.94,823.66,1102.57,33.86,100.0,80.0% of closes stayed inside the range | Range width 33.9% | Currently 100.0% through the range | Above upper band on elevated volume,TTK Healthcare Limited,Healthcare,Drug Manufacturers - General,Pharma / Healthcare,1554.34,True,21.0044,True,,False,1.3942,True,2.187,True,,False,,False,4.89,True,8.33,True,50.78,True,13.7,True,63.7,True,,False,,False,936.24,True,24.38,True,,False,,False,91.0,True,0.348,True,3.0,15.0,12.0,0.0,10.0,40.0,0.57,Cash covers debt,,2.0,42.0,General low-debt support,44.88,0.0,,67.68,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 33.9% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-08 14:36 IST
CHEMBOND,Basic Materials,Specialty Chemicals,192.39,12.57,104.03,203.58,84.94,5.5,66.95,177.22,160.31,9767.7,45052.0,4.61,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",7.43,27.01,37.68,-3.34,2.13,-3.25,10.77,24.88,40.93,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",10.7,Breakout Watch,86.39,140.9,184.38,30.86,100.0,80.0% of closes stayed inside the range | Range width 30.9% | Currently 100.0% through the range | Above upper band on elevated volume,Chembond Material Technologies Limited,Basic Materials,Specialty Chemicals,Chemicals,231.31,True,15.9259,True,,False,1.3856,True,2.49,True,,False,,False,2.94,True,5.52,True,39.13,True,25.6,True,43.4,True,,False,,False,30.04,True,4.16,True,,False,,False,1.17,True,1.029,True,0.0,20.0,12.0,0.0,11.0,43.0,0.57,Cash covers debt,,2.0,45.0,General low-debt support,37.46,0.0,,67.12,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 30.9% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-08 14:36 IST
UNIMECH,Industrials,Aerospace & Defense,1626.0,8.71,695.0,1636.8,133.96,0.66,73.09,1344.78,1042.85,218193.7,768160.0,3.52,Bullish,72.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move",14.39,40.23,84.68,-3.34,2.13,-3.25,17.73,38.1,87.93,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.7,Breakout Watch,74.86,786.36,1490.14,89.5,100.0,80.0% of closes stayed inside the range | Range width 89.5% | Currently 100.0% through the range | Above upper band on elevated volume,Unimech Aerospace and Manufacturing Limited,Industrials,Aerospace & Defense,Capital Goods / Infra,7676.02,True,106.7233,True,49.1205,True,10.4054,True,17.186,True,,False,,False,29.08,True,25.26,True,68.59,True,70.9,True,45.5,True,,False,,False,591.8,True,126.73,True,,False,,False,,False,,False,12.0,20.0,12.0,0.0,3.0,47.0,0.5,Cash covers debt,Very high PE,5.0,52.0,Strong order-book-driven revenue growth,36.8,0.0,,66.72,Strong,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 89.5% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-08 14:36 IST
CRISIL,Financial Services,Financial Data & Stock Exchanges,4746.2,-0.84,3669.91,5038.99,29.33,5.81,61.06,4409.46,4290.43,51817.65,13946.0,0.27,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",5.92,22.17,11.39,-3.34,2.13,-3.25,9.26,20.04,14.64,73.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",20.72,Profit Booking Zone,83.29,3878.42,4518.11,16.49,100.0,80.0% of closes stayed inside the range | Range width 16.5% | Currently 100.0% through the range,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,Financial Services,35029.28,True,39.5835,True,31.8231,True,10.7076,True,10.23,True,29.05,True,14.87,True,24.68,True,21.43,True,47.0,True,27.6,True,26.2,True,1.868,True,1.402,True,916.31,True,334.66,True,507.05,True,865.11,True,83.0,True,0.181,True,24.0,20.0,18.0,17.0,7.0,86.0,1.0,"Strong ROE, Cash covers debt",,2.0,88.0,"Strong ROE for a leveraged-balance-sheet business, Expensive relative to book value for this sector",37.05,3.0,Low volume participation,66.61,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong ROE, Cash covers debt, Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 16.5% | Currently 100.0% through the range",2026-09-08 14:36 IST
BEPL,Basic Materials,Chemicals,132.66,4.59,72.87,137.35,82.05,3.41,62.71,117.29,95.58,1667367.3,4206934.0,2.52,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",8.27,39.05,66.15,-3.34,2.13,-3.25,11.61,36.92,69.4,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",10.7,Breakout Watch,85.08,88.73,123.86,39.59,100.0,80.0% of closes stayed inside the range | Range width 39.6% | Currently 100.0% through the range | Above upper band on elevated volume,Bhansali Engineering Polymers Limited,Basic Materials,Chemicals,Chemicals,3163.24,True,15.7901,True,21.8402,True,2.9202,True,,False,,False,,False,17.06,True,13.88,True,32.7,True,53.3,True,43.5,True,,False,,False,397.28,True,0.0,True,,False,,False,3.14,True,0.194,True,8.0,20.0,3.0,0.0,12.0,43.0,0.5,Net cash position,,0.0,43.0,,37.46,0.0,,66.42,Strong,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Net cash position, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 39.6% | Currently 100.0% through the range | Above upper band on elevated volume",2026-09-08 14:36 IST
