symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
BERGEPAINT,Basic Materials,Specialty Chemicals,493.54,3.43,428.37,665.9,15.21,25.88,58.52,468.61,507.98,843436.25,1566314.0,1.86,Bullish,60.0,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone, Volume expansion, Strong positive day move",4.5,4.49,-16.05,-4.86,-8.43,-9.28,9.36,12.92,-6.77,43.0,"Positive 1M return, Positive 3M return, 1M Nifty outperformance, 3M Nifty outperformance",17.54,Lower Range Watch,76.49,450.5,590.1,30.99,30.83,80.0% of closes stayed inside the range | Range width 31.0% | Currently 30.8% through the range,21.71,13.95,14.06,10.52,6.58,35.88,14.0,1.83,0.91,240.26,753.29,1591.05,1316.06,51.2637,43.1943,9.4377,75.0,0.449,65272.83,40.89,Chemicals,17.0,12.0,13.0,17.0,7.0,66.0,1.0,Strong ROE,,4.0,70.0,"General quality ROE, General low-debt support",31.29,8.0,Below 200 DMA,46.94,Neutral,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone, Volume expansion, Strong positive day move, Strong ROE, Positive 1M return, Positive 3M return, 1M Nifty outperformance, 3M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 31.0% | Currently 30.8% through the range"
INDHOTEL,Consumer Cyclical,Lodging,743.64,-1.06,259.95,888.32,186.08,16.29,49.1,777.96,698.22,2937183.4,2390595.0,0.81,Bearish,27.0,"Above 200 DMA, RSI recovering",-8.18,-10.52,13.98,-4.86,-8.43,-9.28,-3.32,-2.09,23.26,25.0,"Positive 6M return, 6M Nifty outperformance",14.81,Lower Range Watch,69.19,676.15,853.2,26.18,38.12,80.0% of closes stayed inside the range | Range width 26.2% | Currently 38.1% through the range,13.31,8.48,26.22,19.36,16.52,25.58,28.93,1.54,1.48,479.34,2735.79,1935.14,1284.18,48.0744,38.7458,7.8957,45.0,-0.154,103056.49,63.01,Consumer Discretionary,20.0,18.0,13.0,17.0,7.0,75.0,1.0,,,2.0,77.0,General low-debt support,24.73,0.0,,43.66,Weak,"Above 200 DMA, RSI recovering, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 26.2% | Currently 38.1% through the range"
COFORGE,Technology,Information Technology Services,1503.88,-2.42,611.3,1973.26,146.01,23.79,43.28,1670.95,1421.89,3373402.0,5258055.0,1.56,Bearish,33.0,"Above 200 DMA, Weak but watchable RSI, Volume expansion",-10.32,-14.32,15.66,-4.86,-8.43,-9.28,-5.46,-5.89,24.94,25.0,"Positive 6M return, 6M Nifty outperformance",15.28,Accumulation Zone,70.91,1376.87,1852.03,34.51,26.73,80.0% of closes stayed inside the range | Range width 34.5% | Currently 26.7% through the range,22.28,13.23,12.91,8.97,12.41,16.46,20.02,1.7,,321.3,726.0,903.4,637.9,37.3136,25.1184,6.3441,88.0,0.294,79750.75,37.25,IT / Technology,17.0,13.0,11.0,17.0,7.0,65.0,0.93,Strong ROE,,5.0,70.0,Strong ROE for an asset-light business,22.52,0.0,,42.38,Weak,"Above 200 DMA, Weak but watchable RSI, Volume expansion, Strong ROE, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 34.5% | Currently 26.7% through the range"
NAVINFLUOR,Basic Materials,Chemicals,4105.25,1.6,2855.73,4896.83,43.75,16.17,60.33,3803.75,3515.29,192035.75,124932.0,0.65,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",-3.1,16.63,25.11,-4.86,-8.43,-9.28,1.76,25.06,34.39,50.0,"Positive 3M return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance",11.4,Profit Booking Zone,81.14,3287.46,4071.52,23.85,100.0,80.0% of closes stayed inside the range | Range width 23.8% | Currently 100.0% through the range,11.35,6.18,14.83,13.21,-0.83,-27.9,57.45,1.97,1.5,6.64,1368.8,749.89,17.5,54.2102,41.8624,10.7744,19.0,0.239,42868.86,56.75,Chemicals,12.0,0.0,11.0,17.0,7.0,47.0,1.0,,"Revenue contraction, Earnings contraction",2.0,49.0,General low-debt support,31.29,7.0,Earnings contraction,41.09,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 3M return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 23.8% | Currently 100.0% through the range"
COALINDIA,Energy,Thermal Coal,352.76,3.9,153.6,476.32,129.65,25.94,59.12,342.83,399.08,6287395.7,11247215.0,1.79,Bullish,55.0,"Above 50 DMA, Healthy RSI momentum, Volume expansion, Strong positive day move",-0.07,-6.22,-17.6,-4.86,-8.43,-9.28,4.79,2.21,-8.32,0.0,,60.71,Accumulation Zone,78.68,335.47,432.34,28.88,17.85,80.8% of closes stayed inside the range | Range width 28.9% | Currently 17.8% through the range,43.9,15.79,32.53,29.43,-0.28,17.75,7.66,1.79,1.62,6008.71,6523.03,18103.1,1281.76,8.1631,7.2265,2.1177,5.09,-0.04,252240.46,74.76,Metals / Mining,25.0,8.0,16.0,17.0,15.0,81.0,1.0,Strong ROE,Revenue contraction,4.0,85.0,"General quality ROE, General low-debt support",29.54,8.0,Below 200 DMA,39.93,Weak,"Above 50 DMA, Healthy RSI momentum, Volume expansion, Strong positive day move, Strong ROE, 80.8% of closes stayed inside the range | Range width 28.9% | Currently 17.8% through the range"
MEDANTA,Healthcare,Medical Care Facilities,1252.06,4.8,406.36,1512.82,208.12,17.24,63.66,1101.49,1130.44,429367.8,928310.0,2.16,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move",8.68,6.18,12.78,-4.86,-8.43,-9.28,13.54,14.61,22.06,78.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.44,Breakout Watch,86.8,1023.3,1167.7,14.11,100.0,80.0% of closes stayed inside the range | Range width 14.1% | Currently 100.0% through the range | Above upper band on elevated volume,,,,,,,,,,,,,,67.6456,41.3212,9.4493,3.0,0.14,37445.97,52.79,Pharma / Healthcare,0.0,0.0,0.0,0.0,5.0,5.0,0.21,,,0.0,5.0,,25.78,4.0,Limited fundamental data coverage,39.87,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 14.1% | Currently 100.0% through the range | Above upper band on elevated volume"
JSL,Basic Materials,Steel,649.41,6.27,115.54,841.14,462.07,22.79,60.18,627.63,709.81,792867.05,2201055.0,2.78,Bullish,60.0,"Above 50 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move",2.87,-12.6,-10.07,-4.86,-8.43,-9.28,7.73,-4.17,-0.79,18.0,"Positive 1M return, 1M Nifty outperformance",35.09,Accumulation Zone,77.7,605.83,756.23,24.83,28.98,80.0% of closes stayed inside the range | Range width 24.8% | Currently 29.0% through the range,18.9,8.8,9.47,7.06,7.98,28.31,42.15,1.47,0.68,1229.7,6052.26,4818.13,3343.22,18.7427,14.2066,13.508,55.0,0.554,60799.26,21.99,Metals / Mining,13.0,12.0,9.0,17.0,11.0,62.0,1.0,Strong ROE,,4.0,66.0,"General quality ROE, General low-debt support",31.29,8.0,Below 200 DMA,39.29,Weak,"Above 50 DMA, Healthy RSI momentum, Strong volume expansion, Strong positive day move, Strong ROE, Positive 1M return, 1M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 24.8% | Currently 29.0% through the range"
ASIANPAINT,Basic Materials,Specialty Chemicals,2224.17,4.78,2083.96,3454.02,6.73,35.61,54.38,2217.42,2689.53,1184770.5,1985096.0,1.68,Bullish,63.0,"Above 50 DMA, Healthy RSI momentum, Near 52W low with stable RSI, Volume expansion, Strong positive day move",-0.33,-5.19,-30.61,-4.86,-8.43,-9.28,4.53,3.24,-21.33,0.0,,75.44,Accumulation Zone,79.76,2194.53,3092.91,40.94,3.3,80.0% of closes stayed inside the range | Range width 40.9% | Currently 3.3% through the range,29.15,18.25,19.1,15.43,2.93,32.97,13.21,2.06,1.37,829.34,2474.38,6103.6,3607.52,55.0311,45.2244,12.2976,1.01,0.289,262668.52,43.53,Chemicals,23.0,10.0,16.0,17.0,6.0,72.0,1.0,Strong ROE,,4.0,76.0,"General quality ROE, General low-debt support",31.29,8.0,Below 200 DMA,39.04,Weak,"Above 50 DMA, Healthy RSI momentum, Near 52W low with stable RSI, Volume expansion, Strong positive day move, Strong ROE, 80.0% of closes stayed inside the range | Range width 40.9% | Currently 3.3% through the range"
JSWINFRA,Industrials,Marine Shipping,267.06,6.65,141.18,358.36,89.16,25.48,56.95,273.15,304.59,2752015.4,5378599.0,1.95,Bearish,40.0,"Healthy RSI momentum, Volume expansion, Strong positive day move",3.09,-19.01,-12.52,-4.86,-8.43,-9.28,7.95,-10.58,-3.24,18.0,"Positive 1M return, 1M Nifty outperformance",12.79,Accumulation Zone,74.57,254.19,329.18,29.5,17.17,80.0% of closes stayed inside the range | Range width 29.5% | Currently 17.2% through the range,14.4,8.36,41.12,30.72,19.26,56.24,59.29,7.4,7.25,723.39,4758.48,1803.21,1554.5,48.9548,30.9322,6.6442,26.0,0.554,80243.51,52.82,Capital Goods / Infra,20.0,18.0,12.0,17.0,7.0,74.0,1.0,,,5.0,79.0,Strong order-book-driven revenue growth,22.7,8.0,Below 200 DMA,37.56,Weak,"Healthy RSI momentum, Volume expansion, Strong positive day move, Positive 1M return, 1M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 29.5% | Currently 17.2% through the range"
RADICO,Consumer Defensive,Beverages - Wineries & Distilleries,2201.17,4.95,920.13,2628.05,139.22,16.24,54.59,2234.81,2053.29,304395.75,315827.0,1.04,Bearish,50.0,"Above 200 DMA, Healthy RSI momentum, Normal volume support, Strong positive day move",-4.13,-7.93,10.52,-4.86,-8.43,-9.28,0.73,0.5,19.8,25.0,"Positive 6M return, 6M Nifty outperformance",8.33,Lower Range Watch,75.45,2056.38,2480.42,20.62,34.14,80.0% of closes stayed inside the range | Range width 20.6% | Currently 34.1% through the range,10.75,6.4,9.63,6.4,32.01,18.98,42.25,1.7,1.06,86.25,1030.62,166.07,-73.15,86.2115,56.8584,18.3055,15.0,0.244,60734.22,43.35,FMCG / Consumer,7.0,18.0,13.0,9.0,5.0,52.0,1.0,,"Negative free cash flow, Very high PE",3.0,55.0,"Low debt, typical of a healthy consumer business",20.25,4.0,Negative free cash flow,37.04,Weak,"Above 200 DMA, Healthy RSI momentum, Normal volume support, Strong positive day move, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 20.6% | Currently 34.1% through the range"
BPCL,Energy,Oil & Gas Refining & Marketing,248.77,3.6,121.3,346.08,105.08,28.12,58.19,246.96,280.65,7809271.15,12828381.0,1.64,Bullish,55.0,"Above 50 DMA, Healthy RSI momentum, Volume expansion, Strong positive day move",1.45,-10.93,-23.25,-4.86,-8.43,-9.28,6.31,-2.5,-13.97,18.0,"Positive 1M return, 1M Nifty outperformance",14.29,Accumulation Zone,78.17,239.29,312.8,30.72,12.9,80.0% of closes stayed inside the range | Range width 30.7% | Currently 12.9% through the range,35.51,13.27,8.43,6.01,-4.2,1160.36,72.19,0.81,0.28,2300.74,54599.05,35969.63,26390.5,7.9033,7.9415,1.3525,6.29,0.873,135440.94,12.75,Energy / Utilities,16.0,10.0,4.0,17.0,12.0,59.0,1.0,Strong ROE,Revenue contraction,4.0,63.0,"General quality ROE, General low-debt support",29.54,8.0,Below 200 DMA,36.73,Weak,"Above 50 DMA, Healthy RSI momentum, Volume expansion, Strong positive day move, Strong ROE, Positive 1M return, 1M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 30.7% | Currently 12.9% through the range"
SRF,Industrials,Conglomerates,2837.23,0.24,2017.83,2968.86,40.61,4.43,59.3,2638.37,2430.44,518635.75,404634.0,0.78,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",-3.62,24.01,13.79,-4.86,-8.43,-9.28,1.24,32.44,23.07,60.0,"Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance",3.49,Profit Booking Zone,82.84,2223.68,2813.5,26.52,100.0,80.0% of closes stayed inside the range | Range width 26.5% | Currently 100.0% through the range,11.64,6.52,15.47,10.35,-11.52,-38.23,43.82,1.03,0.61,399.33,5030.54,2093.86,-123.07,35.4158,28.5908,5.4566,39.0,0.132,76620.96,48.32,Capital Goods / Infra,10.0,0.0,9.0,9.0,9.0,37.0,1.0,,"Revenue contraction, Earnings contraction, Negative free cash flow",0.0,37.0,,22.7,11.0,"Earnings contraction, Negative free cash flow",36.61,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 26.5% | Currently 100.0% through the range"
